who_wrote_the_piece,subject,relevant_text,paragraphs,words,keywords,path
,Trade Shows/Seminars/Webinars,"Symantec Vision Barcelona 2011 Press Kit SlideShare: Introducing Symantec Data Loss Prevention for Tablet Symantec Data Loss Prevention Data Breach Cost Calculator Symantec State of Security Survey Symantec PGP Viewer for iOS Webcast: Say Yes to iPads! New DLP Technology for Tablets in the Enterprise | Technorati Tags Symantec, tablets, data loss prevention, iPad data protection, data breach, information protection",2,"45, 14",data breach,NLOK - Symantec to Protect Confidential Information From Leaving the iPad(R) With New Data Loss Prevention Solution for Tablets  - 04-Oct-11 - INW.pdf
,,"Symantec-Sponsored Ponemon Report Finds Negligent Employees Top Cause of Data Breaches in the U.S. While Malicious Attacks Most Costly  Tuesday, March 20, 2012 12:00:00 PM (GMT) | Symantec Corp. (NASDAQ: SYMC) and the Ponemon Institute today released the findings of the 2011 Cost of Data Breach Study: United States, which reveals negligent insiders are the top cause of data breaches while malicious attacks are 25 percent more costly than other types. The study also found organizations which employ a chief information security officer (CISO) with enterprise-wide responsibility for data protection can reduce the cost of a data breach by 35 percent per compromised record. The organizational cost of a data breach was $5.5 million last year. The seventh annual Ponemon Cost of a Data Breach report is based on the actual data breach experiences of 49 U.S. companies from 14 different industry sectors. | Click to Tweet : Ponemon Institute report finds insiders pose greatest data breach threat:  http://bit.ly/xoX1jv | Negligent insiders and malicious attacks are the main causes of data breach . Thirty-nine percent of organizations say negligence was the root cause of the data breaches. For the first time, malicious or criminal attacks account for more than a third of the total breaches reported in this study. Since 2007, they also have been the most costly breaches. Accordingly, organizations need to focus on processes, policies and technologies that address threats from the malicious insider or hacker. | Certain organizational factors reduce the overall cost . If the organization has a CISO with overall responsibility for enterprise data protection the average cost of a data breach can be reduced as much as $80 per compromised record. Outside consultants assisting with the breach response also can save as much as $41 per record. When considering the average number of records lost or stolen, all of these factors can provide significant and positive financial benefits. | Specific attributes or factors of the data breach also can increase the overall cost . For example, in this year's study organizations that had their first ever data breach spent on average $37 more per record. Those that responded and notified customers too quickly without a thorough assessment of the data breach also paid an average of $33 more per record. Data breaches caused by third parties or a lost or stolen device increased the cost by $26 and $22, respectively. | More customers remain loyal following the data breach . For the first time, fewer customers are abandoning companies that have a data breach. However, certain industries are more susceptible to customer churn, which causes their data breach costs to be higher than the average. Taking steps to keep customers loyal and repair any damage to reputation and brand can help reduce the cost of a data breach. | The cost of data breach declined . For the first time in seven years, both the organizational cost of data breach and the cost per lost or stolen record have declined. The organizational cost has declined from $7.2 million to $5.5 million and the cost per record has declined from $214 to $194. | CISO on its executive team and reduced costs of a data breach,"" said Dr. Larry Ponemon, chairman and founder of the Ponemon Institute. ""As organizations of all sizes battle an uptick in both internal and external threats, it makes sense that having the proper security leadership in place can help address these challenges."" | The U.S. Cost of a Data Breach Study was derived from a detailed analysis of 49 data breach cases with a range of nearly 4,500 to 98,000 affected records. It takes into account a wide range of direct business costs, including engaging forensic experts, outsourcing hotline support and providing free credit monitoring subscriptions and discounts for future products and services. Indirect costs include in-house investigations and communication, as well as the extrapolated value of customer loss resulting from turnover or diminished acquisition rates. The average cost of a data breach does not apply to catastrophic breaches (study excludes data breaches of more than 100,000 records) given they are not typical of those experienced in the United States. Companies analyzed were from 14 different industries, including finance, retail, healthcare, services, education, technology, manufacturing, research, transportation, consumer, hotels and leisure, media, pharmaceutical and communications. | Companies can analyze their own risk by visiting  Symantec's Data Breach Risk Calculator . Based on seven years of trend data, the calculator takes into account an organization's size, industry, location and security practices to estimate how much a data breach would cost on both a per record and organizational basis. It is available at http://www.databreachcalculator.com. | U.S. Cost of a Data Breach Report Symantec's Data Breach Risk Calculator Cost of a Data Breach Press Kit Blog Post: Negligent Employees and Malicious Attacks Cause 75% of Data Breaches Blog Post: Insider Data Theft: When Good Employees Go Bad Infographic: Cost of a Data Breach SlideShare: Cost of a Data Breach Symantec's Encryption Offerings Symantec's Data Loss Prevention Offerings | Technorati Tags Symantec, data loss prevention, encryption, security, data breach",13,"26, 116, 15, 78, 75, 81, 67, 53, 53, 142, 56, 61, 10",data breach,NLOK - Symantec-Sponsored Ponemon Report Finds Negligent Employees Top Cause of Data Breaches in the U.S. While Malicious Attacks Most Costly  - 20-Mar-12 - INW.pdf
National Cyber Security Alliance,,"At the same time, small businesses may not understand how to respond to online threats or the danger they pose.  For example, 40% of small businesses say that if their business suffered a data breach or loss of customer or employee information, credit card information or intellectual property, their business does not have a contingency plan outlining procedures for responding and reporting it.  Two-fifths (43%) also say they do not let their customers and partners/suppliers know what they do to protect their information. | ""The threats grow in number and complexity each day, but too many small business owners remain naively complacent,"" said NCSA Executive Director Michael Kaiser. ""The stakes are high for individual businesses and the nation as a whole: a single malware attack or data breach can be fatal to a small enterprise but the collective vulnerability of all our businesses is a major economic security challenge.""",2,"83, 65",data breach,"NLOK, 064C2X - Small Business Owners Suffer from False Sense of Cyber Security - 24-Oct-11 - PRN.pdf"
National Cyber Security Alliance,,"At the same time, small businesses may not understand how to respond to online threats or the danger they pose.  For example, 40% of small businesses say that if their business suffered a data breach or loss of customer or employee information, credit card information or intellectual property, their business does not have a contingency plan outlining procedures for responding and reporting it.  Two-fifths (43%) also say they do not let their customers and partners/suppliers know what they do to protect their information. | ""The threats grow in number and complexity each day, but too many small business owners remain naively complacent,"" said NCSA Executive Director Michael Kaiser. ""The stakes are high for individual businesses and the nation as a whole: a single malware attack or data breach can be fatal to a small enterprise but the collective vulnerability of all our businesses is a major economic security challenge.""",2,"83, 65",data breach,"NLOK, 064C2X - Small Businesses Owners Suffer from False Sense of Cyber Security - 24-Oct-11 - PRN.pdf"
Experian,,"COSTA MESA, Calif.  and MOUNTAIN VIEW, Calif., March 14, 2012 /PRNewswire/ -- Experian® and Symantec Corp. (NASDAQ: SYMC) today announced that the two-factor credentialing solution jointly developed by the companies was selected by the Centers for Medicare & Medicaid Services (CMS) to provide Enterprise Remote Identity Proofing (ERIP) and Multi-Factor Authentication (MFA) Credential Services in support of the Affordable Health Care Act (ACA). The Experian and Symantec solution will play a critical role in a $78 million contract that was awarded to Science Applications International Corporation (SAIC) providing CMS with an offering that helps them solve key challenges that arise in serving the nation's large uninsured population.  | ""Symantec is very excited about the opportunity to work with the SAIC team to provide our CMS customer with an advanced Symantec-Experian multi-factor authentication and identity proofing joint solution,"" said Gigi Schumm, vice president and general manager of Symantec's Public Sector organization. ""This capability will enable CMS to successfully roll out the Administration's National Uninsured program under the Affordable Health Care Act, decrease risk associated with healthcare fraud, and support the realization of NIST's 'National Strategy for Trusted Identities in Cyberspace.'""",2,"107, 81",Multi-factor authentication,"NLOK, EXPN - Experian and Symantec's Two-Factor Credentialing Solution Selected by Centers for Medicare & Medicaid Services - 14-Mar-12 - PRN.pdf"
"Gartner, ""Magic Quadrant for Secure Web Gateways,"" Lawrence Orans, Peter Firstbrook, Nov. 26,","Award, Survey, Product/Service","Built on an advanced proxy architecture that authenticates every user and enables deep inspection and control of encrypted web traffic, Symantec’s Secure Web Gateways offer a comprehensive set of capabilities designed to address the unique security and compliance challenges facing enterprises today. In addition to core proxy controls, the gateway includes malware inspection engines, sandboxing, data loss prevention (DLP), and cloud access security broker (CASB), as well as integration with multi-factor authentication. Symantec was the first in the industry to integrate innovative browser isolation into its Secure Web Gateways, enabling web browsing without risk of network and endpoint infection by isolating zero-day malware and advanced threats.",1,106,Multi-factor authentication,"NLOK, IT - Symantec a Leader in Gartner Magic Quadrant for Secure Web Gateways for the 11th Consecutive Time - 06-Dec-18 - BW.pdf"
Symantec,"Contract/Agreement, Product/Service, Photo/Multimedia, Nonprofit","In a world of increased cybersecurity attacks, an estimated 300,000 cybersecurity jobs are vacant in the United States; among those, 60,000 could be filled by individuals without a four-year college degree.1 Demand for cybersecurity professionals is expected to increase as the private sector faces unprecedented numbers of data breaches and cybersecurity threats. Symantec’s Internet Security Threat Report has shown that the amount of data breaches grew by 62% in 2013 and that approximately 552 million identities were exposed worldwide as a result of data breaches.",1,85,data breach,"NLOK, NOLKN, 64799Z90... - Symantec Launches Initiative to Close Cybersecurity Workforce Gap - 24-Jun-14 - BW.pdf"
"Neustar, Inc.",,"Neustar recently broke new ground with services for the telecommunications, Internet and media industries through its development of TextEverywhere, which allows texting from any device, such as TVs, tablets and laptops;  Ultraviolet™, which provides consumers with a digital locker for all of their filmed entertainment; and NeuSentry, a service that  detects cyber-breaches, even in companies employing state-of-the-art defenses, by monitoring  the outside of an enterprise's network.",1,66,cyber-breach,"NLOK, NSR - Neustar Names Joe Pasqua to Head Neustar Labs - 30-Nov-11 - PRN.pdf"
Symantec Corporation,Award,"“We live in a world where cyber attacks and data breaches can have a lasting negative impact on a brand. We’re honored to be chosen by Ford to help protect their critical business information and assets and honored to be given Ford’s Safe World Excellence Award,” said Steve Tchejeyan, senior vice president, Americas sales, Symantec. “Symantec’s Integrated Cyber Defense Platform delivers best-in-class cyber security technology to help organizations like Ford reduce cost and complexity while delivering superior protection against cyber threats.”",1,81,data breach,"NLOK, US871503108 - Ford Honors Symantec at 21st Annual World Excellence Awards - 10-Jul-19 - BW.pdf"
NortonLifeLock Inc.,Survey,"Three-quarters of U.S. consumers (74%) report being more alarmed than ever about their privacy: The top of consumers’ list of concerns1 include their personal information being exposed in a data breach and compromised by cyber criminals (52%) and their sensitive personal information being sold to third parties and used in decision-making processes without their consent (43%). One in six Americans are concerned that their personal information will be used to inappropriately influence how they vote: While much lower on the list of top concerns, it’s worth noting in a presidential election year that 16% of Americans are concerned that their personal information will be used to inappropriately influence how they vote in an election, a concern that is shared equally among Republicans (18%) and Democrats (16%). Americans who identified as Republicans and Democrats agree on the government’s role in data privacy: Despite the current tensions and political divide, data privacy and protection is one area where Republicans and Democrats are in sync—Republicans (47%) and Democrats (50%) are equally likely to feel that the U.S. government is not doing enough and that the U.S. is behind most other countries when it comes to data privacy laws, with Democrats at 55% and Republicans at 54%. Despite the potential for abuse or misuse, most Americans support the use of facial recognition: 68% of Americans believe facial recognition will likely be abused or misused in the next year, and 47% believe it will do more harm than good—with the biggest concern1 being that cyber criminals could access and/or manipulate their facial recognition data and steal their identity (39%). Nevertheless, after learning the advantages and disadvantages, the majority of Americans still support the use of facial recognition among law enforcement (67%), schools (65%), and to a lesser extent, retailers (54%).",1,295,data breach,"NLOK, US871503108 - More Americans Hold Themselves Accountable for Protecting Privacy Than They Do Government - 31-Mar-20 - BW.pdf"
Symantec Corporation,Product/Service,"In the wake of Facebook’s recent security vulnerability, and the prevalence of data breaches in today’s online world, Norton by Symantec (NASDAQ: SYMC) is encouraging consumers to take an active role in monitoring and helping protect their private and personal information. As this security vulnerability marks yet another incident affecting tens of millions of accounts worldwide, it’s an opportunity to educate consumers on what they can do to better protect their information and enhance their cyber safety. | It’s unclear what these hackers may have done when they accessed more than 50 million Facebook accounts, but when armed with the right mix of personal information, cybercriminals could take over online and financial accounts, create new ones, file fake tax returns, or even commit crimes in your name. Some of this information can be found on the Dark Web, where 500,000 email accounts with passwords from data breaches can be bought for as little as $90.1 | Stay two steps ahead: Switch on two-step verification or multi-factor authentication wherever offered to help prevent unauthorized access to your online accounts.",3,"77, 77, 22","Multi-factor authentication, data breach","NLOK, US871503108 - Norton by Symantec Urges Consumers to Help Protect Their Personal Data - 02-Oct-18 - BW.pdf"
Symantec,"Contract/Agreement, Product/Service","Keep Your Personal Information Close: Protect your Personally Identifiable Information, or PII, such as your Social Security Number (SSN); keep your tax records secure; use multi-factor authentication when available; and secure all your accounts with strong, unique passwords. Never give your personal information over the phone. Hang up, look up the company or organization that is making the request, and call them back directly to make sure it is a legitimate request.",1,72,Multi-factor authentication,"NLOK, US871503108 - Norton LifeLock and Liberty Tax Urge Consumers to Take Steps to Stay Safe This Tax Season - 01-Apr-19 - BW.pdf"
Symantec Corporation,Product/Service,"As consumers’ information and online activities are increasingly tracked, bought, sold or even exposed, the surveillance economy thrives. But consumers are usually the ones who pay, losing control of what, and with whom, they share online. In an increasingly connected world where each day seems to bring new data breaches, privacy incursions and compromises to our cyber safety, Norton LifeLock is tapping into Symantec’s vast arsenal of cyber security and identity theft protection expertise to be an ally in the fight to help consumers manage their online privacy. With Norton Privacy Manager, consumers will be empowered to communicate and browse online within the app without exposing their personal information.",1,109,data breach,"NLOK, US871503108 - Norton LifeLock Develops New App to Help Consumers Begin to Take Control of Their Online Privacy - 28-Jan-19 - BW.pdf"
Symantec Corporation,"Survey, Photo/Multimedia, Webcast","Data breaches continue to impact the enterprise. In fact, large businesses that are targeted for attack will on | average be targeted three more times within the year. Additionally, we saw the largest data breach ever publicly reported last year with 191 million records compromised in a single incident. There were also a record-setting total of nine reported mega-breaches. While 429 million identities were exposed, the number of companies that chose not to report the number of records lost jumped by 85 percent. A conservative estimate by Symantec of those unreported breaches pushes the real number of records lost to more than half a billion.",2,"18, 86",data breach,"NLOK, US871503108 - One New Zero-Day Discovered on Average Every Week in 2015, Twice the Rate of a Year Ago as Advanced Attackers Exploit, Stockpi... - 12-Apr-16 - BW.pdf"
Symantec Corporation,"Contract/Agreement, Trade Show, Product/Service","Modern enterprises have been transformed by the cloud, creating a new reality for security teams tasked with protecting critical workloads and information. While operating in the cloud has unleashed a number of benefits for businesses, new research from Symantec reveals that it has left IT departments scrambling to keep up. According to a recent survey from Symantec, nearly 70 percent of companies fear the risk of data breaches in the cloud, and an alarming 83 percent of IT personnel believe they do not have processes in place to effectively take action on cloud security incidents.",1,95,data breach,"NLOK, US871503108 - Symantec Brings Remediation and Threat Intelligence Automation Capabilities to Cloud Security with New Service for Amazon Guar... - 25-Jun-19 - BW.pdf"
Symantec Corporation,"Webcast, Product/Service, Event","Own IT features Paige Hanson, chief of identity theft education at Norton LifeLock, and National PTA as they advise consumers on social media safety, the importance of updating privacy settings, and best practices for using device applications. Secure IT features Dina Steinke,  senior director and interim security leader at Norton LifeLock, alongside TechSoup to discuss creating strong passphrases, using multi-factor authentication, practicing safe online shopping, and spotting and avoiding phishing scams. Protect IT features Kevin Haley, senior director of Symantec Security Technology & Response, who informs consumers on the importance of updating security software, web browser and operating systems; offers Wi-Fi safety information; and provides tips on how consumers can keep their data and personal information safe.",1,117,Multi-factor authentication,"NLOK, US871503108 - Symantec Celebrates National Cybersecurity Awareness Month With New Educational Microsite Promoting Online Safety and Privacy - 02-Oct-19 - BW.pdf"
Symantec Corporation,"Podcast, Product/Service","Episode 5: New research on  PowerShell attacks, as well as a discussion on extortion scams and the financial cost of data breaches for businesses.",1,24,data breach,"NLOK, US871503108 - Symantec Debuts the Cyber Security Brief Podcast - 25-Jul-18 - BW.pdf"
Symantec Corporation,Product/Service,"Symantec’s WSS is a single-service offering that includes Secure Web Gateway (SWG), Web Isolation, malware inspection engines, sandboxing, data loss prevention (DLP), and cloud access security broker (CASB), and integrates with multi-factor authentication. The new features provide businesses with a comprehensive, easy-to-use, cloud-based network security service that safeguards critical business information for secure and compliant cloud application and web use.",1,60,Multi-factor authentication,"NLOK, US871503108 - Symantec Introduces Industry's First Cloud-Based Network Security Solution With Web Isolation adds Complete Endpoint Protection - 07-Jun-18 - BW.pdf"
Symantec Corporation,Product/Service,"In addition to access controls, the solution provides unique visibility and content scanning capabilities, allowing enterprises to enforce consistent DLP policies on information being sent to cloud and web destinations, and threat inspection for content downloads. Additional integrations with Symantec VIP for multi-factor authentication and Symantec Web Isolation for enhanced threat prevention further extend the solution. | SaaS Application Security  – CloudSOC Mirror Gateway™ (patent-pending) uses Symantec Web Isolation capabilities to deliver the industry’s first robust set of Cloud Access Security Broker (CASB) security controls for unmanaged devices, covering all modern SaaS applications. Users now have real-time, in-line security controls over the use of public cloud applications from any device. Additionally, new integrations in CloudSOC CASB Gateway enable granular policy controls throughout a cloud session based on adaptive multi-factor authentication via Symantec VIP or solutions from Symantec TIPP partner Okta. IaaS Application Security – Content uploaded or downloaded to corporate applications deployed in IaaS and other environments can be inspected with industry-leading Symantec DLP for enforcement of information security policies, as well as antivirus and sandboxing technologies for threat prevention. These innovative capabilities are available in Symantec Secure Access Cloud, based on technology Symantec acquired from Zero Trust pioneer Luminate in February 2019. The service uses a Software Defined Perimeter (SDP) approach to provide a simple and secure way to give users | access to only the specific corporate applications and resources for which they are authorized, regardless of where they are deployed. In addition to the new content scanning features, the service now also includes multi-factor authentication capabilities to enable continuous risk-based identity verification. Web & Internet Security  – New integrations and device support have been released for the Web Security Service, Symantec’s cloud-delivered network security service securing employees’ web and internet access and use. The service now integrates with Secure Access Cloud, enabling sharing of web sessions and authenticated user information to simplify the operation and use of the services. Additionally, Web Security Service has expanded support to include Windows 10 and Chromebook devices. Email Security – The isolation of suspicious email attachments has been added to Email Security.cloud’s existing embedded link isolation capability. Now users can verify that the attachment is both genuine and safe before it is released into their environment. Combined with link isolation, this unique, integrated approach insulates users from email threats such as phishing, ransomware, and account takeover.",3,"56, 165, 172",Multi-factor authentication,"NLOK, US871503108 - Symantec Introduces the Industry's Most Comprehensive Cloud Access Security Solution - 16-Jul-19 - BW.pdf"
Symantec Corporation,Product/Service,Easier monitoring for GDPR compliance-related data risk with the use of new DLP in-built policy templates and powerful risk-based reporting capabilities provided via Symantec Information Centric Analytics (ICA).,1,28,GDPR compliance,"NLOK, US871503108 - Symantec Protects Office 365 With Industry-Leading Data Loss Prevention and New Data Rights Management - 25-Sep-18 - BW.pdf"
Symantec Corp.,Product/Service,"Security Analytics, Advanced Threat Protection,  and Endpoint Detection and Response (EDR) help to rapidly detect data breach incidents and assist in remediation, while also providing valuable contextual information on the breach that’s needed for a thorough notification to authorities | Managed Security Services  and Incident Response Services help organizations deliver core expertise where they might otherwise lack robust data breach detection and response capabilities. | On-demand webinars, including “GDPR: The Importance of Looking Beyond 25 May, 2018” and “GDPR: Identifying and Responding to a Data Breach” | It is further critical that organizations fully understand the range of technological resources that can help them demonstrate their efforts to maintain compliance. Symantec is focused on helping organizations achieve GDPR compliance excellence and offers a number of technology solutions which help organizations maintain key areas of GDPR compliance such as: | Control Compliance Suite offers a GDPR Compliance Readiness Assessment that enables organizations to identify and target broad areas of risk so that they can prioritize their compliance efforts on those key risk areas.",5,"39, 24, 21, 51, 33","GDPR compliance, data breach","NLOK, US871503108 - Symantec Provides Support for Companies Struggling with GDPR - 04-Jun-18 - BW.pdf"
Symantec Corporation,Survey,"“The adoption of new technology has almost always led to gaps in security, but we’ve found the gap created by cloud computing poses a greater risk than we realize, given the troves of sensitive and business-critical data stored in the cloud. In fact, our research shows that 69% of organizations believe their data is already on the Dark Web for sale and fear an increased risk of data breaches due to their move to cloud,” said Nico Popp, senior vice president, Cloud & Information Protection, Symantec. “Data breaches can have a clear impact on enterprises’ bottom line, and security teams are desperate to prevent them. However, our 2019 CSTR shows it’s not the underlying cloud technology that has exacerbated the data breach problem – it’s the immature security practices, overtaxed IT staff and risky end-user behavior surrounding cloud adoption.” | While the cloud has introduced new efficiencies and capabilities to the enterprise, the CSTR reveals that too many companies are not confronting the security risks that cloud adoption has introduced, including an increased risk of data breaches. Investment in cloud cyber security platforms that leverage automation and AI to supplement visibility and overtaxed human resources is a clear way to automate defenses and enforce data governance principles. However, as the consequences of cyber security become increasingly impactful to business success, it is also time to recalibrate culture and adopt security best practices at a human level. | Companies are struggling to modernize their security practices at the same pace that they adopt cloud – 73% experienced a security incident due to immature practices. Lack of visibility into cloud workloads is the leading cause – an overwhelming majority of survey respondents (93%) report issues with keeping tabs on all cloud workloads. For example, Symantec’s research found that while companies estimate they use 452 cloud apps on average, the actual number is nearly four times higher, at 1,807. As a result of these immature practices, including poor configuration or failing to use encryption or multi-factor authentication (MFA), enterprises are facing an increased risk of insider threats – ranked by respondents as the third biggest threat to cloud infrastructure. CSTR data shows that 65% of organizations fail to implement MFA in IaaS configurations and 80% don’t use encryption.",3,"139, 96, 138","Multi-factor authentication, data breach","NLOK, US871503108 - Symantec Research Finds More Than Half of Enterprises Believe Security Can't Keep Up With Cloud Adoption - 24-Jun-19 - BW.pdf"
Symantec Corporation,Product/Service,,,,,"NLOK, US871503108 - Symantec to Open New Privacy & Data Protection Lab in Germany to Address Growing Global Concern Over Consumer Data - 23-May-18 - BW.pdf"
Symantec Corporation,"Award, Product/Service","""Cloud infrastructure creates an entirely new class of data breaches. In addition to software vulnerabilities, a single misconfigured cloud workload or storage could cost a company millions or land it in a compliance nightmare,"" said Art Gilliland, EVP and GM Enterprise Products, Symantec. ""Symantec's Cloud Workload Protection helps DevOps engineers ensure these critical security holes are plugged. We're honored to be recognized by The Channel Company for our innovation in creating this cloud-native, cost-efficient, easy-to- deploy solution.""",1,77,data breach,"NLOK, US871503108 - Symantec's Cloud Workload Protection Named a 2018 CRN Product of the Year Winner  - 19-Dec-18 - BW.pdf"
,,,,,,NOVN - Novartis AG(NOVN-CH) Schedules Investor Meeting - Day 2 Breakout Sessions for 16-May-2018 300 AM ET - 16-May-18 - FCSTEV.pdf
Pandora,Personnel,"Jason Hirschhorn is the Chief Executive Officer of the ReDEF Group, a digital content curation company that he founded in 2013. Previous to his current position, Hirschhorn served as the Chief Product Officer and Co-President of Myspace, Inc. and as President of Sling Media, Inc. Before Sling Media, Jason was the Chief Digital Officer at MTV Networks, where he was responsible for the company’s digital media business and interactive strategy. Since 2011, Hirschhorn has served as a member of the board of directors of Metro- Goldwyn-Mayer Studios, Inc. Hirschhorn holds a B.S. in International Business and Marketing from NYU’s Stern School of Business.",1,103,Chief digital officer,"P, US698354107 - Pandora Announces Senior Leadership Transition and Appoints New Board Member - 27-Jun-17 - BW.pdf"
Panasonic Corporation of North America,"Contract/Agreement, Product/Service","Panasonic recognizes the secure management of data in video surveillance solutions is becoming increasingly important today and in the future, due to various cyber security threats that have occurred, such as hacking, data breaches and tampering.",1,36,data breach,"PC, 0650KM, NLOK - Panasonic and Symantec Partner to Develop New Industry Standard for Secure Video Transmission Solutions to Prevent Data Takeove... - 28-Sep-15 - BW.pdf"
,Company Announcement,"6. Protect customer data.  Today, the risk of cyber breach is all too real. Financial institutions, more so than almost any other industry, need to have the right technology, processes, and protocols in place to protect customers’ financial information. Today’s consumers know the value of personal data. In exchange for handing it over, they expect a return, whether it’s smart advice or tailor-made customer experiences.",1,65,cyber breach,PYPL - PayPal Leads as Most Trusted Financial Services Brand According to Landor Pulse - 08-Nov-17 - PMZ.pdf
"Papa John’s International, Inc.","Dividend, Earnings, Podcast, Conference Call, Webcast","the impact of current or future claims and litigation and our ability to comply with current, proposed or future legislation that could impact our business including compliance with the European Union General Data Protection Regulation;",1,35,General data protection regulation,PZZA - Papa John's Announces First Quarter 2018 Results and Reaffirms 2018 Outlook - 08-May-18 - BW.pdf
"Papa John’s International, Inc.","Dividend, Earnings, Conference Call, Webcast","the impact of current or future claims and litigation and our ability to comply with current, proposed or future legislation that could impact our business including compliance with the European Union General Data Protection Regulation;",1,35,General data protection regulation,PZZA - Papa John's Announces First Quarter 2019 Results and Reaffirms 2019 Outlook - 07-May-19 - BW.pdf
"Papa John’s International, Inc.","Webcast, Conference Call, Earnings","employee compensation, benefits, insurance, tax rates, new regulatory requirements or increasing compliance costs; increases in insurance claims and related costs for programs funded by the company up to certain retention limits, including medical, owned and non-owned vehicles, workers’ compensation, general liability and property; disruption of our supply chain or commissary operations which could be caused by our sole source of supply of cheese or limited source of suppliers for other key ingredients or more generally due to weather, natural disasters including drought, disease, or geopolitical or other disruptions beyond our control; increased risks associated with our international operations, including economic and political conditions and risks associated with the withdrawal of the United Kingdom from the European Union, instability or uncertainty in our international markets, especially emerging markets, fluctuations in currency exchange rates, difficulty in meeting planned sales targets and new store growth; the impact of current or future claims and litigation and our ability to comply with current, proposed or future legislation that could impact our business including compliance with the European Union General Data Protection Regulation; the company's ability to continue to pay dividends to shareholders based upon profitability, cash flows and capital adequacy if restaurant sales and operating results decline; failure to effectively manage recent transitions within our executive leadership team or to otherwise successfully execute succession planning; disruption of critical business or information technology systems, or those of our suppliers, and risks associated with systems failures and data privacy and security breaches, including theft of confidential company, employee and customer information, including payment cards; and changes in Federal or state income, general and other tax laws, rules and regulations and changes in generally accepted accounting principles.",1,279,General data protection regulation,PZZA - Papa John's Announces First Quarter 2020 Results and Provides Business Update in Response to COVID-19 Pandemic - 06-May-20 - BW.pdf
"Papa John’s International, Inc.","Dividend, Earnings, Conference Call, Webcast","the impact of current or future claims and litigation and our ability to comply with current, proposed or future legislation that could impact our business including compliance with the European Union General Data Protection Regulation;",1,35,General data protection regulation,PZZA - Papa John's Announces Fourth Quarter 2018 Results and Provides 2019 Outlook - 26-Feb-19 - BW.pdf
"Papa John’s International, Inc.","Conference Call, Earnings, Dividend","increased costs for branding initiatives and launching new advertising and marketing campaigns and promotions to improve consumer sentiment and sales trends, and the risk that such initiatives will not be effective; the ability of the company to ensure the long-term success of the brand through significant investments committed to our U.S. franchise system, including marketing fund investments and royalty relief; the ability of the company to improve customer sentiment and sales trends through advertising, marketing and promotional activities; risks related to social media, including publicity adversely and rapidly impacting our brand and reputation; aggressive changes in pricing or other marketing or promotional strategies by competitors, which may adversely affect sales and profitability; and new product and concept developments by food industry competitors; changes in consumer preferences or consumer buying habits, including the growing popularity of delivery aggregators, as well as changes in general economic conditions or other factors that may affect consumer confidence and discretionary spending; the adverse impact on the company or our results caused by global health concerns, such as coronavirus, product recalls, food quality or safety issues, incidences of foodborne illness, food contamination and other general public health concerns about our Company-owned or franchised restaurants or others in the restaurant industry; the effectiveness of our technology investments and changes in unit-level operations; the ability of the company and its franchisees to meet planned growth targets and operate new and existing restaurants profitably, including difficulties finding qualified franchisees, store level employees or suitable sites; increases in food costs or sustained higher other operating costs. This could include increased employee compensation, benefits, insurance, tax rates, new regulatory requirements or increasing compliance costs; increases in insurance claims and related costs for programs funded by the company up to certain retention limits, including medical, owned and non-owned vehicles, workers’ compensation, general liability and property; disruption of our supply chain or commissary operations which could be caused by our sole source of supply of cheese or limited source of suppliers for other key ingredients or more generally due to weather, natural disasters including drought, disease, or geopolitical or other disruptions beyond our control; increased risks associated with our international operations, including economic and political conditions and risks associated with the withdrawal of the United Kingdom from the European Union, instability or uncertainty in our international markets, especially emerging markets, fluctuations in currency exchange rates, difficulty in meeting planned sales targets and new store growth; the impact of current or future claims and litigation and our ability to comply with current, proposed or future legislation that could impact our business including compliance with the European Union General Data Protection Regulation; the company's ability to continue to pay dividends to shareholders based upon profitability, cash flows and capital adequacy if restaurant sales and operating results decline; failure to effectively manage recent transitions within our executive leadership team or to otherwise successfully execute succession planning; disruption of critical business or information technology systems, or those of our suppliers, and risks associated with systems failures and data privacy and security breaches, including theft of confidential company, employee and customer information, including payment cards; and changes in Federal or state income, general and other tax laws, rules and regulations and changes in generally accepted accounting principles.",1,539,General data protection regulation,PZZA - Papa John's Announces Fourth Quarter 2019 Results and Provides 2020 Outlook - 26-Feb-20 - BW.pdf
"Papa John’s International, Inc.","Dividend, Earnings, Conference Call, Webcast","the impact of current or future claims and litigation and our ability to comply with current, proposed or future legislation that could impact our business including compliance with the European Union General Data Protection Regulation;",1,35,General data protection regulation,PZZA - Papa John's Announces Second Quarter 2018 Results and Updates 2018 Outlook - 07-Aug-18 - BW.pdf
