who_wrote_the_piece,subject,relevant_text,paragraphs,words,keywords,path
The Clorox Company,Conference Call Announcements,"Clorox is a signatory of the United Nations Global Compact, a community of global leaders committed to sustainability. The company has been broadly recognized for its corporate responsibility efforts, included on CR Magazine's 2018 100 Best Corporate Citizens list, Barron's 2019 100 Most Sustainable Companies, the Human Rights Campaign's 2019 Corporate Equality Index and the 2019 Bloomberg Gender Equality Index, among others. In support of its communities, The Clorox Company and its foundations contributed about $20 million in combined cash grants, product donations and cause marketing in fiscal year 2018. For more information, visit TheCloroxCompany.com, including the Good Growth blog, and follow the company on Twitter at @CloroxCo.",1,108,gender equality,CLX - Clorox Announces May 1 Webcast of Third-Quarter Fiscal Year 2019 Results - 03-Apr-19 - PRN.pdf
The Clorox Company,Conference Call Announcements,"Clorox is a signatory of the United Nations Global Compact, a community of global leaders committed to sustainability. The company has been broadly recognized for its corporate responsibility efforts, most notably being named to the Drucker Institute's 2017 Management Top 250 list, The Just 100: America's Top Corporate Citizens list, CR Magazine's 2017 Best Corporate Citizens list and the first sector-neutral Bloomberg Gender Equality Index in 2018. In support of its communities, The Clorox Company and its foundations contributed about $11 million in combined cash grants, product donations and cause marketing in fiscal year 2017. For more information, visit TheCloroxCompany.com, including the Good Growth blog, and follow the company on Twitter at @CloroxCo.",1,113,gender equality,CLX - Clorox Announces May 2 Webcast of Third-Quarter Fiscal Year 2018 Results - 28-Mar-18 - PRN.pdf
The Clorox Company,,"Clorox is a signatory of the United Nations Global Compact, a community of global leaders committed to sustainability. The company has been broadly recognized for its corporate responsibility efforts, most notably being named to the Drucker Institute's 2017 Management Top 250 list, The Just 100: America's Top Corporate Citizens list, CR Magazine's 2017 Best Corporate Citizens list and the first sector-neutral Bloomberg Gender Equality Index in 2018. In support of its communities, The Clorox Company and its foundations contributed about $11 million in combined cash grants, product donations and cause marketing in fiscal year 2017. For more information, visit TheCloroxCompany.com, including the Good Growth blog, and follow the company on Twitter at @CloroxCo.",1,113,gender equality,CLX - Clorox Announces May 8 Webcast of Company Presentation at Goldman Sachs Global Staples Forum - 19-Apr-18 - PRN.pdf
The Clorox Company,,"Clorox is a signatory of the United Nations Global Compact, a community of global leaders committed to sustainability. The company has been broadly recognized for its corporate responsibility efforts, most notably being named to the Drucker Institute's 2017 Management Top 250 list, The Just 100: America's Top Corporate Citizens list, CR Magazine's 2018 Best Corporate Citizens list and the first sector-neutral Bloomberg Gender Equality Index in 2018. In support of its communities, The Clorox Company and its foundations contributed about $11 million in combined cash grants, product donations and cause marketing in fiscal year 2017. For more information, visit TheCloroxCompany.com, including the Good Growth blog, and follow the company on Twitter at @CloroxCo.",1,113,gender equality,CLX - Clorox Announces New $2 Billion Stock Repurchase Program - 24-May-18 - PRN.pdf
The Clorox Company,,"Clorox is a signatory of the United Nations Global Compact, a community of global leaders committed to sustainability. The company has been broadly recognized for its corporate responsibility efforts, included on CR Magazine's 2018 100 Best Corporate Citizens list, Barron's 2018 100 Most Sustainable Companies, the Human Rights Campaign's 2018 Corporate Equality Index and the first sector-neutral Bloomberg Gender Equality Index in 2018, among others. In support of its communities, The Clorox Company and its foundations contributed about $20 million in combined cash grants, product donations and cause marketing in fiscal year 2018. For more information, visit TheCloroxCompany.com, including the Good Growth blog, and follow the company on Twitter at @CloroxCo.",1,111,gender equality,CLX - Clorox Announces Nov. 6 Webcast of Presentation at AllianceBernstein Conference - 01-Nov-18 - PRN.pdf
The Clorox Company,Conference Call Announcements,"Clorox is a signatory of the United Nations Global Compact, a community of global leaders committed to sustainability. The company has been broadly recognized for its corporate responsibility efforts, included on CR Magazine's 2019 100 Best Corporate Citizens list, Barron's 2019 100 Most Sustainable Companies, the Human Rights Campaign's 2019 Corporate Equality Index and the 2019 Bloomberg Gender Equality Index, among others. In support of its communities, The Clorox Company and its foundations contributed about $12 million in combined cash grants, product donations and cause marketing in fiscal year 2019. For more information, visit TheCloroxCompany.com, including the Good Growth blog, and follow the company on Twitter at @CloroxCo.",1,108,gender equality,CLX - Clorox Announces Oct. 2 Webcast of Analyst Day Presentation Highlighting New Corporate Strategy - 27-Aug-19 - PRN.pdf
The Clorox Company,Conference Call Announcements,"Clorox is a signatory of the United Nations Global Compact, a community of global leaders committed to sustainability. The company has been broadly recognized for its corporate responsibility efforts, included on CR Magazine's 2019 100 Best Corporate Citizens list, Barron's 2019 100 Most Sustainable Companies, the Human Rights Campaign's 2019 Corporate Equality Index and the 2019 Bloomberg Gender Equality Index, among others. In support of its communities, The Clorox Company and its foundations contributed about $12 million in combined cash grants, product donations and cause marketing in fiscal year 2019. For more information, visit TheCloroxCompany.com, including the Good Growth blog, and follow the company on Twitter at @CloroxCo.",1,108,gender equality,CLX - Clorox Announces Oct. 31 Webcast of First Quarter Fiscal Year 2020 Results - 01-Oct-19 - PRN.pdf
The Clorox Company,Conference Call Announcements,"Clorox is a signatory of the United Nations Global Compact, a community of global leaders committed to sustainability. The company has been broadly recognized for its corporate responsibility efforts, most notably being named to the Drucker Institute's 2017 Wall Street Journal Management Top 250 list, The Just 100: America's Top Citizens list, CR Magazine's 2018 100 Best Corporate Citizens list, Barron's 2018 100 Most Sustainable Companies, and the first sector-neutral Bloomberg Gender Equality Index in 2018. In support of its communities, The Clorox Company and its foundations contributed about $20 million in combined cash grants, product donations and cause marketing in fiscal year 2018. For more information, visit TheCloroxCompany.com, including the Good Growth blog, and follow the company on Twitter at @CloroxCo.",1,122,gender equality,CLX - Clorox Announces Oct. 31 Webcast of First-Quarter Fiscal Year 2019 Results - 01-Oct-18 - PRN.pdf
The Clorox Company,,"Clorox is a signatory of the United Nations Global Compact, a community of global leaders committed to sustainability. The company has been broadly recognized for its corporate responsibility efforts, most notably being named to the Drucker Institute's 2017 Wall Street Journal Management Top 250 list, The Just 100: America's Top Citizens list, CR Magazine's 2018 Best Corporate Citizens list, Barron's 2018 100 Most Sustainable Companies, and the first sector-neutral Bloomberg Gender Equality Index in 2018. In support of its communities, The Clorox Company and its foundations contributed about $20 million in combined cash grants, product donations and cause marketing in fiscal year 2018. For more information, visit TheCloroxCompany.com, including the Good Growth blog, and follow the company on Twitter at @CloroxCo.",1,121,gender equality,CLX - Clorox Announces Sept. 5 Webcast of Presentation at Barclays Global Consumer Staples Conference - 28-Aug-18 - PRN.pdf
The Clorox Company,"Earnings, Dividends & Forecasts","Clorox is a signatory of the United Nations Global Compact and the Ellen MacArthur Foundation's New Plastics Economy Global Commitment. The company has been broadly recognized for its corporate responsibility efforts, included on CR Magazine's 2019 100 Best Corporate Citizens list, Barron's 2020 100 Most Sustainable Companies, the Human Rights Campaign's 2020 Corporate Equality Index and the 2019 Bloomberg Gender Equality Index, among others. In support of its communities, The Clorox Company and its foundations contributed about $12 million in combined cash grants, product donations and cause marketing in fiscal year 2019. For more information, visit TheCloroxCompany.com, including the Good Growth blog, and follow the company on Twitter at @CloroxCo.",1,110,gender equality,CLX - Clorox Declares Regular Quarterly Dividend of $1.06 Per Share - 11-Feb-20 - PRN.pdf
The Clorox Company,"Earnings, Dividends & Forecasts","Clorox is a signatory of the United Nations Global Compact, a community of global leaders committed to sustainability. The company has been broadly recognized for its corporate responsibility efforts, included on CR Magazine's 2019 100 Best Corporate Citizens list, Barron's 2019 100 Most Sustainable Companies, the Human Rights Campaign's 2019 Corporate Equality Index and the 2019 Bloomberg Gender Equality Index, among others. In support of its communities, The Clorox Company and its foundations contributed about $12 million in combined cash grants, product donations and cause marketing in fiscal year 2019. For more information, visit TheCloroxCompany.com, including the Good Growth blog, and follow the company on Twitter at @CloroxCo.",1,108,gender equality,CLX - Clorox Declares Regular Quarterly Dividend of $1.06 Per Share - 17-Sep-19 - PRN.pdf
The Clorox Company,"Earnings, Dividends & Forecasts","Clorox is a signatory of the United Nations Global Compact and the Ellen MacArthur Foundation's New Plastics Economy Global Commitment. The company has been broadly recognized for its corporate responsibility efforts, included on CR Magazine's 2019 100 Best Corporate Citizens list, Barron's 2019 100 Most Sustainable Companies, the Human Rights Campaign's 2019 Corporate Equality Index and the 2019 Bloomberg Gender Equality Index, among others. In support of its communities, The Clorox Company and its foundations contributed about $12 million in combined cash grants, product donations and cause marketing in fiscal year 2019. For more information, visit TheCloroxCompany.com, including the Good Growth blog, and follow the company on Twitter at @CloroxCo.",1,110,gender equality,CLX - Clorox Declares Regular Quarterly Dividend of $1.06 Per Share - 19-Nov-19 - PRN.pdf
The Clorox Company,"Earnings, Dividends & Forecasts","Clorox is a signatory of the United Nations Global Compact, a community of global leaders committed to sustainability. The company has been broadly recognized for its corporate responsibility efforts, included on CR Magazine's 2018 100 Best Corporate Citizens list, Barron's 2019 100 Most Sustainable Companies, the Human Rights Campaign's 2018 Corporate Equality Index and the 2019 Bloomberg Gender Equality Index, among others. In support of its communities, The Clorox Company and its foundations contributed about $20 million in combined cash grants, product donations and cause marketing in fiscal year 2018. For more information, visit TheCloroxCompany.com, including the Good Growth blog, and follow the company on Twitter at @CloroxCo.",1,108,gender equality,CLX - Clorox Declares Regular Quarterly Dividend of 96 Cents Per Share - 12-Feb-19 - PRN.pdf
The Clorox Company,"Earnings, Dividends & Forecasts","Clorox is a signatory of the United Nations Global Compact, a community of global leaders committed to sustainability. The company has been broadly recognized for its corporate responsibility efforts, included on CR Magazine's 2018 100 Best Corporate Citizens list, Barron's 2018 100 Most Sustainable Companies, the Human Rights Campaign's 2018 Corporate Equality Index and the first sector-neutral Bloomberg Gender Equality Index in 2018, among others. In support of its communities, The Clorox Company and its foundations contributed about $20 million in combined cash grants, product donations and cause marketing in fiscal year 2018. For more information, visit TheCloroxCompany.com, including the Good Growth blog, and follow the company on Twitter at @CloroxCo.",1,111,gender equality,CLX - Clorox Declares Regular Quarterly Dividend of 96 Cents Per Share - 13-Nov-18 - PRN.pdf
The Clorox Company,"Earnings, Dividends & Forecasts","Clorox is a signatory of the United Nations Global Compact, a community of global leaders committed to sustainability. The company has been broadly recognized for its corporate responsibility efforts, most notably being named to the Drucker Institute's 2017 Wall Street Journal Management Top 250 list, The Just 100: America's Top Citizens list, CR Magazine's 2018 100 Best Corporate Citizens list, Barron's 2018 100 Most Sustainable Companies, and the first sector-neutral Bloomberg Gender Equality Index in 2018. In support of its communities, The Clorox Company and its foundations contributed about $20 million in combined cash grants, product donations and cause marketing in fiscal year 2018. For more information, visit TheCloroxCompany.com, including the Good Growth blog, and follow the company on Twitter at @CloroxCo.",1,122,gender equality,CLX - Clorox Declares Regular Quarterly Dividend of 96 Cents Per Share - 18-Sep-18 - PRN.pdf
The Clorox Company,"Earnings, Dividends & Forecasts","Clorox is a signatory of the United Nations Global Compact, a community of global leaders committed to sustainability. The company has been broadly recognized for its corporate responsibility efforts, most notably being named to the Drucker Institute's 2017 Management Top 250 list, The Just 100: America's Top Corporate Citizens list, CR Magazine's 2018 Best Corporate Citizens list and the first sector-neutral Bloomberg Gender Equality Index in 2018. In support of its communities, The Clorox Company and its foundations contributed about $11 million in combined cash grants, product donations and cause marketing in fiscal year 2017. For more information, visit TheCloroxCompany.com, including the Good Growth blog, and follow the company on Twitter at @CloroxCo.",1,113,gender equality,CLX - Clorox Declares Regular Quarterly Dividend of 96 Cents Per Share - 21-May-18 - PRN.pdf
The Clorox Company,Human Interest Groups,"Clorox is a signatory of the United Nations Global Compact, a community of global leaders committed to sustainability. The company has been broadly recognized for its corporate responsibility efforts, included on CR Magazine's 2018 100 Best Corporate Citizens list, Barron's 2019 100 Most Sustainable Companies, the Human Rights Campaign's 2019 Corporate Equality Index and the 2019 Bloomberg Gender Equality Index, among others. In support of its communities, The Clorox Company and its foundations contributed about $20 million in combined cash grants, product donations and cause marketing in fiscal year 2018. For more information, visit TheCloroxCompany.com, including the Good Growth blog, and follow the company on Twitter at @CloroxCo.",1,108,gender equality,CLX - Clorox Earns 100% Score on Human Rights Campaign's LGBTQ Workplace Equality Scorecard for 13th Consecutive Year - 28-Mar-19 - PRN.pdf
,,"Last year, Clorox Pride received the 2010 ERG of the Year award from Out & Equal Workplace Advocates. The company's five ERGS -- African-American, Asian, GLBT, Latino and women -- are a key part of the Clorox's diversity and inclusion strategy. These groups enable people to connect with one another and collectively with Clorox. The ERGs also provide insight on multicultural marketing, supplier diversity initiatives and community outreach programs. Open to all Clorox employees, the ERGs help ensure access to support, inspiration, and personal and professional development. | To learn more about employee and supplier diversity at Clorox, visit  TheCloroxCompany.com.",2,"87, 12","diversity, Diversity and Inclusion",CLX - Clorox Employees to GLBT Youth It Gets Better  - 22-Aug-12 - INW.pdf
The Clorox Company,,"Clorox is a signatory of the United Nations Global Compact, a community of global leaders committed to sustainability. The company has been broadly recognized for its corporate responsibility efforts, included on CR Magazine's 2018 100 Best Corporate Citizens list, Barron's 2019 100 Most Sustainable Companies list, the Human Rights Campaign's 2018 Corporate Equality Index and the 2019 Bloomberg Gender Equality Index, among others. In support of its communities, The Clorox Company and its foundations contributed about $20 million in combined cash grants, product donations and cause marketing in fiscal year 2018. For more information, visit TheCloroxCompany.com, including the Good Growth blog, and follow the company on Twitter at @CloroxCo.",1,109,gender equality,CLX - Clorox Files False-Advertising Lawsuit Against the Maker of Lysol - 20-Mar-19 - PRN.pdf
The Clorox Company,Corporate Social Responsibility,"The Clorox Company (NYSE: CLX) is a leading multinational manufacturer and marketer of consumer and professional products with approximately 8,800 employees worldwide and fiscal year 2019 net sales of $6.2 billion. Clorox is a signatory of the United Nations Global Compact and the Ellen MacArthur Foundation's New Plastics Economy Global Commitment. The company has been broadly recognized for its corporate responsibility efforts, included on CR Magazine's 2019 100 Best Corporate Citizens list, Barron's 2020 100 Most Sustainable Companies, the Human Rights Campaign's 2020 Corporate Equality Index and the 2019 Bloomberg Gender Equality Index, among others. In support of its communities, The Clorox Company and its foundations contributed about $12 million in combined cash grants, product donations and cause marketing in fiscal year 2019. For more information, visit TheCloroxCompany.com, including the Good Growth blog, and follow the company on Twitter at @CloroxCo.",1,141,gender equality,CLX - Clorox Foundation to Donate $5 Million to Coronavirus Caregivers in Partnership With Leading Public Health Organizations - 17-Mar-20 - PRN.pdf
The Clorox Company,"Earnings, Dividends & Forecasts","Clorox is a signatory of the United Nations Global Compact, a community of global leaders committed to sustainability. The company has been broadly recognized for its corporate responsibility efforts, included on CR Magazine's 2019 100 Best Corporate Citizens list, Barron's 2019 100 Most Sustainable Companies, the Human Rights Campaign's 2019 Corporate Equality Index and the 2019 Bloomberg Gender Equality Index, among others. In support of its communities, The Clorox Company and its foundations contributed about $20 million in combined cash grants, product donations and cause marketing in fiscal year 2018. For more information, visit TheCloroxCompany.com, including the Good Growth blog, and follow the company on Twitter at @CloroxCo.",1,108,gender equality,CLX - Clorox Increases Quarterly Dividend 10% to $1.06 Per Share - 20-May-19 - PRN.pdf
The Clorox Company,"Earnings, Dividends & Forecasts","Clorox is a signatory of the United Nations Global Compact, a community of global leaders committed to sustainability. The company has been broadly recognized for its corporate responsibility efforts, most notably being named to the Drucker Institute's 2017 Management Top 250 list, The Just 100: America's Top Corporate Citizens list, CR Magazine's 2017 Best Corporate Citizens list and the first sector-neutral Bloomberg Gender Equality Index in 2018. In support of its communities, The Clorox Company and its foundations contributed about $11 million in combined cash grants, product donations and cause marketing in fiscal year 2017. For more information, visit TheCloroxCompany.com, including the Good Growth blog, and follow the company on Twitter at @CloroxCo.",1,113,gender equality,CLX - Clorox Increases Quarterly Dividend 14 Percent to 96 Cents Per Share From Tax Reform Benefits - 13-Feb-18 - PRN.pdf
The Clorox Company,"Earnings, Dividends & Forecasts","Clorox is a signatory of the United Nations Global Compact and the Ellen MacArthur Foundation's New Plastics Economy Global Commitment. The company has been broadly recognized for its corporate responsibility efforts, included on CR Magazine's 2019 100 Best Corporate Citizens list, Barron's 2020 100 Most Sustainable Companies, the Human Rights Campaign's 2020 Corporate Equality Index and the 2019 Bloomberg Gender Equality Index, among others. In support of its communities, The Clorox Company and its foundations contributed about $12 million in combined cash grants, product donations and cause marketing in fiscal year 2019. For more information, visit TheCloroxCompany.com, including the Good Growth blog, and follow the company on Twitter at @CloroxCo.",1,110,gender equality,CLX - Clorox Increases Quarterly Dividend 5% to $1.11 Per Share - 19-May-20 - PRN.pdf
The Clorox Company,"Corporate Social Responsibility, Earnings, Dividends & Forecasts","Clorox is a signatory of the United Nations Global Compact, a community of global leaders committed to sustainability. The company has been broadly recognized for its corporate responsibility efforts, included on CR Magazine's 2019 100 Best Corporate Citizens list, Barron's 2019 100 Most Sustainable Companies, the Human Rights Campaign's 2019 Corporate Equality Index and the 2019 Bloomberg Gender Equality Index, among others. In support of its communities, The Clorox Company and its foundations contributed about $12",1,76,gender equality,"CLX - Clorox Introduces Integrated IGNITE Strategy to Innovate for Good Growth, Updates Fiscal Year Outlook for Revised Foreign Currency Exchange... - 02-Oct-19 - PRN.pdf"
The Clorox Company,"Corporate Social Responsibility, Human Interest Groups","Clorox is a signatory of the United Nations Global Compact, a community of global leaders committed to sustainability. The company has been broadly recognized for its corporate responsibility efforts, included on CR Magazine's 2018 100 Best Corporate Citizens list, Barron's 2019 100 Most Sustainable Companies list, the Human Rights Campaign's 2018 Corporate Equality Index and the 2019 Bloomberg Gender Equality Index, among others. In support of its communities, The Clorox Company and its foundations contributed about $20 million in combined cash grants, product donations and cause marketing in fiscal year 2018. For more information, visit TheCloroxCompany.com, including the Good Growth blog, and follow the company on Twitter at @CloroxCo. | Best-in-class employee engagement of 88 percent (vs. 81 percent for consumer goods companies and 86 percent for global high-performance companies). Signatory of CEO Action for Diversity & Inclusion, pledging a commitment to creating more inclusive workplaces. Diversity in corporate governance, with 33 percent minority board members (versus 14 percent Fortune 500 average), 33 percent female board members (versus 20 percent Fortune 500 average) and 50 percent women and minority board members (versus 31 percent Fortune 500 average). Diversity in executive leadership, with women making up 33 percent of the company's executive committee. | 1 Calvert Research and Management reviewed data for Barron's 100 Most Sustainable Companies list, organizing the data into 28 topics and five categories: Shareholders: Board Structure, Business Ethics, Financial Responsibility, Executive Compensation,  Shareholder/Lender Rights; Employees: Workplace Labor, Workplace Diversity, Workplace Safety; Customers: Data Security, Product Safety, Product Marketing, Product Quality; Community: Human Rights, Community, Food Sourcing and Supply Chain, Animal Welfare,  Access to Medicines, Indigenous People's Rights; Planet: Environmental Policies, Reporting & Systems, Greenhouse Gas Emissions and Related Policies, Energy (Use, Efficiency, Renewable), Waste management (Recycling, Toxic Reduction/Elimination), Lifestyle Impacts of Products, Environmental Supply Chain Impacts, Biodiversity and Ecosystems Impacts and Resource Efficiency, Water Use/Stress, Emissions and Toxic Reduction and Elimination, Resource Efficiency.",3,"109, 92, 113","Diversity & Inclusion, gender equality, diversity","CLX - Clorox Is No. 7 on Barron's 100 Most Sustainable U.S. Companies List, Ranks No. 1 Among Consumer Packaged Goods - 19-Feb-19 - PRN.pdf"
The Clorox Company,"Corporate Development, New Products & Services","Clorox is a signatory of the United Nations Global Compact, a community of global leaders committed to sustainability. The company has been broadly recognized for its corporate responsibility efforts, included on CR Magazine's 2018 100 Best Corporate Citizens list, Barron's 2019 100 Most Sustainable Companies, the Human Rights Campaign's 2019 Corporate Equality Index and the 2019 Bloomberg Gender Equality Index, among others. In support of its communities, The Clorox Company and its foundations contributed about $20 million in combined cash grants, product donations and cause marketing in fiscal year 2018. For more information, visit TheCloroxCompany.com, including the Good Growth blog, and follow the company on Twitter at @CloroxCo.",1,108,gender equality,CLX - Clorox Joins TerraCycle's Loop Pilot Program in U.S. Mid-Atlantic Region - 24-May-19 - PRN.pdf
,,"Appointment Reaffirms Clorox Partnership With Organizations That Support Diversity and Inclusion http://media.marketwire.com/attachments/201009/645480_CLXlogo.jpg | Last year, the Clorox Pride employee resource group (ERG) received the 2010 ERG of the Year award from Out & Equal. In addition to the Pride group, Clorox's other ERGs -- African-American, Asian/Pacific, Hispanic and women -- are a key part of Clorox's diversity and inclusion strategy. These groups enable people to connect with one another and collectively with Clorox. ERGs also provide insights on multicultural marketing, supplier diversity initiatives and community outreach programs. Open to all employees, each ERG ensures every employee has access to support, inspiration, and personal and professional development. | Out & Equal Workplace Advocates   Out & Equal Workplace Advocates is a national 501(c)(3) nonprofit organization headquartered in San Francisco, California. Out & Equal is committed to ending employment discrimination for LGBT employees. For more than a decade, Out & Equal has worked with organizations to create places of employment whose cultures embrace the contributions of LGBT employees and those who support them. Out & Equal provides a range of programs designed to educate and empower, including Building Bridges LGBT Diversity Training and Out & Equal University webinar series. Out & Equal mobilizes tens of thousands of professional staff, managers and executives in Out & Equal regional affiliate networks and its Employee Resource Group Registry. Through LGBTCareerLink, an online job search and career development portal, Out & Equal serves diversity friendly employers and LGBT job seekers.",3,"12, 93, 136","diversity, Diversity and Inclusion",CLX - Clorox Leader Elected President of Out & Equal's Board of Directors  - 30-Jan-12 - INW.pdf
The Clorox Company,Human Interest Groups,"From the Human Rights Campaign, the company received a 100 percent score on its 2017 Corporate Equality Index, a national benchmarking survey and report on corporate policies and practices related to lesbian, gay, bisexual and transgender equality in the workplace. Clorox is one of 517 U.S. companies to earn a perfect score this year and has earned a perfect score since 2006. With the top rating, Clorox also has been designated a Best Place to Work for LGBT Equality. | The Human Rights Campaign is America's largest civil rights organization working to achieve lesbian, gay, bisexual and transgender equality. By inspiring and engaging all Americans, HRC strives to end | ""We're honored to have been recognized by the Human Rights Campaign for our progressive workplace policies and practices for more than a decade now,"" said Dawn Willoughby, chief operating officer and executive vice president ""ì Cleaning, International and Corporate Strategy, who also serves as executive sponsor of PRIDE, the company's employee resource group for LGBT employees. ""Being named a Best Place to Work for LGBT Equality is a reflection of our company's commitment to diversity and inclusion at all levels ""î from the grassroots work of our employee and business resource groups to our senior leadership and board of directors. Together, they help create an environment where each and every person can thrive while contributing to the growth of the business.""",3,"79, 29, 121","gender equality, Diversity and Inclusion","CLX - Clorox Recognized as 'Best Place to Work' by Human Rights Campaign, Glassdoor - 07-Dec-16 - PRN.pdf"
The Clorox Company,Corporate Social Responsibility,,0,0,,"CLX - Clorox Recognized for Strong Management, Responsible Business Performance - 13-Dec-18 - PRN.pdf"
The Clorox Company,"Economic News, Trends & Analysis","Clorox is a signatory of the United Nations Global Compact, a community of global leaders committed to sustainability. The company has been broadly recognized for its corporate responsibility efforts, most notably being named to the Drucker Institute's 2017 Wall Street Journal Management Top 250 list, The Just 100: America's Top Citizens list, CR Magazine's 2018 100 Best Corporate Citizens list, Barron's 2018 100 Most Sustainable Companies, and the first sector-neutral Bloomberg Gender Equality Index in 2018. In support of its communities, The Clorox Company and its foundations contributed about $20 million in combined cash grants, product donations and cause marketing in fiscal year 2018. For more information, visit TheCloroxCompany.com, including the Good Growth blog, and follow the company on Twitter at @CloroxCo. | The following are highlights of workforce diversity progress and community impact from fiscal year 2013 to fiscal year 2018:",2,"122, 19","gender equality, diversity",CLX - Clorox Releases 2018 Integrated Annual Report - 02-Oct-18 - PRN.pdf
The Clorox Company,"Earnings, Dividends & Forecasts","Clorox is a signatory of the United Nations Global Compact, a community of global leaders committed to sustainability. The company has been broadly recognized for its corporate responsibility efforts, included on CR Magazine's 2018 100 Best Corporate Citizens list, Barron's 2018 100 Most Sustainable Companies, the Human Rights Campaign's 2018 Corporate Equality Index and the first sector-neutral Bloomberg Gender Equality Index in 2018, among others. In support of its communities, The Clorox Company and its foundations contributed about $20 million in combined cash grants, product donations and cause marketing in fiscal year 2018. For more information, visit TheCloroxCompany.com, including the Good Growth blog, and follow the company on Twitter at @CloroxCo.",1,111,gender equality,"CLX - Clorox Reports Q1 Fiscal Year 2019 Results, Updates FY19 Outlook - 31-Oct-18 - PRN.pdf"
The Clorox Company,"Earnings, Dividends & Forecasts","Clorox is a signatory of the United Nations Global Compact and the Ellen MacArthur Foundation's New Plastics Economy Global Commitment. The company has been broadly recognized for its corporate responsibility efforts, included on CR Magazine's 2019 100 Best Corporate Citizens list, Barron's 2019 100 Most Sustainable Companies, the Human Rights Campaign's 2019 Corporate Equality Index and the 2019 Bloomberg Gender Equality Index, among others. In support of its communities, The Clorox Company and its foundations contributed about $12 million in combined cash grants, product donations and cause marketing in fiscal year 2019. For more information, visit TheCloroxCompany.com, including the Good Growth blog, and follow the company on Twitter at @CloroxCo.",1,110,gender equality,"CLX - Clorox Reports Q1 Fiscal Year 2020 Results, Confirms Sales and EPS Outlook - 31-Oct-19 - PRN.pdf"
The Clorox Company,"Earnings, Dividends & Forecasts","notably being named to the Drucker Institute's 2017 Management Top 250 list, The Just 100: America's Top Citizens list, CR Magazine's 2017 Best Corporate Citizens list and the first sector-neutral Bloomberg Gender Equality Index in 2018. In support of its communities, The Clorox Company and its foundations contributed about $11 million in combined cash grants, product donations and cause marketing in fiscal year 2017. For more information, visit TheCloroxCompany.com, including the Good Growth blog, and follow the company on Twitter at @CloroxCo.",1,82,gender equality,CLX - Clorox Reports Q2 Fiscal Year 2018 Results Raises EPS Outlook for Tax Reform - 02-Feb-18 - PRN.pdf
The Clorox Company,"Conference Call Announcements, Earnings, Dividends & Forecasts","Clorox is a signatory of the United Nations Global Compact and the Ellen MacArthur Foundation's New Plastics Economy Global Commitment. The company has been broadly recognized for its corporate responsibility efforts, included on CR Magazine's 2019 100 Best Corporate Citizens list, Barron's 2019 100 Most Sustainable Companies, the Human Rights Campaign's 2020 Corporate Equality Index and the 2019 Bloomberg Gender Equality Index, among others. In support of its communities, The Clorox Company and its foundations contributed about $12 million in combined cash grants, product donations and cause marketing in fiscal year 2019. For more information, visit TheCloroxCompany.com, including the Good Growth blog, and follow the company on Twitter at @CloroxCo.",1,110,gender equality,"CLX - Clorox Reports Q2 Fiscal Year 2020 Results, Updates Fiscal Year Outlook - 04-Feb-20 - PRN.pdf"
The Clorox Company,"Earnings, Dividends & Forecasts","Clorox is a signatory of the United Nations Global Compact, a community of global leaders committed to sustainability. The company has been broadly recognized for its corporate responsibility efforts, most notably being named to the Drucker Institute's 2017 Management Top 250 list, The Just 100: America's Top Citizens list, CR Magazine's 2017 Best Corporate Citizens list and the first sector-neutral Bloomberg Gender Equality Index in 2018. In support of its communities, The Clorox Company and its foundations contributed about $11 million in combined cash grants, product donations and cause marketing in fiscal year 2017. For more information, visit TheCloroxCompany.com, including the Good Growth blog, and follow the company on Twitter at @CloroxCo.",1,112,gender equality,"CLX - Clorox Reports Q3 Fiscal Year 2018 Results, Updates Fiscal Year 2018 Outlook - 02-May-18 - PRN.pdf"
The Clorox Company,"Earnings, Dividends & Forecasts","Clorox is a signatory of the United Nations Global Compact and the Ellen MacArthur Foundation's New Plastics Economy Global Commitment. The company has been broadly recognized for its corporate responsibility efforts, included on CR Magazine's 2019 100 Best Corporate Citizens list, Barron's 2020 100 Most Sustainable Companies, the Human Rights Campaign's 2020 Corporate Equality Index and the 2019 Bloomberg Gender Equality Index, among others. In support of its communities, The Clorox Company and its foundations contributed about $12 million in combined cash grants, product donations and cause marketing in fiscal year 2019. For more information, visit TheCloroxCompany.com, including the Good Growth blog, and follow the company on Twitter at @CloroxCo.",1,110,gender equality,"CLX - Clorox Reports Q3 Fiscal Year 2020 Results, Updates Fiscal Year Outlook - 01-May-20 - PRN.pdf"
The Clorox Company,"Earnings, Dividends & Forecasts","Clorox is a signatory of the United Nations Global Compact, a community of global leaders committed to sustainability. The company has been broadly recognized for its corporate responsibility efforts, most notably being named to the Drucker Institute's 2017 Management Top 250 list, The Just 100: America's Top Citizens list, CR Magazine's 2018 Best Corporate Citizens list and the first sector-neutral Bloomberg Gender Equality Index in 2018. In support of its communities, The Clorox Company and its foundations contributed about $20 million in combined cash grants, product donations and cause marketing in fiscal year 2018. For more information, visit TheCloroxCompany.com, including the Good Growth blog, and follow the company on Twitter at @CloroxCo.",1,112,gender equality,"CLX - Clorox Reports Q4 and Fiscal Year 2018 Results, Provides Fiscal Year 2019 Outlook - 02-Aug-18 - PRN.pdf"
