identifier,headline,date,source,who_wrote_the_piece,subject,relevant_text,paragraphs,words,keywords
MAR,"MARRIOTT SHAREHOLDER ALERT BY FORMER LOUISIANA ATTORNEY GENERAL KAHN SWICK & FOTI, LLC REMINDS INVESTORS WITH LOSSES IN EXCESS OF $100,000...",7-Dec-18,PRN,"Kahn Swick & Foti, LLC",,"On November 30, 2018, the Company disclosed a massive security breach discovered in its guest reservation database potentially exposing the credit card, passport and other personal data of ""up to approximately 500 million guests"" over a four year period in what news reports are describing as one of the largest data breaches on record based on scope of time and volume of potential victims.",1,64,data breach
MAR,"MARRIOTT SHAREHOLDER ALERT BY FORMER LOUISIANA ATTORNEY GENERAL KAHN SWICK & FOTI, LLC REMINDS INVESTORS WITH LOSSES IN EXCESS OF $100,000...",11-Jan-19,PMZ,,"Class Action, Law & Legal Issues","On  November  30,  2018,  the  Company  disclosed  a  massive  security  breach  discovered  in  its  guest reservation  database  potentially  exposing  the  credit  card,  passport  and  other  personal  data  of  “up  to approximately 500 million guests” over a four year period in what news reports are describing as one of the largest data breaches on record based on scope of time and volume of potential victims.",1,64,data breach
"MAR, MAR","MARRIOTT SHAREHOLDER ALERT CLAIMSFILER REMINDS INVESTORS WITH LOSSES IN EXCESS OF  $100,000 of Lead Plaintiff Deadline in Class Actio...",14-Dec-18,PMZ,,"Class Action, Company Announcement","On  November  30,  2018,  the  Company  disclosed  a  massive  security  breach  discovered  in  its  guest reservation  database  potentially  exposing  the  credit  card,  passport  and  other  personal  data  of  “up  to approximately 500 million guests” over a four year period in what news reports are describing as one of the largest data breaches on record based on scope of time and volume of potential victims.",1,64,data breach
MAR,"MARRIOTT SHAREHOLDER ALERT CLAIMSFILER REMINDS INVESTORS WITH LOSSES IN EXCESS OF $100,000 of Lead Plaintiff Deadline in Class Action Laws...",18-Jan-19,PMZ,,"Class Action, Law & Legal Issues","On  November  30,  2018,  the  Company  disclosed  a  massive  security  breach  discovered  in  its  guest reservation  database  potentially  exposing  the  credit  card,  passport  and  other  personal  data  of  “up  to approximately 500 million guests” over a four year period in what news reports are describing as one of the largest data breaches on record based on scope of time and volume of potential victims.",1,64,data breach
MAR,"MARRIOTT SHAREHOLDER ALERT ClaimsFiler Reminds Investors with Losses in Excess of $100,000 of Lead Plaintiff Deadline in Class Action Lawsu...",4-Jan-19,BW,ClaimsFiler,Lawsuit,"On November 30, 2018, the Company disclosed a massive security breach discovered in its guest reservation database potentially exposing the credit card, passport and other personal data of “up to approximately 500 million guests” over a four year period in what news reports are describing as one of the largest data breaches on record based on scope of time and volume of potential victims.",1,64,data breach
"0G5DLX, MA",Mastercard Acquires RiskRecon to Enhance Cybersecurity Capabilities,23-Dec-19,BW,Mastercard Investor Relations,Merger/Acquisition,"In a rapidly evolving digital world, cybercrime is a pertinent threat to business. Large-scale data breaches and ransomware attacks place billions of records at risk each year, jeopardizing consumer trust.",1,30,data breach
"MA, TGT",MasterCard and Target reach agreement to provide issuers up to $19M for data breach claims,15-Apr-15,SA,,,"MasterCard and Target reach agreement; to provide issuers up to $19M for data breach claims   Wednesday, April 15, 2015 09:34:20 PM (GMT) | MA announced it has reached a settlement with Target Corporation to resolve claims by MasterCard and its issuers related to the retailer’s 2013 data breach. | The settlement is conditioned on issuers of at least 90% of the eligible MasterCard accounts accepting their alternative recovery offers, either directly or through their sponsoring issuers, by 20-May-15. TGT notes the estimated costs of this settlement are already reflected in the data breach liabilities that Target established during fiscal 2013 and 2014. These funds will settle their claims for operational costs and fraud-related losses on MasterCard-branded cards believed by MasterCard to have been affected by the data breach. Upon accepting the offer, each issuer will release MasterCard, Target and its acquiring banks from all claims related to the data breach. | MasterCard Reaches Agreement with Target to Provide Issuers Up to $19 Million for Data Breach Claims",4,"22, 25, 101, 16",data breach
MA,Mastercard Brings Digital Identity to Real World Tests,11-Dec-19,BW,Mastercard Investor Relations,Product/Service,"“We’re delighted to partner with Mastercard in this first trial to test concepts that can one day deliver intelligent, future-focused solutions ready to respond to a digital world's needs,” said William Confalonieri, chief digital officer for Deakin University. “The pilot aligns with our institution’s digital-first strategy to improve the user experience and we look forward to the concept moving into other trial environments.” | Mastercard’s consumer-centric approach was outlined in a Principles of Digital Identity vision paper earlier this year and prioritizes privacy-by-design.",2,"63, 19","Chief digital officer, privacy-by-design"
MA,"Mastercard Enhances Artificial Intelligence Capability with the Acquisition of Brighterion, Inc.",17-Jul-17,BW,Mastercard Investor Relations,Merger/Acquisition,"Brighterion offers the world’s deepest and broadest portfolio of artificial intelligence and machine learning technologies, providing real-time intelligence from all data sources regardless of type, complexity and volume. Our technologies are successfully applied in cyber and homeland security, anti-money laundering (AML), real-time cross-channel fraud prevention, onboarding and risk monitoring, behavioral device ID, data breach detection, marketing, trading, healthcare and biotech.",1,60,data breach
MA,Mastercard Inc. Reports First,Quarter 2020 Financial Results - 29-Apr,20,,,"•  the impact of information security incidents, account data breaches or service disruptions  •",1,14,data breach
MA,Mastercard Inc. Reports Fourth,Quarter 2019 Financial Results - 29-Jan,20,,,"•  the impact of information security incidents, account data breaches, fraudulent activity or service",1,14,data breach
MA,Mastercard Inc. Reports Third,Quarter 2019 Financial Results - 29-Oct,19,,,"the impact of information security incidents, account data breaches, fraudulent activity or  service disruptions",1,14,data breach
MA,MasterCard Incorporated Reports First,Quarter 2016 Financial Results - 28-Apr,16,MasterCard Investor Relations,"Earnings, Conference Call, Webcast","reputational impact, including impact related to brand perception, account data breaches and fraudulent activity;",1,14,data breach
"MA, 05MYKN",Mastercard Incorporated Reports Fourth,Quarter and Full-Year 2016 Financial Results - 31,Jan,Mastercard Investor Relations,"Earnings, Filing, Conference Call, Webcast","reputational impact, including impact related to brand perception, account data breaches and fraudulent activity;",1,14,data breach
MA,MasterCard Incorporated Reports Second,Quarter 2016 Financial Results - 28-Jul,16,MasterCard Investor Relations,"Conference, Earnings","reputational impact, including impact related to brand perception, account data breaches and fraudulent activity;",1,14,data breach
MA,Mastercard Incorporated Reports Third,Quarter 2016 Financial Results - 28-Oct,16,Mastercard Incorporated,"Earnings, Conference Call, Webcast","reputational impact, including impact related to brand perception, account data breaches and fraudulent activity;",1,14,data breach
MA,Mastercard Launches Integrated Product Suite to Optimize Healthcare Partner Technology,27-Oct-19,BW,Mastercard Incorporated,Product/Service,"With healthcare data breaches rising steadily, securing health and payments data is a top priority for the healthcare industry. Leveraging behavioral analytics, biometrics, and risk assessments, Mastercard Healthcare Solutions can help:",1,31,data breach
MA,Mastercard Launches Recovery Insights Initiative to Inform Business and Government Economic Response Efforts,29-May-20,BW,Mastercard Investor Relations,Product/Service,"“Access to Mastercard’s insights gives us a much more detailed picture of the economic health of the capital’s high streets during lockdown – and as we move towards easing restrictions,” commented London’s Chief Digital Officer, Theo Blackwell. “It complements other insights we’re gathering which allows us to target future investments and understand the emerging needs of businesses and communities across London.”",1,61,Chief digital officer
"MA, MA",MasterCard Launches Solution to Protect Against Cyber Hacking of Banks and Processors,2-Oct-14,BW,MasterCard,Product/Service,"MasterCard Launches Solution to Protect Against Cyber Hacking of Banks and Processors  Thursday, October 02, 2014 07:00:00 AM (GMT) | MasterCard (NYSE:MA) today announces the launch of SafetyNet, a global tool designed to reduce the risk of cyber hacking of banks and processors. SafetyNet is designed to use the power of MasterCard’s global network, to identify potential attacks before they start and in some cases before the bank or processor is even aware. Leveraging a multi-layer defence we are working to ensure our partners stay one step ahead of large scale attacks, which use increasingly sophisticated ways to compromise account data and security defenses.",2,"19, 84",cyber hack
MA,Mastercard Names Erika Brown Lee as Assistant General Counsel for Privacy and Data Protection,30-Mar-17,BW,MasterCard Incorporated,"Personnel, Photo/Multimedia","Brown Lee joins Mastercard after more than three years at the United States Department of Justice (DOJ), where she was the chief privacy and civil liberties officer, serving as a principal advisor to the Attorney General and other senior leaders. In this role, she oversaw compliance for the department’s programs and initiatives, while also co-chairing the management team responsible for responding to potential data breaches and cyber incidents. | Brown Lee joined DOJ after several years in private practice at Norton Rose Fulbright, where she managed data breach analysis and notification procedures and advised clients on state, federal and international data requirements. Earlier in her career, Brown Lee served at the Federal Trade Commission, including in the Division of Privacy & Identity Protection.",2,"68, 54",data breach
"MA, TGT",MasterCard Reaches Agreement with Target to Provide Issuers Up to $19 Million for Data Breach Claims,15-Apr-15,BW,MasterCard Incorporated,Contract/Agreement,"MasterCard Reaches Agreement with Target to Provide Issuers Up to $19 Million for Data Breach Claims  Wednesday, April 15, 2015 09:30:00 PM (GMT) | MasterCard today announced it has reached a settlement with Target Corporation to resolve claims by MasterCard and its issuers related to the retailer’s 2013 data breach. | Under the agreement, Target will make available up to $19 million in alternative recovery offers to eligible banks and credit unions across the globe. These funds will settle their claims for operational costs and fraud-related losses on MasterCard-branded cards believed by MasterCard to have been affected by the data breach. Upon accepting the offer, each issuer will release MasterCard, Target and its acquiring banks from all claims related to the data breach. | “We believe this settlement provides our issuers a reasonable resolution of the Target data breach event,” said Eileen Simon, chief franchise integrity officer, MasterCard. “The timely reimbursement of costs and losses under the agreement delivers MasterCard issuers a faster and more certain resolution to the event, while reinforcing our commitment to maintain the integrity of industry security standards.”",4,"23, 26, 72, 58",data breach
MA,Mastercard Updates First,Quarter 2020 Net Revenue and Operating Expense Outlook Based on the Impact of COVID-19 - 24,Mar,Mastercard Investor Relations,Earnings,"the impact of preferential or protective government actions regulation of privacy, data, security and the digital economy regulation that directly or indirectly applies to us based on our participation in the global payments industry (including anti-money laundering, counter terrorist financing, economic sanctions and anti- corruption; account-based payment systems; and issuer practice regulation) the impact of changes in tax laws, as well as regulations and interpretations of such laws or challenges to our tax positions potential or incurred liability and limitations on business related to any litigation or litigation settlements the impact of competition in the global payments industry (including disintermediation and pricing pressure) the challenges relating to rapid technological developments and changes the challenges relating to operating a real-time account-based payment system and to working with new customers and end users the impact of information security incidents, account data breaches or service disruptions issues related to our relationships with our financial institution customers (including loss of substantial business from significant customers, competitor relationships with our customers and banking industry consolidation), merchants and governments exposure to loss or illiquidity due to our role as guarantor and other contractual obligations the impact of global economic, political, financial and societal events and conditions reputational impact, including impact related to brand perception and lack of visibility of our brands in products and services the inability to attract, hire and retain a highly qualified and diverse workforce, or maintain our corporate culture issues related to acquisition integration, strategic investments and entry into new businesses issues related to our Class A common stock and corporate governance structure",1,261,data breach
MA,Mastercard Updates First,Quarter and Full-Year 2020 Net Revenue Outlook Based on the Impact of the Coronavirus - 24,Feb,Mastercard Investor Relations,Earnings,"the challenges relating to operating a real-time account-based payment system and to working with new customers and end users the impact of information security incidents, account data breaches or service disruptions issues related to our relationships with our financial institution customers (including loss of substantial business from significant customers, competitor relationships with our customers and banking industry consolidation), merchants and governments exposure to loss or illiquidity due to our role as guarantor and other contractual obligations the impact of global economic, political, financial and societal events and conditions reputational impact, including impact related to brand perception and lack of visibility of our brands in products and services the inability to attract, hire and retain a highly qualified and diverse workforce, or maintain our corporate culture issues related to acquisition integration, strategic investments and entry into new businesses issues related to our Class A common stock and corporate governance structure",1,149,data breach
MA,Mastercard Updates Second,Quarter 2020 Operating Metrics - 13-May,20,Mastercard Investor Relations,"Photo/Multimedia, Sales, Product/Service","the impact of the coronavirus (COVID-19) outbreak and measures taken in response to the outbreak regulation directly related to the payments industry (including regulatory, legislative and litigation activity with respect to interchange rates and surcharging) the impact of preferential or protective government actions regulation of privacy, data, security and the digital economy regulation that directly or indirectly applies to us based on our participation in the global payments industry (including anti-money laundering, counter financing of terrorism, economic sanctions and anti- corruption; account-based payment systems and issuer practice regulation) the impact of changes in tax laws, as well as regulations and interpretations of such laws or challenges to our tax positions potential or incurred liability and limitations on business related to any litigation or litigation settlements the impact of competition in the global payments industry (including disintermediation and pricing pressure) the challenges relating to rapid technological developments and changes the challenges relating to operating real-time account-based payment system and to working with new customers and end users the impact of information security incidents, account data breaches or service disruptions issues related to our relationships with our financial institution customers (including loss of substantial business from significant customers, competitor relationships with our customers and",1,202,data breach
MA,"Mastercard, Inc.(MA",US) Schedules Credit Suisse Financial Services Forum for 10-February-2015 845 AM ET,21,,,,,,
MA,"Mastercard, Inc.(MA",US) Schedules Credit Suisse Future of Payments Conference for 11-June-2014 1045 AM ET,28,,,,,,
MA,"Mastercard, Inc.(MA",US) Schedules Deutsche Bank Technology Conference for 12-September-2018 1200 PM ET,6,,,,,,
MA,"Mastercard, Inc.(MA",US) Schedules Investment Community Meeting for 17-September-2014 1100 AM ET,10,,,,,,
MA,"Mastercard, Inc.(MA",US) Schedules Investment Community Meeting for 7-September-2017 830 AM ET,10,,,,,,
MA,"Mastercard, Inc.(MA",US) Schedules Investment Community Meeting for 9-September-2015 830 AM ET,26,,,,,,
MA,"Mastercard, Inc.(MA",US) Schedules Investor Meeting for 12-September-2019 830 AM ET,30,,,,,,
MA,"Mastercard, Inc.(MA",US) Schedules Investor Meeting for 7-September-2016 830 AM ET,25,,,,,,
MA,"Mastercard, Inc.(MA",US) Schedules KBW Cards Payments & Financial Technology Symposium for 10-February-2014 140 PM ET,28,,,,,,
MA,"Mastercard, Inc.(MA",US) Schedules Q1 2018 Earnings Call for 2-May-2018 900 AM ET,29,,,,,,
MA,"Mastercard, Inc.(MA",US) Schedules Q4 2013 Earnings Call for 31-January-2014 900 AM ET,23,,,,,,
MA,"Mastercard, Inc.(MA",US) Schedules RBC Capital Markets Financial Technology Investor Day for 14-June-2018 800 AM ET,8,,,,,,
MA,"Mastercard, Inc.(MA","US) Schedules SunTrust Robinson Humphrey Financial Technology, Business and Government Services Unconference for 14-N... - 18",Oct,,,,,,
"TFCFA, MSFT, 088VV4...","Microsoft and News Corporation Announce New TV, News and Web Video Apps for Xbox 360",10-Jan-12,BW,News Corporation,"Contract/Agreement, Product/Service, Trade Show","“As we continue to find new ways to deliver content to consumers, this partnership with Xbox LIVE enables our viewers to experience News Corp.’s leading media brands in an entirely new and innovative environment,” said Jon Miller, chief digital officer, News Corp. “We look forward to working closely with Microsoft to continue evolving the media experiences on Xbox LIVE and to enable consumers to take advantage of this incredibly popular and fast-growing platform.”",1,73,Chief digital officer
MSFT,Microsoft Announces Plans to Offer Cloud Services from German Datacenters,11-Nov-15,PRNE,,New Products & Services,"The datacenter regions will be located in Magdeburg and  Frankfurt am Main and all datacenters will provide consistent service levels and security standards as Microsoft's global cloud offerings, including multi-factor authentication with biometric scanning and smart cards, data encryption by SSL/TLS protocols based on",1,44,Multi-factor authentication
MSFT,"Microsoft announces the Coco Framework to improve performance, confidentiality and governance characteristics of enterprise blockchain net...",10-Aug-17,PRN,Microsoft Corp.,New Products & Services,"Transaction speeds of more than 1,600 transactions per second Easily managed data confidentiality without sacrificing performance A comprehensive, industry-first distributed governance model for blockchain networks that establishes a network constitution and allows members to vote on all terms and conditions governing the consortium and the blockchain software system",1,48,data confidentiality
MSFT,Microsoft Corp.(MSFT,US) Schedules Citi Global Technology Conference for 6-September-2018 800 AM ET,31,,,,,,
MSFT,Microsoft Corp.(MSFT,US) Schedules Credit Suisse Technology Conference for 4-December-2014 200 PM ET,20,,,,,,
MSFT,Microsoft Corp.(MSFT,US) Schedules Investor Meeting - Morgan Stanley for 18-May,2020 215 PM ET,,,,,,
MSFT,Microsoft Corp.(MSFT,US) Schedules Q3 2018 Earnings Call for 26-April-2018 530 PM ET,21,,,,,,
MSFT,Microsoft Corp.(MSFT,US) Schedules Q4 2017 Earnings Call for 20-July-2017 530 PM ET,19,,,,,,
MSFT,Microsoft Corp.(MSFT,US) Schedules RSA Conference for 14-February-2017 1135 AM ET,19,,,,,,
MSFT,Microsoft fortifies security and brings AI to the masses at Ignite 2018,24-Sep-18,PRN,Microsoft Corp.,,"Nearly all data breaches start with compromised passwords. Today, Microsoft declared an end to the era of passwords, delivering new support for passwordless login via the Microsoft Authenticator app for the hundreds of thousands of Azure AD connected apps that businesses use every day. No company lets enterprises eliminate more passwords than Microsoft. Microsoft Secure Score,  the only enterprise-class dynamic report card for cybersecurity, now includes EMS and Azure Security Center. By using Secure Score, organizations get assessments and recommendations that typically reduce their chance of a breach up to thirtyfold with steps like enforcing multifactor authentication for both administrators and end users and ensuring trusted access to the right applications. The Secure Score expansion also includes a broader set of controls from products like Microsoft Cloud App Security and Azure Active Directory to further harden | defenses and help IT understand and improve their organization's security position. Microsoft Threat Protection,  announced today, is a comprehensive end-to-end solution that can help protect, detect and remediate cyberthreats, bringing together advanced threat protection and auto-remediation across email, PCs, identities and infrastructure into a single integrated experience in Microsoft 365. The service uses AI and human research to speed up investigations to eliminate threats faster, saving thousands of hours for overstretched security teams. Data breaches often stem from cybercriminals accessing data in use for computation, analysis and other functions. This deters many organizations from putting sensitive data into cloud workloads. Microsoft announced its public preview of Azure confidential computing, making Azure the first cloud service to provide a secure platform for protecting the confidentiality and integrity of data in use.",2,"136, 130",data breach
MSFT,"Microsoft helps customers digitally transform their businesses with cloud, AI and mixed reality",- while also advancing the next frontier ... - 25,Sep,Microsoft Corp.,"Corporate Development, New Products & Services","Microsoft also announced the expansion of Microsoft 365 with two new solutions to empower firstline workers and education customers. The company also introduced new intelligent search capabilities, a vision for intelligent communications centering on Microsoft Teams, and security and IT management enhancements to help customers stay secure and compliant, including meeting the General Data Protection Regulation.",1,56,General data protection regulation
MSFT,Microsoft Provides Tips to Help Protect Your Online Image,24-Jan-12,PRN,Microsoft Corp.,,"""Your online reputation is shaped by your interactions in the online world and spans the disparate and varied data about you, whether created and posted by you or others. This information can have a lasting presence online, and can affect your life in many ways — from maintaining friendships to helping you keep or land a new job,"" said Brendon Lynch, chief privacy officer, Microsoft. ""Our research reinforces the fact that people want a range of privacy options. Microsoft is committed to offering meaningful choices and helping to ensure that people have the tools to make informed choices online to better manage their privacy and online reputations.""",1,107,Chief Privacy Officer
MSFT,Microsoft to deliver intelligent cloud from Norway datacenters,20-Jun-18,PRN,Microsoft Corp.,,"Microsoft has been rapidly expanding to meet an intensifying customer demand for cloud services. By investing in local infrastructure, Microsoft's intelligent cloud services help companies innovate in their industries and move their businesses to the cloud while meeting data residency, security and compliance needs. Microsoft also has a long history of collaborating with customers to navigate evolving business needs and has developed strategies to help customers prepare for the new European Union General Data Protection Regulation (GDPR). We have invested to make the Microsoft Cloud GDPR compliant, are delivering innovation that accelerates GDPR compliance, and have built a community of experts to help customers along their full GDPR journey.",1,109,GDPR compliance
"MSFT, 0BYC18, 0B3CY3...",Microsoft To Launch Election 2012 Hub on Xbox LIVE,23-Aug-12,PRN,Microsoft Corp.,"Government Policies & News, New Products & Services","""As a leader in digital and broadcast news, NBC News is always looking for more places to deliver its high- quality multimedia content, particularly in this critical campaign year. This relationship with Xbox LIVE is a unique opportunity to expand our reach on a really innovative platform,"" said Vivian Schiller, senior vice president and chief digital officer at NBC News.",1,60,Chief digital officer
"09ZWW0, 06Y8L5, 05XDJJ...",NBC News Acquires Full Ownership of Msnbc Digital Network,16-Jul-12,PMZ,,Mergers and Acquisitions,"NBC News Digital will be overseen by Vivian Schiller, Senior Vice President & Chief Digital Officer of NBC News. Charlie Tillinghast will continue to oversee the legacy Msnbc Digital Network properties, reporting to Schiller. The current NBC News Digital sales team will now report to Marianne Gambelli, President of NBC Network Ad Sales, and work closely with John Kelly, Executive Vice President of NBC News Ad Sales.",1,67,Chief digital officer
"FB, MSFT",New Facebook terms to limit effects of EU privacy law on more than 70% of users,Reuters - 18-Apr,18,,"Articles, Reports, Media Summaries  Related Stories:","The company confirms that in May, it will change its setup so that only users in Europe will fall under the European Union’s General Data Protection Regulation, which allows Europe to fine companies 4% of annual revenue for collecting or using people's personal data without consent. The article notes that Facebook users outside the US and Canada are currently governed by terms of service agreed with the company’s international headquarters in Ireland. Facebook says that its move will not affect its taxes, and ""We apply the same privacy protections everywhere, regardless of whether your agreement is with Facebook Inc or Facebook Ireland."" The article notes that Facebook is not alone in making the change; LinkedIn (MSFT) is also shifting non-Europeans to contracts with a US entity, effective 8-May.",1,128,General data protection regulation
MA,New Technologies Driving New Conversations on Payments and Demands for Access,25-Feb-19,BW,Mastercard Investor Relations,"Survey, Photo/Multimedia","While breaking news around data breaches drove one-fifth of data-related conversations, another 13 percent of these conversations noted the potential of digital security technologies, including blockchain, tokenization and biometrics.",1,29,data breach
"005930, 7203, AAPL...",New York Times Sunday Edition Summary,17-Sep-17,SA,,"Media Summaries, Sunday NYT Summary","The data breach recently disclosed by Equifax ( EFX) has endangered millions of consumers, exposing them to identity theft and financial losses. Equifax investors are also shouldering the burden, with the stock falling 35% since the disclosure. It remains unclear, however, whether the company's executives will pay financially for the company's failures. The performance measure Equifax has used to determine executive incentive compensation excludes the cost of legal settlements made by the company.",1,73,data breach
MSFT,Office 365 Becomes First and Only Major Cloud Productivity Service to Comply With Leading EU and U.S. Standards for Data Protection and Se...,14-Dec-11,PRN,Microsoft Corp.,New Products & Services,"REDMOND, Wash., Dec. 14, 2011 /PRNewswire/ -- Microsoft Corp. today announced that Microsoft Office 365, the company's next-generation cloud productivity service, is the first and only major cloud-based platform to offer leading information privacy and security standards for customers operating in the European Union and United States. As part of its contractual commitment to customers, Microsoft will now sign the EU's model clauses, which will help customers certify compliance with the European Commission's stringent Data Protection Directive, and the U.S.-mandated Health Insurance Portability and Accountability Act (HIPAA). | Along with furnishing the model clause provisions, Microsoft has gone a step further than other cloud providers to include a data-processing agreement for EU customers. Some of the 27 member states have more exacting requirements than those of the EU-wide Data Protection Directive. To streamline the use of cloud-based services for customers operating under additional compliance requirements, Microsoft has included with the model clause provisions a robust data-processing agreement that was developed in view of the specifics of member-state regulations.",2,"87, 80",Data protection directive
MAR,Pierce Bainbridge Files Class Action on Behalf of Travelers Worldwide in the Marriott Data Breach,11-Feb-19,PRNE,,,"Pierce Bainbridge Files Class Action on Behalf of Travelers Worldwide in the Marriott Data Breach   Monday, February 11, 2019 07:45:00 PM (GMT) | NEW YORK , Feb. 11, 2019 /PRNewswire/ -- Marriott's data breach affected nearly 400 million people in both the United States and abroad.  Pierce Bainbridge joined the battle against Marriott today, filing suit on behalf of victims in the US and worldwide.  The suit seeks to hold Marriott International, Inc. and its President and Chief Executive Officer, Arne Sorenson, responsible not only for the breach itself, but for failing to notify unsuspecting travelers of the flaws in the Starwood reservation system that made it a ready target for hackers, and for, then, making matters worse by failing to inform the public until years later. The suit alleges that Marriott exposed the personal and sensitive information of hundreds of millions of travelers by failing to take reasonable steps to secure it. The suit seeks damages and injunctive relief to make sure that on behalf of various plaintiffs and in connection with one of the largest data breaches in history, Marriott changes its practices. | Marriott operates more than 6,700 properties in 130 countries.   Any guest who made reservations or stayed at one of the Starwood brand hotels from 2014-2018 may be a victim of the data breach. The Starwood brands include: W Hotels, St. Regis, Sheraton Hotels & Resorts, Westin Hotels & Resorts, Element Hotels, Aloft Hotels, The Luxury Collection, Tribute Portfolio, Le Méridien Hotels & Resorts, Four Points by Sheraton and Design Hotels. Starwood branded timeshare properties (Sheraton Vacation Club, Westin Vacation Club, The Luxury Collection Residence Club, St. Regis Residence Club, and Vistana) are also included.",3,"22, 162, 94",data breach
LYV,Q4 2018 SUPPLEMENTAL OPERATIONAL,27-Feb-19,NEWS_CR,,,"Ticketmaster’s adjusted operating income in the fourth quarter of 2018 was impacted by one- time costs associated with the third-party vendor data breach that affected the company’s  marketplace in certain international markets; much of the cost was in the fourth quarter, and for  the full year the costs totaled approximately $15 million.",1,52,data breach
LYV,Q4 2019 SUPPLEMENTAL OPERATIONAL,26-Feb-20,NEWS_CR,,,"Concerts    Globally, theaters and clubs led the company’s fan growth in 2019 compared to the prior year,  with approximately 20% growth to nearly 30 million fans.    Festivals also had a strong year in 2019, with seven new festivals including Rock in Rio helping  deliver approximately 13% fan growth globally.    Without the higher-than-projected advertising expense from putting more 2020 shows on sale in  2019, concerts adjusted operating income for 2019 would have been up double digits.    Sponsorship & Advertising    International drove over 70% of the  adjusted operating income growth in the Sponsorship and  Advertising segment in 2019, with the addition of Rock in Rio helping drive both international and  festival sponsorship growth.    Ticketing    Ticketing’s global gross transaction value (“GTV”) was approximately flat in the fourth quarter of  2019, matching 2018’s record fourth quarter, while fee-bearing GTV was down approximately 2%.    North America fee-bearing GTV was approximately flat for the fourth quarter of 2019 compared  to the prior year, while international was down approximately 8%, reflecting the geographic shift  in 2020 stadiums versus last year.    Ticketing’s  adjusted  operating  income  increase  in  the  fourth  quarter  of  2019  was  due  to  an  approximately 9% increase in secondary GTV, reduced customer acquisition costs and the benefit  from comping against last year’s costs related to a third-party data breach.    Outlook, Balance Sheet & Miscellaneous",1,218,data breach
"0BG09Z, MSFT, 0637WK",REMINDER WPC and Microsoft Present on HITECH Security and Compliance at AHIP Webinar,8-Feb-12,INW,,Media Advisory,"WHAT: WPC Services President Eric Mueller and Microsoft's Chief Technology Strategist for the Health Plan industry Hector Rodriguez will jointly present an educational webcast titled ""What's Missing from Your Security and Compliance Efforts?"" In the wake of HITECH compliance preparations and surging data breaches, this interactive presentation will detail how health plans can ensure ARRA HITECH compliance and navigate federal mandates without compromising their members' medical outcomes and business innovation, execution and operations. The educational session is part of a national webinar series sponsored by the America's Health Insurance Plans Institute (AHIP), the national trade association representing the health insurance industry.",1,101,data breach
"GOOGL, MAIL, MSFT...",Reuters reports data breaches at major email service providers (pre,open) - 04-May,16,,"Articles, Reports, Media Summaries","Reuters reports data breaches at major email service providers (pre-open)   Wednesday, May 04, 2016 02:57:41 PM (GMT)",1,17,data breach
05N786,Scott Thaler Appointed Chief Marketing Officer of Mattress Firm,1-May-18,PRN,Mattress Firm,,"Thaler joins Mattress Firm after a 14-year career at Zimmerman Advertising, where he served in multiple leadership roles within the agency, including chief interaction officer, chief digital officer and chief client officer. During this time, he worked with more than 50 accounts and played an integral role on retailer, quick service restaurant and furniture brand accounts, including McDonald's, Party City, Michaels, Ashley Furniture, Papa John's and Mattress Firm.",1,68,Chief digital officer
"MSFT, 05LVVN",SPYRUS Delivers High,Capacity 256GB Microsoft Certified Windows To Go 8.0 and 8.1 Drives - 17-Jun,14,,,"WorkSafe and WorkSafe Pro live drives provide a made-in-USA, trusted Windows 8.1 end point for network access and simultaneously protect enterprise networks with multi-factor authentication using smart card digital certificates. These drives are an industry first in a family of live drives that embed FIPS 140-2 Level 3 hardware smart card chips to provide tamper-proof digital certificates for authentication and encryption. WorkSafe Pro adds AES-256 XTS hardware encryption for the highest assurance applications. Enterprises can leverage their investment in public key and smart card infrastructures, extending their trusted foundation for smart card login, VPN access, secure email, and authenticated online collaboration.",1,101,Multi-factor authentication
"05LVVN, MSFT",SPYRUS Delivers Microsoft Certified Windows To Go Drives With FIPS 140,2 Level 3 Tamper-Proof Smart Cards and Digital Certificates... - 18,Nov,,,"SPYRUS Delivers Microsoft Certified Windows To Go Drives With FIPS 140-2 Level 3 Tamper-Proof Smart Cards and Digital Certificates for Multi-Factor Authentication  Monday, November 18, 2013 08:00:00 AM (GMT) | WorkSafe live drives provide a true, American-made, trusted end point for secure network access and simultaneously protect enterprise networks with multi-factor authentication using smart card digital certificates. Enterprises can leverage their investment in public key and smart card infrastructures, extending their trusted foundation for smart card login, VPN access, secure email, and authenticated online collaboration. A SPYRUS ToughBoot™ loader digitally signed by Microsoft mitigates against hacking attacks during the boot sequence when using UEFI Secure Boot available on newer computers. If any tampering or malfunction of hardware or firmware is detected, the boot process will not continue. | The WorkSafe PKI feature, with the SPYRUS Minidriver to manage digital signatures, allows the enterprise to perform standard smart card security functions such as encrypted email, multi-factor authentication, smart card logon, and VPN access.",3,"29, 97, 34",Multi-factor authentication
