who_wrote_the_piece,subject,relevant_text,paragraphs,words,keywords,path
Procter & Gamble,"Photo/Multimedia, Event","Panel is an Extension of P&G’s Olympic Winter Games PyeongChang 2018 “Love Over Bias” Campaign As Well As Continued Commitment to Gender Equality | As part of the Olympic Winter Games PyeongChang 2018, Procter & Gamble (NYSE: PG), a Worldwide Olympic Partner, today hosted a panel discussion on gender equality. As part of “Love Over Bias,” the latest installment of P&G’s award-winning “Thank You, Mom” campaign, a panel of decorated female Olympians discussed their own journeys to the global stage. The discussion included the role of their moms, mentorship and support from other women, as well as their hopes for what the current global movement for gender equality will mean for future generations of female athletes. | With opening remarks from Anita DeFrantz, Olympic medalist, the first female Vice President of the IOC Executive Board and a tireless advocate for gender equality in sport, the panel was comprised of: | “I’m proud to partner with P&G today to support the Love Over Bias campaign and participate in a discussion about gender equality,” said Justine Dufour-Lapointe. “I wouldn’t be here without the support and mentorship from other women, including my sisters and my strong and inspiring mom. Together, we can help shape the future for female athletes.”",4,"23, 92, 32, 56",gender equality,"PG - Procter & Gamble Hosts Global Olympians Justine & Chloe Dufour-Lapointe, Michelle Kwan, Elana Meyers Taylor and Katarzyna Bachleda-Curuś to D... - 13-Feb-18 - BW.pdf"
Procter & Gamble,"Photo/Multimedia, Event","“During the past four years, we’ve witnessed the power of music and its authentic ability to encourage empowering messages, establish strong community connections, and foster an inclusive spirit while celebrating diversity,” said William P. Gipson, Chief Diversity Officer at P&G. “Ensuring the success of the Cincinnati Music Festival for another four years presents an exciting opportunity to continue our social and corporate responsibility to Cincinnati where many of our own employees live and work. This festival in particular allows us to connect with over 90,000 music fans and ignites a critical conversation that promotes | Kroger, one of the world's largest retailers, employs nearly 400,000 associates who serve customers in 2,626 supermarkets and multi-department stores in 34 states and the District of Columbia under two dozen local banner names including Kroger, City Market, Dillons, Food 4 Less, Fred Meyer, Fry's, Harris Teeter, Jay C, King Soopers, QFC, Ralphs and Smith's. The company also operates 780 convenience stores, 327 fine jewelry stores, 1,342 supermarket fuel centers and 37 food processing plants in the U.S. Recognized by Forbes as the most generous company in America, Kroger supports hunger relief, breast cancer awareness, the military and their families, and more than 30,000 schools and community organizations. Kroger contributes food and funds equal to 200 million meals a year through more than 100 Feeding America food bank partners. A leader in supplier diversity, Kroger is a proud member of the Billion Dollar Roundtable and the U.S. Hispanic Chamber's Million Dollar Club.",2,"94, 152","Chief Diversity Officer, diversity",PG - Procter & Gamble Renews Commitment to Cincinnati Music Festival as Presenting Sponsor Through 2022 - 27-Jul-18 - BW.pdf
Procter & Gamble,"Photo/Multimedia, Trade Show, Conference, Event, Product/Service, Contract/Agreement","As the archetype of strength, determination and perseverance to achieve her goals and break records, Williams offers her unique experience and perspective as a female athlete and change agent. To begin, she and Secret are conducting a study on “Gender Inequality in Sports” to explore gender bias and the ways it surfaces at different levels of play, from high school athletics to professional sports. | This partnership includes several campaigns featuring Williams and builds upon the brand’s long-standing efforts and commitment to combating gender inequality. In 2019 alone, Secret has contributed more than $1 million to support gender equality, including: | A $529,000 donation to the United States Women’s National Team Players’ Association to close the gender pay gap in soccer The purchase and donation of 9,000 tickets to the National Women’s Soccer League games to equalize game attendance and boost teams’ revenues A commitment to the next generation of female athletes via support of the Girls Leading Girls organization Public backing of soccer star Carli Lloyd’s NFL ambitions | Secret Deodorant Announces Partnership With Serena Williams to Advance Gender Equality  Wednesday, February 12, 2020 02:00:00 PM (GMT) | At the 2020 MAKERS Conference in Los Angeles, Secret Deodorant, a longtime champion of women’s equality and advocate for female athletes, announced a new partnership with Serena Williams to further progress gender equality and pledged an additional $1 million in support of equality programs. | me that I use my platform to bring attention to the many issues faced by women in sports and to call for meaningful change. The Secret brand has been answering that very call for years by taking real action to support female athletes,” stated Williams. “Sports changed my life and I feel compelled to continue giving back to ensure a brighter future for women in sports. I am incredibly honored to join forces with Secret and look forward to partnering closely to further the fight for gender equality for all athletes.” | “At P&G, we believe an equal world is a better world for all of us. We are committed to using our brand voices to help spark conversations, change mindsets and drive real societal change,” said Carolyn Tastad, Group President, North America and Executive Sponsor, Gender Equality at P&G. “Secret has been a strong supporter of women for decades – igniting important conversations around equality – and I am incredibly proud of the work they are doing to advance gender equality in sports and beyond.”",7,"64, 35, 68, 18, 44, 91, 84","gender pay gap, gender equality, gender inequality",PG - Secret Deodorant Announces Partnership With Serena Williams to Advance Gender Equality - 12-Feb-20 - BW.pdf
Procter & Gamble,"Corporate Social Responsibility, Product/Service, Photo/Multimedia","Secret Deodorant Launches New Star-Studded Campaign that Takes Aim at the Gender Pay Gap  Monday, November 19, 2018 03:09:00 PM (GMT) | “I’d Rather Get Paid” takes on a very real issue: on average, women in the U.S. are still paid 20% less than men1 – and this disparity is even greater for women of color, with black women and Latinas earning 38% and 46% less, respectively, than white men.2 This difference in income adds up: the gender pay gap results in $513 billion in lost wages each year for women.3 | 1-3(2018) “The Simple Truth about the Gender Pay Gap Report.”  American Association of University Women. Fall 2018. https://www.aauw.org/resource/the-simple-truth-about-the-gender-pay-gap/ | Ladies Get Paid is an organization for professional women, leading the fight for gender equality in the workplace. Ladies Get Paid provides women with real tools and insight to strategically navigate the workplace, achieve career success, and become leaders at their companies. With an online platform and community of over 30,000 women worldwide, members support each through crowdsourced career advice, as well as resources and job opportunities. It's rough out there for a lady at work; we're with you every step of the way.",4,"21, 69, 18, 84","gender pay gap, gender equality",PG - Secret Deodorant Launches New Star-Studded Campaign that Takes Aim at the Gender Pay Gap - 19-Nov-18 - BW.pdf
The Procter & Gamble Company,"Photo/Multimedia, Product/Service","“More than two-thirds of girls believe that society doesn’t encourage women to play sports,” said Sara Saunders, Associate Brand Director, Secret. “We’re setting out to change this notion by spotlighting world- class female athletes on a field where gender equality is not yet the norm. Whether or not a woman wants to play football, shouldn’t she at least be able to consider it a possibility? We believe that there are some things women shouldn’t have to sweat – and equal | “The Super Bowl is one of the biggest sporting events in the world, and we are excited that brands like Secret continue to use this moment to share such important messages with our audience,” said Samantha Rapoport, Senior Director of Diversity & Inclusion at the National Football League. “Throughout the NFL, we welcome passionate players of all backgrounds and of any gender to be part of our team both on and off the field. We are proud to stand with Secret to celebrate the progress that has been made and to show everyone what the future of football could look like.”",2,"80, 101","gender equality, Diversity & Inclusion",PG - Secret Makes a Play to Kick Inequality on the Football Field with Super Bowl Ad Featuring Carli Lloyd and Crystal Dunn - 27-Jan-20 - BW.pdf
The Procter & Gamble Company and Seneca Women,"Photo/Multimedia, Contract/Agreement, Product/Service","Founder of Seneca Women. “The recent Global Gender Gap Report from the World Economic Forum predicts it will take another 99 years for us to get to equality. We are launching the Seneca Women Podcast Network to accelerate women’s progress, as we believe, progress for women is progress for all.” | “We’ve partnered with Seneca Women for several years to change the narratives about women in the workplace and the world and shift the focus from ‘fixing the women’ to fixing the bias and systems that can hold women back,” said Carolyn Tastad, Group President - North America and Chief Sales Officer, P&G. “The Seneca Women Podcast Network provides an important new platform for conversations and content to help expose blind spots and embrace broader perspectives and solutions that can change the trajectory of gender equality and create a more equal world for everyone.” | “Technology—in particular, podcasting—provides a unique opportunity to fast-forward progress for women around the world,” said Kim Azzarelli, CEO and Co-Founder of Seneca Women. “We no longer need to travel by horse and buggy to advocate for women’s progress as our foremothers did, but the discovery and amplification of a diversity of women’s voices is still a significant gap that we can help address through the Seneca Women Podcast Network and app.”",3,"50, 93, 71","diversity, gender gap, gender equality",PG - Seneca Women and Founding Partner P&G Launch New Podcast Network to Amplify Women's Voices Worldwide  - 09-Jan-20 - BW.pdf
Procter & Gamble,Photo/Multimedia,"P&G and Sesame Workshop Partner to Promote Gender Equality  Tuesday, September 19, 2017 10:00:00 AM (GMT) | As part of a larger commitment to advancing gender equality worldwide, P&G is also sponsoring new Sesame programming featuring Chamki, a vibrant 5-year-old girl Muppet who lives on Galli Galli Sim Sim , the Indian version of Sesame Street . The Growing Up Chamki  series will explore issues of gender equity in child-relevant ways, with girls and boys role-playing different careers and family roles. This aims to teach girls and boys alike that they can aspire to be anything they want to be. The new content will be made available to Sesame Street  co-productions around the world. | “Sesame and P&G have a shared commitment to eliminating gender-biased barriers to education for girls,” said Carolyn Tastad, P&G Group President, North America. “Sesame has a long history of promoting gender equality and diversity through its programming, and the impact their content has on social norms and attitudes is undeniable. We are proud to work with Sesame to spark conversations that can motivate change. We want to set a new expectation that values girls’ education so that boys and girls can reach their full potential.”",3,"16, 97, 85",gender equality,"PG, 05L8RY - P&G and Sesame Workshop Partner to Promote Gender Equality - 19-Sep-17 - BW.pdf"
Procter & Gamble,Photo/Multimedia,"In Sport and for Gender Equality, One Win Leads to Another  Thursday, August 11, 2016 01:00:00 PM (GMT) | Olympic Champion and IOC Member Nawal Moutawakel said: “The IOC is looking forward to continue working jointly with UN Women to advance gender equality, in particular through this One Win Leads to Another project, as it concerns the next generation of women. As an athlete and a woman, I know something about the power of sport. I have seen it in my own life. Sport touched my life and totally changed it. It gave me strength and self-confidence to overcome many barriers in my life.” | Kaillana, Marcelly and Adrielle, who are now teenagers, are part of the target generation for the Sustainable Development Goals. The set of Goals adopted by all UN Member States to end poverty, protect the planet and ensure prosperity for all by 2030, cannot be accomplished without achieving gender equality and women’s empowerment. ‘One Win Leads to Another’ contributes to generate agents of change to lead the realization of this development agenda in their communities, and in their societies.",3,"18, 85, 78",gender equality,"PG, 064L7Y - In Sport and for Gender Equality, One Win Leads to Another - 11-Aug-16 - BW.pdf"
Procter & Gamble,"Product/Service, Photo/Multimedia","Marking the launch of this new commitment during a panel at the World Economic Forum in Davos, P&G and Always brought together international experts and leading figures to discuss solutions to securing the future of young women through education and skill development within the context of the current refugee crisis. Participants included Carolyn Tastad, Gender Equality Executive Sponsor and Group President of North America, P&G, Gülser Corat, Director of the Division for Gender Equality, UNESCO, Lliam Findlay, Policy | L-R: Lliam Findlay – Policy and Advocacy Adviser to the CEO, Save the Children; Tanya Beckett – Presenter, BBC News; Gülsar Corat – Director of the Division for Gender Equality, UNESCO; Carolyn Tastad – Gender Equality Executive Sponsor, P&G; Maurice Levy – CEO, Publicis Groupe (Photo: Business Wire) | education to more than 17 million girls around the world every year, and furthers P&G’s focus on and commitment to gender equality. It extends our existing partnership with UNESCO which has provided much- needed support to girls in Senegal and Nigeria to help them stay in school. | Removing social and family barriers is important to ensuring girls have the confidence to grow and thrive. That’s why these efforts include training and education of parents and community members on topics including girls’ right to education, the role of women in society, and the importance of gender equality. The programmes aim to reach around 1000 girls and young women. | Carolyn Tastad, Gender Equality Executive Sponsor and Group President of North America, P&G adds: “At P&G, we believe girls and women are a force for positive change in the world. Growing their knowledge and skills builds confidence and unleashes their full potential and power. Our commitment today as P&G and through our Always brand contributes to our aspiration to build a better world for all of us — a world free of gender bias.""",5,"78, 48, 47, 60, 74",gender equality,"PG, 06X6M8 - P&G and its Always Brand Announce Commitment to Changing the World of Refugee Girls - 17-Jan-17 - BW.pdf"
Procter & Gamble,"Photo/Multimedia, Corporate Social Responsibility, Nonprofit, Product/Service, Contract/Agreement","to inspire change,” said Allison Tummon Kamphuis, P&G Global Program Leader for Gender Equality and CSDW.",1,16,gender equality,"PG, DIS, 0FRRPP - P&G, National Geographic and Global Citizen Launch Groundbreaking Series, ACTIVATE THE GLOBAL CITIZEN MOVEMENT To Drive Action ... - 05-Sep-19 - BW.pdf"
Progressive Insurance,Human Interest Groups,"New Diversity and Inclusion Report Tells Story of Company's Workforce and Culture | Also today, Progressive published a report outlining its diversity and inclusion efforts.  This report highlights Progressive's accomplishments, summarizes its opportunities and showcases its talent.  In addition, the report includes the results of a companywide pay equity analysis and states that for Progressive employees with similar performance, experience, and job responsibilities, women earn at least $1 for every  $1 earned by men and people of color earn at least $1 for every  $1 earned by their white coworkers. The report is available at www.progressive.com/about/diversity-and-inclusion/ | ""Our focus on diversity and inclusion and pay equity aren't new at Progressive,"" said Chief Human Resource Officer, Lori Niederst. ""Our company culture and our reputation for treating our people fairly are big drivers of our success.  We recognize this and work very hard to maintain this competitive advantage.  We published this report to tell our story to our customers, shareholders and Progressive people.""",3,"12, 83, 64",Diversity and Inclusion,"PGR - Progressive Appoints First Female Board Chair, Announces Gender and Race Pay Equity - 14-May-18 - PRN.pdf"
,,,0,0,,PGR - Progressive Corp.(PGR-US) Schedules Investor Relations Conference Call for 28-February-2019 130 PM ET - 23-Jan-19 - FCSTEV.pdf
Progressive Group of Insurance Companies,Award,"“At Progressive, diversity is an essential part of creating a dynamic workforce and an outstanding environment for our employees, and it is crucial in providing exceptional service to our customers,” said Tiffany Collins, who spearheads Progressive's diversity and inclusion employee resource group efforts."" It’s an honor to again receive this recognition from LATINA Style magazine.”",1,55,Diversity and Inclusion,"PGR, PGR - Car Insurance Company Progressive Ranks in Top 50 Best Places to Work for Latinas Two Years in a Row - 30-Aug-11 - BW.pdf"
Planet Fitness,"Corporate Social Responsibility, Human Interest Groups","""Our partnership with Planet Fitness, and our alliance with STOMP Out Bullying and the Yale Center for Emotional Intelligence, gives Boys & Girls Clubs the critical resources needed to recognize, address and combat bullying experienced by our teen members,"" said Jennifer Bateman, vice president of health, wellness and gender equality at Boys & Girls Clubs of America. ""Social and emotional well-being is an essential component to one's overall health and wellness. The Judgement Free Generation is ensuring that our teens have what they need to put them on the path to a great future.""",1,94,gender equality,"PLNT, 064FF0 - Planet Fitness And Its Franchisees Raise More Than $1 Million For Boys & Girls Clubs of America And STOMP Out Bullying To Support ... - 19-Dec-16 - PRN.pdf"
PNC Financial Services Group,"Corporate Social Responsibility, Human Interest Groups","To learn more about diversity and inclusion at PNC or for additional information on PNC's Hispanic Heritage Month celebrations, visit www.pnc.com/diversity or email  diversity@pnc.com.",1,24,Diversity and Inclusion,PNC - PNC Celebrates Hispanic Heritage Month - 16-Sep-13 - PRN.pdf
PNC Financial Services Group,"Corporate Social Responsibility, Human Interest Groups","""PNC remains committed to our focus on diversity and inclusion, which allows us to better serve the needs of our diverse employees, customers and communities and ultimately helps drive business success,"" said Marsha Jones , chief diversity officer, PNC. ""Our continued support of community PRIDE events gives us the unique opportunity to strengthen our existing partnerships, deepen our customer relationships and engage our LGBT employees and their allies."" | - Local sponsorships reflect PNC's commitment to diversity and inclusion - | PITTSBURGH, May 30, 2013 /PRNewswire/ -- The PNC Financial Services Group (NYSE: PNC) will celebrate the diversity of its employees and customers by recognizing Lesbian, Gay, Bisexual and Transgender (LGBT) PRIDE Month.",3,"68, 11, 32","Diversity and Inclusion, Chief Diversity Officer, diversity",PNC - PNC Celebrates LGBT PRIDE Month Across 16 Communities - 30-May-13 - PRN.pdf
PNC Financial Services Group,"Corporate Social Responsibility, Human Interest Groups","""By recognizing Hispanic Heritage Month in ways that reflect and resonate with the communities we serve, we are one step closer to creating a more inclusive environment,"" said Marsha Jones , chief diversity officer, PNC. ""This year we celebrate Hispanic Heritage Month with more events than ever before."" | - Events in 17 cities mark PNC's commitment to diversity and inclusion - | To learn more about diversity and inclusion at PNC or for additional information on attending PNC celebrations of Hispanic Heritage Month, visit www.pnc.com/diversity or email  diversity@pnc.com.",3,"48, 13, 26","Diversity and Inclusion, Chief Diversity Officer",PNC - PNC Commemorates Hispanic Heritage Month - 14-Sep-12 - PRN.pdf
"The PNC Financial Services Group, Inc.","Corporate Social Responsibility, Human Interest Groups, Public Safety","""Today's announcement is just one step toward PNC furthering its commitments and building on the meaningful work that the company has done in this space,"" Demchak said. ""Diversity and Inclusion are fundamental tenets of PNC's culture. We are also committed to an intensified focus on the recruitment, retention and advancement of African American talent; a more comprehensive and sustained effort to create a more inclusive culture at PNC; and a focus on internal systems to improve racial equality.",1,78,Diversity and Inclusion,PNC - PNC Commits More Than $1 Billion To Help End Systemic Racism And Support Economic Empowerment Of African Americans And Low- And Moderate-In... - 18-Jun-20 - PRN.pdf
"PNC Financial Services Group, Inc.","Earnings, Dividends & Forecasts","""Each of these three new members of PNC's board of directors have achieved significant leadership experience and business expertise within different industries and disciplines, and adding them to our board positions PNC well for continued strength and growth as our business evolves,"" said William S. Demchak, PNC's chairman, president and chief executive officer. ""We are committed to intentionally building diverse, high-performing teams at all levels, and the addition of these directors ensures that our board continues to reflect our core value of diversity and inclusion, which makes our board and our company stronger.""",1,93,Diversity and Inclusion,PNC - PNC Increases Board Of Directors Appoints Three New Members - 03-Jan-19 - PRN.pdf
"PNC Financial Services Group, Inc.","Corporate Social Responsibility, Human Interest Groups","Diversity and Inclusion | PNC enhanced its maternity and parental leave benefits by granting eligible new parents of any gender six weeks of fully paid leave for birth or adoption. It also grants eligible birth mothers an additional 10 weeks of fully paid maternity leave. For the fourth consecutive year, the Human Rights Campaign (HRC) named PNC among the Best Places to Work for LGBT Equality. PNC was accepted into Working Mother magazine's 100 Best Companies Hall of Fame for achieving 15 years as a Working Mother 100 Best Company.",2,"3, 86","Diversity and Inclusion, parental leave",PNC - PNC Meets 30 Percent Carbon Reduction Goal Ahead Of Plan - 22-Mar-17 - PRN.pdf
PNC Bank,"Corporate Social Responsibility, Human Interest Groups","""For PNC, Black History Month is more than just a month-long celebration. Valuing diversity is part of our culture,"" said Marsha Jones , chief diversity officer, PNC. ""By recognizing Black History Month in ways that best represent our communities, we hope to bring together individuals, families, business leaders and PNC employees."" | To learn more about diversity and inclusion at PNC or for additional information on attending PNC celebrations of Black History Month, visit http://www.pnc.com/diversity or email  diversity@pnc.com.",2,"51, 26","Diversity and Inclusion, Chief Diversity Officer",PNC - PNC Recognizes Black History Month With Events in 12 Cities Civil Rights Bus Tour - 01-Feb-12 - PRN.pdf
PNC Financial Services Group,"Corporate Social Responsibility, Human Interest Groups","""For PNC, diversity and inclusion is a business imperative,"" said  Marsha Jones , chief diversity officer, PNC. ""That's why we take pride in recognizing the many achievements of African-Americans to our nation and to society during Black History Month. Through these events, we hope to bring individuals, families, business and civic leaders and PNC employees together in celebration."" | To learn more about diversity and inclusion at PNC or for additional information on attending PNC celebrations of Black History Month, visit www.pnc.com/diversity or email  diversity@pnc.com.   | ""America I Am"" exhibition – a salute to local African-American contributions, with several activities planned at the Harvey B. Gantt Center in Charlotte. ""Geoffrey & Carmen:  A Memoir in Four Movements."" An exhibition in  Chicago featuring dozens of paintings, sculptures, photographs, costumes, books and designs of Tony Award winner Geoffrey Holder and his Black History Month Lifetime Achievement Award-winning wife, dancer/actress/choreographer Carmen DeLavallade. A series of information programs to support the ""Women Hold Up Half the Sky"" exhibit honoring women from around the globe who have changed their lives through education, economics and self- determination at Cincinnati's National Underground Railroad Freedom Center. Conversations with Dr. James Johnson on the contributions of African-Americans to  North Carolina's economy, taking place in Raleigh. ""Of Ebony Embers"" explores the life and times of four African-Americans who helped shape the Harlem Renaissance, scheduled at the University of Baltimore's Vernon & Lucy Wright Theatre. A panel discussion in  Washington, D.C. will share some of the untold stories and hidden treasures about the pivotal events that marked the nation's capital to coincide with the 150th anniversary of the Emancipation Proclamation, the 50th anniversary of the Civil Rights Movement and the March on Washington. A ""Greatest Stories Never Told"" event in  Indianapolis featuring Jesse Russell, considered the ""Father of 2G Communications,"" an inventor and one of the visionaries whose innovative perspectives profoundly influenced the wireless communications industry. ""From Bach to the Blues,"" a musical journey at various locations in  Newark, N.J., throughout the month. The legacy of Chuck Cooper, the first African-American drafted into the NBA, will be honored in Pittsburgh.  A special Duquesne University basketball game and luncheon will recognize members of the Pittsburgh community for their contributions in leadership, diversity and community service. Two panel discussions in Philadelphia featuring members of the Tuskegee Airmen.",3,"58, 26, 298","Diversity and Inclusion, Chief Diversity Officer, diversity",PNC - PNC Recognizes Black History Month With Events In 17 Cities - 01-Feb-13 - PRN.pdf
PNC Financial Services Group,Human Interest Groups,"""For PNC it simply makes good business sense to support diverse programs and initiatives, like Hispanic Heritage Month,"" said Marsha Jones , chief diversity officer for PNC. ""Supporting the Hispanic community helps to deepen our relationships with customers, better compete for top talent and further engage our employees and communities."" | To learn more about diversity and inclusion at PNC or for additional information on attending PNC celebrations of Hispanic Heritage Month, visit www.pnc.com/diversity or email  diversity@pnc.com.",2,"50, 26","Diversity and Inclusion, Chief Diversity Officer",PNC - PNC Recognizes Hispanic Heritage Month With Events and Sponsorships Nationwide - 13-Sep-11 - PRN.pdf
PNC Bank,Human Interest Groups,"""Recognizing history and heritage months helps us build a more inclusive environment while positively impacting our business and the communities we serve,"" said Marsha Jones , chief diversity officer, PNC. ""This year we celebrate Pride Month with events in seven cities—more than ever before."" | - Events in seven cities mark PNC's commitment to diversity and inclusion - | To learn more about diversity and inclusion at PNC or for additional information on attending PNC celebrations of LGBT Pride Month, visit www.pnc.com/diversity or email  diversity@pnc.com.",3,"44, 13, 26","Diversity and Inclusion, Chief Diversity Officer",PNC - PNC Recognizes LGBT Pride Month With Community Sponsorships - 01-Jun-12 - PRN.pdf
,,,0,0,,"PNC - The PNC Financial Services Group, Inc.(PNC-US) Schedules Annual General Meeting for 24-April-2018 1100 AM ET - 01-Mar-18 - FCSTEV.pdf"
,,,0,0,,"PNC - The PNC Financial Services Group, Inc.(PNC-US) Schedules Annual General Meeting for 25-April-2017 1100 AM ET - 21-Feb-17 - FCSTEV.pdf"
"Prudential Financial, Inc.","Corporate Social Responsibility, Human Interest Groups","Aviel Waxman, 18, of  Glendale, Ariz., a senior at Desert Heights Preparatory Academy, helps educate and raise awareness of domestic violence and sexual assault through social media and fundraising, publishing three posts a week with statistics, news stories and resources for people experiencing abuse and assault. He established both a campus organization and a curriculum about the dating violence that affects one in three teens, and plans to undergo the training to teach a course himself.",1,76,sexual assault,PRU - Arizona's Top Youth Volunteers Of 2019 Selected By National Program - 05-Feb-19 - PRN.pdf
"Prudential Financial, Inc.","Corporate Social Responsibility, Human Interest Groups","Michelle, a junior at Dos Pueblos High School, is the founder and CEO of a nonprofit organization comprised of more than 100 students in California, New Jersey  and British Columbia who work to help girls and women around the world overcome poverty and gender inequality. In 2015, a friend of Michelle's returned from a trip to Guatemala and showed her pictures of girls living in poverty. ""I was touched so profoundly because those girls were my age,"" said Michelle. ""Their stories opened my eyes to the spectrum of privilege we live in, and I realized that geographical situations alone can change the course of our entire lives and future."" | Allison Loo, 17, of  Dublin, Calif., a senior at Dublin High School, is the founder of the ""Plushies Aimed to Comfort Hearts (PATCH)"" club at her school, leading 70 members to collect hundreds of stuffed animals and books and volunteer in a number of ways to support abused children. Allison, inspired to start the club by the beloved stuffed bunny she received from a support center after reporting her own childhood sexual abuse, also secured a city grant to host a child abuse prevention awareness campaign at her school.",2,"109, 89","sexual abuse, gender inequality",PRU - California's Top Youth Volunteers Of 2018 Selected By National Program - 06-Feb-18 - PRN.pdf
"Prudential Financial, Inc.","Corporate Social Responsibility, Human Interest Groups","Leslie Miller, 16, of  Arvada, Colo., a junior at Ralston Valley High School, has collected and donated more than 125 gently-used leotards for gymnasts in need through her ""Leos With Love"" foundation, in addition to raising awareness about how to protect girls from sexual abuse. Leslie was inspired to serve by her experience being molested by a coach, and by a tornado that devastated a community where she'd just competed.",1,70,sexual abuse,PRU - Colorado's Top Youth Volunteers Of 2018 Selected By National Program - 06-Feb-18 - PRN.pdf
"Prudential Financial, Inc.","Survey, Photo/Multimedia","Diversity and financial wellness: Prudential study explores financial lives of Americans by race, gender, sexual identity, caregiver status  Tuesday, December 11, 2018 01:00:00 PM (GMT) | “The journey to financial wellness is deeply personal,” said Lata Reddy, Prudential’s senior vice president, Diversity, Inclusion & Impact. “While there are common experiences that tie us all together, there are also distinct factors that are unique to our individual journeys that impact the ultimate destination. These factors need to be clearly understood for true progress to be made. The first step is to actively listen to the voices in our communities, and it is in this spirit that this research was conducted.”",2,"25, 83",diversity,"PRU - Diversity and financial wellness Prudential study explores financial lives of Americans by race, gender, sexual identity, caregiver status - 11-Dec-18 - BW.pdf"
Prudential Financial,Award,"Kelsey, an eighth grader at Piney Grove Middle School, sold more than $14,000 worth of silicone wristbands to help the Rape, Abuse and Incest National Network (RAINN) respond to a recent surge in call volume from victims of sexual violence. After hearing about the allegations of sexual abuse at Penn State University, Kelsey, whose parents are both Penn State alumni, felt she needed to do something to help survivors of sexual assaults. “I want to make sure this never happens again,” she explained.",1,83,sexual assault,PRU - Georgia's Top Two Youth Volunteers Selected in 18th Annual National Awards Program - 05-Feb-13 - BW.pdf
"Prudential Financial, Inc.","Corporate Social Responsibility, Human Interest Groups","Vivian Zhao, 18, of  Naperville, Illinois, a senior at Naperville Central High School, co-founded and runs ""All Hearts Count,"" a nonprofit organization that has donated six WoManikin attachments for CPR ""manikins""— CPR training dummies traditionally shaped like male bodies — to help students learn how to administer CPR on women; she has also organized several fundraisers in addition to raising awareness of her cause. Vivian started this project after learning that, due to factors including sexual harassment concerns, women are 15 percent less likely to receive CPR than men in public.",1,91,sexual harassment,PRU - Illinois' Top Youth Volunteers Of 2020 Selected By National Program - 04-Feb-20 - PRN.pdf
Prudential Financial,Award,"horror of sexual crime while volunteering in the District Attorney’s office, hosted a silent auction event for two years in a row to raise the funds that helped to continue and expand counseling and other programs offered by the center. | Logan Brown, 17, of Eudora, Kan. , a junior at Lawrence Free State High School, raised more than $10,000 to support the GaDuGi SafeCenter, a local haven for victims of sexual violence. Luke, who first saw the",2,"40, 37","sexual violence, sexual crime",PRU - Kansas' Top Two Youth Volunteers Selected in 18th Annual National Awards Program - 05-Feb-13 - BW.pdf
Prudential Financial,Award,"During her time in the DA’s office, Logan also saw many cases of sexual assault. “I met many victims and witnessed the emotional and physical toll of sexual violence,” she said. “I saw that crimes of sexual violence have an especially large impact on the lives of victims and their families. It’s heartbreaking.” Determined to help, Logan began volunteering at the GaDuGi SafeCenter, which provides support and services to those affected by sexual violence. Upon learning that the center was having difficulty funding its children’s program, Logan planned a silent auction to raise money for it. Each year now, she reserves a venue for this event, recruits others to help, secures food and item donations, and advertises. The more than $20,000 that’s resulted from her auctions have enabled GaDuGi to reach out and provide more services to people affected by sexual violence. | Logan, a senior at Free State High School, initiated an annual silent auction that has raised more than $20,000 over the past three years for a local organization that provides services to victims of sexual violence and their families. Logan, who aspires to be a prosecutor someday, began volunteering with her local District Attorney’s office in 2008. While there, she discovered that a majority of criminal cases involved alcohol or illegal substances, so she decided to put together a school presentation and website to educate people in her community about the dangers of substance abuse.",2,"142, 95","sexual violence, sexual assault",PRU - Kansas' Top Two Youth Volunteers Selected in 19th Annual National Awards Program - 11-Feb-14 - BW.pdf
Prudential Financial Inc.,Award,"“This award reflects the diverse and inclusive culture of Prudential,” said Michele Green, vice president and chief diversity officer for Prudential, who accepted last year’s award at the 17th annual LATINA  Style Awards Lunch and Diversity Leaders Conference in February. “We believe that our approach to diversity and inclusion is a strategic growth driver as it is integrated into the way we do business, the way we support diverse communities, and the way we recruit, develop and engage our employees. And for us, that’s how we will win in the marketplace.” | “Prudential is in the business of people and we understand that diversity and inclusion is smart business,” said Green. “To get the best ideas from employees of all backgrounds requires creating a company culture that allows people to bring their best every day.”",2,"91, 43","Diversity and Inclusion, Chief Diversity Officer",PRU - LATINA Style ranks Prudential Financial as a top 10 company for Hispanic women - 21-Sep-15 - BW.pdf
"Prudential Financial, Inc.","Corporate Social Responsibility, Human Interest Groups","Lilly started by attending weekly meetings and leadership conferences, where she helped brainstorm projects that could make her community a healthier place. Over the years, she has worked on many different health and wellness initiatives dealing with topics such as domestic violence, substance abuse, nutrition, gender equality and sexually transmitted diseases. Her most significant project was the production of an award- winning public service announcement designed to educate classmates about the dangers of smoking. Lilly and fellow board members researched the topic and then spent more than 200 hours scripting, filming and editing the PSA, which has now been seen by young people across Maine. ""My work with SHAB has fostered my love of advocacy and volunteerism, showing me that my voice matters and that I am able to create change not only in my life but in others' lives as well,"" said Lilly.",1,144,domestic violence,PRU - Maine's Top Youth Volunteers Of 2018 Selected By National Program - 06-Feb-18 - PRN.pdf
