who_wrote_the_piece,subject,relevant_text,paragraphs,words,keywords,path
"LifeLock, Inc.",Product/Service,"In the wake of the latest data breach news and the fact that the personal records of more than 85 million people was exposed in 2014 alone, LifeLock, Inc. (NYSE: LOCK) released a new identity theft risk calculator to help consumers assess their risk and adjust their behavior accordingly. The calculator, which can be found at http://www.lifelock.com/risk-calculator/, asks consumers questions ranging from their habits related to changing their online passwords to whether they take steps to safeguard their postal mail. Based on the answers provided, the tool provides specific follow-up steps consumers can take that may help lower their identity theft risk.",1,102,data breach,"LOCK, LOCK - LifeLock Announces Launch of Free Identity Theft Risk Assessment Calculator - 06-Feb-15 - BW.pdf"
LifeLock,Product/Service,"LifeLock Introduces Identity Theft Protection for Enterprise Data Breach Response Plans  Monday, November 17, 2014 01:00:00 PM (GMT) | LifeLock, Inc. (NYSE: LOCK), an industry leader in proactive identity theft protection, introduced a new service for organizations to integrate identity theft protection into their data breach response plans. LifeLock Data Breach Service enables organizations to rapidly activate LifeLock if they are exposed by a data breach and help protect their customers or employees from identity fraud. | “The number of significant data breaches over the last year shows that it’s nearly impossible to protect against a data breach,” said Don Beck, senior vice president of Enterprise Sales and Alliances for LifeLock. “The LifeLock Data Breach Service gives companies an emergency plan, with no set-up cost and at discounted rates, so that they can act quickly to help safeguard affected customers or employees from identity theft and protect their reputations.” | LifeLock has provided breach response services for enterprises for several years, and this new service is designed to help organizations plan their response to data breaches. LifeLock Data Breach Service establishes a pre-negotiated plan to mobilize LifeLock identity theft protection for any customers or employees exposed by a future breach at a discounted rate. Companies do not pay for the service unless a breach occurs and the service is activated. Additionally, LifeLock does not sell members’ data to outside parties. | Identity theft protection for customers is an important part of a checklist for companies developing data- breach crisis plans. A recent study by Forrester Consulting showed that one in three individuals who were notified that their personal information was part of a data breach reported that they experienced identity theft.1 | Beck added, “We learned through conversations with companies in a variety of industries that the vast majority of time and resources are spent on breach prevention. This means that identity protection for customers is often an afterthought. The new LifeLock Data Breach Service offers a way for companies to plan for a breach so that they are prepared to move quickly to help protect their customers and their reputation.” | LifeLock Data Breach Service includes:",7,"18, 57, 72, 80, 50, 69, 5",data breach,"LOCK, LOCK - LifeLock Introduces Identity Theft Protection for Enterprise Data Breach Response Plans - 17-Nov-14 - BW.pdf"
,Product / Services Announcement,"The LifeLock Facebook page also provides consumers an opportunity to defend themselves with knowledge. Followers can find the latest identity theft stories and news of what advocates like LifeLock, law enforcement and elected officials are doing to protect consumers from becoming victims of identity theft. Fans are alerted about breaking news of identity theft reports, the latest data breaches including tips and advice on how to stay protected and can even submit a request for an identity theft expert to present at their next group meeting.",1,86,data breach,"LOCK, LOCK - LifeLock Unveils New Facebook App - 'LifeLock for Life' - 12-Nov-12 - PMZ.pdf"
LifeLock,Survey,"So what does a criminal need to file a fake tax return? Unbeknownst to many, all a thief needs is a person’s Social Security number, name, and date of birth to file a fake tax return. This information is often stolen from data breaches and email phishing scams.",1,48,data breach,"LOCK, TBP.E - Some Americans Confess They'd Rather Get a Root Canal Than Do Their Taxes - 05-Apr-17 - BW.pdf"
"Lexmark International, Inc.","Earnings, Dividends & Forecasts","""Safe Harbor"" Statement under the Private Securities Litigation Reform Act of 1995: Statements in this release which are not historical facts are forward-looking and involve risks and uncertainties which may cause the company's actual results or performance to be materially different from the results or performance expressed or implied by the forward-looking statements. Factors that may impact such forward-looking statements include, but are not limited to, continued economic uncertainty related to volatility of the global economy; uncertainty as a result of U.S. federal government automatic budget cuts required pursuant to the sequester that took effect in March 2013; failure to successfully integrate newly acquired businesses; fluctuations in foreign currency exchange rates; decreased supplies consumption; possible changes in the size of expected restructuring costs, charges, and savings; inability to execute the company's strategy to become an end-to-end solutions provider; market acceptance of new products; inability to realize all of the anticipated benefits of the company's acquisitions; aggressive pricing from competitors and resellers; changes in the company's tax provisions or tax liabilities; the inability to develop new products and enhance existing products to meet customer needs on a cost competitive basis; reliance on international production facilities, manufacturing partners and certain key suppliers; increased investment to support product development and marketing; the financial failure or loss of business with a key customer or reseller; periodic variations affecting revenue and profitability; excessive inventory for the company's reseller channel; failure to manage inventory levels or production capacity; credit risk associated with the company's customers, channel partners, and investment portfolio; entrance into the market of additional competitors focused on imaging and software solutions, including enterprise content management, intelligent capture and business process management solutions; inability to perform under managed print services contracts; increased competition in the aftermarket supplies business; fees on the company's products or litigation costs required to protect the company's rights; inability to obtain and protect the company's intellectual property rights and defend against claims of infringement and/or anticompetitive conduct; the outcome of litigation or regulatory proceedings to which the company may be a party; unforeseen cost impacts as a result of new legislation; the inability to attract, retain and motivate key employees; changes in a country's political or economic conditions; the failure of information technology systems, including data breaches or cyber attacks; disruptions at important points of exit and entry and distribution centers; business disruptions; terrorist acts; acts of war or other political conflicts; or the outbreak of a communicable disease; and other risks described in the company's Securities and Exchange Commission filings. The company undertakes no obligation to update any forward-looking statement.",1,430,data breach,LXK - Lexmark announces change in pension accounting method and accrual for legal contingency - 07-Jan-14 - PRN.pdf
"Lexmark International, Inc.",,"Safe Harbor Statements in this release which are not historical facts are forward-looking and involve risks and uncertainties which may cause the company's actual results or performance to be materially different from the results or performance expressed or implied by the forward-looking statements. Factors that may impact such forward-looking statements include, but are not limited to, Lexmark may not be able to complete the proposed transaction on the terms described herein or other acceptable terms or at all because of a number of factors, including without limitation (1) the occurrence of any event, change or other circumstances that could give rise to the expected timing of completion or termination of the Merger Agreement, (2) the failure to obtain the requisite approval of Lexmark's shareholders or the failure to satisfy the other closing conditions, (3) risks related to disruption of management's attention from Lexmark's ongoing business operations due to the pending transaction and (4) the effect of the announcement of the pending transaction on the ability of Lexmark to retain and hire key personnel, maintain relationships with its customers and suppliers, and maintain its operating results and business generally; fluctuations in foreign currency exchange rates; decreased supplies consumption; excessive inventory for the company's reseller channel; aggressive pricing from competitors and resellers; failure to successfully integrate newly acquired businesses; inability to realize all of the anticipated benefits of the company's acquisitions; failure to manage inventory levels or production capacity; possible changes in the size of expected restructuring costs, charges, and savings; market acceptance of new products; continued economic uncertainty related to volatility of the global economy; inability to execute the company's strategy to become an end-to-end solutions provider; changes in the company's tax provisions or tax liabilities; periodic variations affecting revenue and profitability; the failure of information technology systems, including data breaches or cyberattacks; the inability to develop new products and enhance existing products to meet customer needs on a cost competitive basis; reliance on international production facilities, manufacturing partners and certain key suppliers; business disruptions; increased competition in the aftermarket supplies business; inability to obtain and protect the company's intellectual property rights and defend against claims of infringement and/or anticompetitive conduct; ineffective internal controls; customer demands and new regulations related to conflict-free minerals; fees on the company's products or litigation costs required to protect the company's rights; inability to perform under managed print services contracts; terrorist acts; acts of war or other political conflicts; increased investment to support product development and marketing; the financial failure or loss of business with a key customer or reseller; credit risk associated with the company's customers, channel partners, and investment portfolio; the outcome of litigation or regulatory proceedings to which the company may be a party; unforeseen cost impacts as a result of new legislation; changes in a country's political or economic conditions; disruptions at important points of exit and entry and distribution centers; and other risks described in the company's Securities and Exchange Commission filings. The company undertakes no obligation to update any forward- looking statement.",1,502,data breach,LXK - Lexmark announces date of first quarter 2016 earnings release - 26-Apr-16 - PRN.pdf
"Lexmark International, Inc.",,"management, intelligent capture and business process management solutions; inability to perform under managed print services contracts; increased competition in the aftermarket supplies business; fees on Lexmark's products or litigation costs required to protect Lexmark's rights; inability to obtain and protect Lexmark's intellectual property rights and defend against claims of infringement and/or anticompetitive conduct; the outcome of litigation or regulatory proceedings to which Lexmark may be a party; unforeseen cost impacts as a result of new legislation; the inability to attract, retain and motivate key employees; changes in a country's political or economic conditions; the failure of information technology systems, including data breaches or cyber attacks; disruptions at important points of exit and entry and distribution centers; business disruptions; terrorist acts; acts of war or other political conflicts; or the outbreak of a communicable disease; and other risks described in Lexmark's Securities and Exchange Commission filings. Lexmark undertakes no obligation to update any forward-looking statement.",1,154,data breach,LXK - Lexmark announces redemption of notes - 01-Mar-13 - PRN.pdf
"Lexmark International, Inc.","Acquisitions, Mergers & Takeovers","""Safe Harbor"" Statement under the Private Securities Litigation Reform Act of 1995: Statements in this release which are not historical facts are forward-looking and involve risks and uncertainties which may cause the company's actual results or performance to be materially different from the results or performance expressed or implied by the forward-looking statements. Factors that may impact such forward-looking statements include, but are not limited to, continued economic uncertainty related to volatility of the global economy; inability to execute the company's strategy to become an end-to-end solutions provider; uncertainty as a result of a slowdown in government spending; decreased supplies consumption; failure to successfully integrate newly acquired businesses; fluctuations in foreign currency exchange rates; inability to realize all of the anticipated benefits of the company's acquisitions; possible changes in the size of expected restructuring costs, charges, and savings; market acceptance of new products; aggressive pricing from competitors and resellers; changes in the company's tax provisions or tax liabilities; the inability to develop new products and enhance existing products to meet customer needs on a cost competitive basis; reliance on international production facilities, manufacturing partners and certain key suppliers; increased investment to support product development and marketing; the financial failure or loss of business with a key customer or reseller; periodic variations affecting revenue and profitability; excessive inventory for the company's reseller channel; failure to manage inventory levels or production capacity; credit risk associated with the company's customers, channel partners, and investment portfolio; entrance into the market of additional competitors focused on office printing and imaging and software solutions, including enterprise content management, business process management, document output management, intelligent data capture and search; inability to perform under managed print services contracts; increased competition in the aftermarket supplies business; fees on the company's products or litigation costs required to protect the company's rights; inability to obtain and protect the company's intellectual property rights and defend against claims of infringement and/or anticompetitive conduct; the outcome of litigation or regulatory proceedings to which the company may be a party; unforeseen cost impacts as a result of new legislation; the inability to attract, retain and motivate key employees; changes in a country's political or economic conditions; the failure of information technology systems, including data breaches or cyber attacks; disruptions at important points of exit and entry and distribution centers; business disruptions; terrorist acts; acts of war or other political conflicts; or the outbreak of a communicable disease; and other risks described in the company's",1,410,data breach,LXK - Lexmark announces results of ReadSoft tender offer - 08-Sep-14 - PRN.pdf
"Lexmark International, Inc.","Earnings, Dividends & Forecasts","""Safe Harbor"" Statement under the Private Securities Litigation Reform Act of 1995: Statements in this release which are not historical facts are forward-looking and involve risks and uncertainties which may cause the company's actual results or performance to be materially different from the results or performance expressed or implied by the forward-looking statements. Factors that may impact such forward-looking statements include, but are not limited to, the company's announcement to explore strategic alternatives may not realize the anticipated benefits of enhancing shareholder value as well as such announcement potentially impacting customer decision making, including delayed or lost orders, inability to attract, retain and motivate key employees, and other business continuity; fluctuations in foreign currency exchange rates; decreased supplies consumption; excessive inventory for the company's reseller channel; aggressive pricing from competitors and resellers; failure to successfully integrate newly acquired businesses; inability to realize all of the anticipated benefits of the company's acquisitions; failure to manage inventory levels or production capacity; possible changes in the size of expected restructuring costs, charges, and savings; market acceptance of new products; continued economic uncertainty related to volatility of the global economy; inability to execute the company's strategy to become an end-to-end solutions provider; changes in the company's tax provisions or tax liabilities; periodic variations affecting revenue and profitability; the failure of information technology systems, including data breaches or cyberattacks; the inability to develop new products and enhance existing products to meet customer needs on a cost competitive basis; reliance on international production facilities, manufacturing partners and certain key suppliers; business disruptions; increased competition in the aftermarket supplies business; inability to obtain and protect the company's intellectual property rights and defend against claims of infringement and/or anticompetitive conduct;",1,282,data breach,"LXK - Lexmark declares quarterly dividend, announces date of fourth quarter and full year 2015 earnings release - 18-Feb-16 - PRN.pdf"
"Lexmark International, Inc.",New Products & Services,1 According to 2012 Sarbanes-Oxley Compliance Survey. 2 According to June 2012 report Information Security & Data Breach Report . Dollar value specific to numbers reported in Q1 of 2012.,1,30,data breach,LXK - Lexmark mitigates security risks with new solution - 15-Nov-12 - PRN.pdf
"Lexmark International, Inc.",Offerings,"suppliers; increased investment to support product development and marketing; the financial failure or loss of business with a key customer or reseller; periodic variations affecting revenue and profitability; excessive inventory for Lexmark's reseller channel; failure to manage inventory levels or production capacity; credit risk associated with Lexmark's customers, channel partners, and investment portfolio; entrance into the market of additional competitors focused on imaging and software solutions, including enterprise content management, intelligent capture and business process management solutions; inability to perform under managed print services contracts; increased competition in the aftermarket supplies business; fees on Lexmark's products or litigation costs required to protect Lexmark's; inability to obtain and protect Lexmark's intellectual property rights and defend against claims of infringement and/or anticompetitive conduct; the outcome of litigation or regulatory proceedings to which Lexmark may be a party; unforeseen cost impacts as a result of new legislation; the inability to attract, retain and motivate key employees; changes in a country's political or economic conditions; the failure of information technology systems, including data breaches or cyber attacks; disruptions at important points of exit and entry and distribution centers; business disruptions; terrorist acts; acts of war or other political conflicts; or the outbreak of a communicable disease; and other risks described in Lexmark's Securities and Exchange Commission filings. Lexmark undertakes no obligation to update any forward-looking statement.",1,222,data breach,LXK - Lexmark prices $400 million debt offering - 28-Feb-13 - PRN.pdf
"Lexmark International, Inc.","Conference Call Announcements, Earnings, Dividends & Forecasts","content management, business process management, document output management, intelligent data capture and search; inability to perform under managed print services contracts; increased competition in the aftermarket supplies business; fees on the company's products or litigation costs required to protect the company's rights; inability to obtain and protect the company's intellectual property rights and defend against claims of infringement and/or anticompetitive conduct; the outcome of litigation or regulatory proceedings to which the company may be a party; unforeseen cost impacts as a result of new legislation; the inability to attract, retain and motivate key employees; changes in a country's political or economic conditions; the failure of information technology systems, including data breaches or cyber attacks; disruptions at important points of exit and entry and distribution centers; business disruptions; terrorist acts; acts of war or other political conflicts; or the outbreak of a communicable disease; and other risks described in the company's Securities and Exchange Commission filings. The company undertakes no obligation to update any forward- looking statement.",1,166,data breach,LXK - Lexmark reports first quarter results - 22-Apr-14 - PRN.pdf
"Lexmark International, Inc.","Conference Call Announcements, Earnings, Dividends & Forecasts","""Safe Harbor"" Statement under the Private Securities Litigation Reform Act of 1995: Statements in this release which are not historical facts are forward-looking and involve risks and uncertainties which may cause the company's actual results or performance to be materially different from the results or performance expressed or implied by the forward-looking statements. Factors that may impact such forward-looking statements include, but are not limited to, continued economic uncertainty related to volatility of the global economy; inability to execute the company's strategy to become an end-to-end solutions provider; market acceptance of new products; inability to realize all of the anticipated benefits of the company's acquisitions; failure to successfully integrate newly acquired businesses; fluctuations in foreign currency exchange rates; decreased supplies consumption; possible changes in the size of expected restructuring costs, charges, and savings; aggressive pricing from competitors and resellers; changes in the company's tax provisions or tax liabilities; the inability to develop new products and enhance existing products to meet customer needs on a cost competitive basis; reliance on international production facilities, manufacturing partners and certain key suppliers; increased investment to support product development and marketing; the financial failure or loss of business with a key customer or reseller; periodic variations affecting revenue and profitability; excessive inventory for the company's reseller channel; failure to manage inventory levels or production capacity; credit risk associated with the company's customers, channel partners, and investment portfolio; entrance into the market of additional competitors focused on imaging and software solutions, including enterprise content management, intelligent capture and business process management solutions; inability to perform under managed print services contracts; increased competition in the aftermarket supplies business; fees on the company's products or litigation costs required to protect the company's rights; inability to obtain and protect the company's intellectual property rights and defend against claims of infringement and/or anticompetitive conduct; the outcome of litigation or regulatory proceedings to which the company may be a party; unforeseen cost impacts as a result of new legislation; the inability to attract, retain and motivate key employees; changes in a country's political or economic conditions; the failure of information technology systems, including data breaches or cyber attacks; disruptions at important points of exit and entry and distribution centers; business disruptions; terrorist acts; acts of war or other political conflicts; or the outbreak of a communicable disease; and other risks described in the company's Securities and Exchange Commission filings. The company undertakes no obligation to update any forward-looking statement.",1,408,data breach,LXK - Lexmark reports first quarter results - 23-Apr-13 - PRN.pdf
"Lexmark International, Inc.","Earnings, Dividends & Forecasts","market acceptance of new products; continued economic uncertainty related to volatility of the global economy; inability to execute the company's strategy to become an end-to-end solutions provider; changes in the company's tax provisions or tax liabilities; periodic variations affecting revenue and profitability; the failure of information technology systems, including data breaches or cyberattacks; the inability to develop new products and enhance existing products to meet customer needs on a cost competitive basis; reliance on international production facilities, manufacturing partners and certain key suppliers; business disruptions; increased competition in the aftermarket supplies business; inability to obtain and protect the company's intellectual property rights and defend against claims of infringement and/or anticompetitive conduct; ineffective internal controls; customer demands and new regulations related to conflict-free minerals; fees on the company's products or litigation costs required to protect the company's rights; inability to perform under managed print services contracts; terrorist acts; acts of war or other political conflicts; increased investment to support product development and marketing; the financial failure or loss of business with a key customer or reseller; credit risk associated with the company's customers, channel partners, and investment portfolio; the outcome of litigation or regulatory proceedings to which the company may be a party; unforeseen cost impacts as a result of new legislation; changes in a country's political or economic conditions; disruptions at important points of exit and entry and distribution centers; and other risks described in the company's Securities and Exchange Commission filings. The company undertakes no obligation to update any forward- looking statement.",1,253,data breach,LXK - Lexmark reports first quarter results - 27-Apr-16 - PRN.pdf
"Lexmark International, Inc.","Conference Call Announcements, Earnings, Dividends & Forecasts","""Safe Harbor"" Statement under the Private Securities Litigation Reform Act of 1995: Statements in this release which are not historical facts are forward-looking and involve risks and uncertainties which may cause the company's actual results or performance to be materially different from the results or performance expressed or implied by the forward-looking statements. Factors that may impact such forward-looking statements include, but are not limited to, fluctuations in foreign currency exchange rates; failure to successfully integrate newly acquired businesses; continued economic uncertainty related to volatility of the global economy; inability to execute the company's strategy to become an end-to-end solutions provider; decreased supplies consumption; possible changes in the size of expected restructuring costs, charges, and savings; market acceptance of new products; aggressive pricing from competitors and resellers; changes in the company's tax provisions or tax liabilities; excessive inventory for the company's reseller channel; failure to manage inventory levels or production capacity; periodic variations affecting revenue and profitability; inability to realize all of the anticipated benefits of the company's acquisitions; the failure of information technology systems, including data breaches or cyberattacks; the inability to develop new",1,185,data breach,LXK - Lexmark reports first quarter results - 28-Apr-15 - PRN.pdf
"Lexmark International, Inc.","Conference Call Announcements, Earnings, Dividends & Forecasts","market of additional competitors focused on office printing and imaging and software solutions, including enterprise content management, business process management, document output management, intelligent data capture and search; inability to perform under managed print services contracts; increased competition in the aftermarket supplies business; fees on the company's products or litigation costs required to protect the company's rights; inability to obtain and protect the company's intellectual property rights and defend against claims of infringement and/or anticompetitive conduct; the outcome of litigation or regulatory proceedings to which the company may be a party; unforeseen cost impacts as a result of new legislation; the inability to attract, retain and motivate key employees; changes in a country's political or economic conditions; the failure of information technology systems, including data breaches or cyber attacks; disruptions at important points of exit and entry and distribution centers; business disruptions; terrorist acts; acts of war or other political conflicts; or the outbreak of a communicable disease; and other risks described in the company's Securities and Exchange Commission filings. The company undertakes no obligation to update any forward-looking statement.",1,180,data breach,LXK - Lexmark reports fourth quarter and full year 2013 results - 28-Jan-14 - PRN.pdf
"Lexmark International, Inc.","Earnings, Dividends & Forecasts","release which are not historical facts are forward-looking and involve risks and uncertainties which may cause the company's actual results or performance to be materially different from the results or performance expressed or implied by the forward-looking statements. Factors that may impact such forward-looking statements include, but are not limited to, the company's announcement to explore strategic alternatives may not realize the anticipated benefits of enhancing shareholder value as well as such announcement potentially impacting customer decision making, including delayed or lost orders, inability to attract, retain and motivate key employees, and other business continuity; fluctuations in foreign currency exchange rates; decreased supplies consumption; excessive inventory for the company's reseller channel; aggressive pricing from competitors and resellers; failure to successfully integrate newly acquired businesses; inability to realize all of the anticipated benefits of the company's acquisitions; failure to manage inventory levels or production capacity; possible changes in the size of expected restructuring costs, charges, and savings; market acceptance of new products; continued economic uncertainty related to volatility of the global economy; inability to execute the company's strategy to become an end-to-end solutions provider; changes in the company's tax provisions or tax liabilities; periodic variations affecting revenue and profitability; the failure of information technology systems, including data breaches or cyberattacks; the inability to develop new products and enhance existing products to meet customer needs on a cost competitive basis; reliance on international production facilities, manufacturing partners and certain key suppliers; business disruptions; increased competition in the aftermarket supplies business; inability to obtain and protect the company's intellectual property rights and defend against claims of infringement and/or anticompetitive conduct; ineffective internal controls; customer demands and new regulations related to conflict-free minerals; fees on the company's products or litigation costs required to protect the company's rights; inability to perform under managed print services contracts; terrorist acts; acts of war or other political conflicts; increased investment to support product development and marketing; the financial failure or loss of business with a key customer or reseller; credit risk associated with the company's customers, channel partners, and investment portfolio; the outcome of litigation or regulatory proceedings to which the company may be a party; unforeseen cost impacts as a result of new legislation; changes in a country's political or economic conditions; disruptions at important points of exit and entry and distribution centers; and other risks described in the company's Securities and Exchange Commission filings. The company undertakes no obligation to update any forward- looking statement.",1,409,data breach,LXK - Lexmark reports fourth quarter and full year results - 23-Feb-16 - PRN.pdf
"Lexmark International, Inc.","Acquisitions, Mergers & Takeovers, Conference Call Announcements, Earnings, Dividends & Forecasts","""Safe Harbor"" Statement under the Private Securities Litigation Reform Act of 1995: Statements in this release which are not historical facts are forward-looking and involve risks and uncertainties which may cause the company's actual results or performance to be materially different from the results or performance expressed or implied by the forward-looking statements. Factors that may impact such forward-looking statements include, but are not limited to, fluctuations in foreign currency exchange rates; failure to successfully integrate newly acquired businesses; continued economic uncertainty related to volatility of the global economy; inability to execute the company's strategy to become an end-to-end solutions provider; decreased supplies consumption; inability to realize all of the anticipated benefits of the company's acquisitions; possible changes in the size of expected restructuring costs, charges, and savings; market acceptance of new products; aggressive pricing from competitors and resellers; changes in the company's tax provisions or tax liabilities; the inability to develop new products and enhance existing products to meet customer needs on a cost competitive basis; reliance on international production facilities, manufacturing partners and certain key suppliers; increased investment to support product development and marketing; the financial failure or loss of business with a key customer or reseller; periodic variations affecting revenue and profitability; excessive inventory for the company's reseller channel; failure to manage inventory levels or production capacity; credit risk associated with the company's customers, channel partners, and investment portfolio; entrance into the market of additional competitors focused on office printing and imaging and software solutions, including enterprise content management, business process management, document output management, intelligent data capture and search; inability to perform under managed print services contracts; increased competition in the aftermarket supplies business; fees on the company's products or litigation costs required to protect the company's rights; inability to obtain and protect the company's intellectual property rights and defend against claims of infringement and/or anticompetitive conduct; the outcome of litigation or regulatory proceedings to which the company may be a party; unforeseen cost impacts as a result of new legislation; the inability to attract, retain and motivate key employees; changes in a country's political or economic conditions; the failure of information technology systems, including data breaches or cyber attacks; disruptions at important points of exit and entry and distribution centers; business",1,376,data breach,LXK - Lexmark reports fourth quarter and full year results - 27-Jan-15 - PRN.pdf
"Lexmark International, Inc.","Conference Call Announcements, Earnings, Dividends & Forecasts, Restructurings & Recapitalizations","""Safe Harbor"" Statement under the Private Securities Litigation Reform Act of 1995: Statements in this release which are not historical facts are forward-looking and involve risks and uncertainties which may cause the company's actual results or performance to be materially different from the results or performance expressed or implied by the forward-looking statements. Factors that may impact such forward-looking statements include, but are not limited to, fluctuations in foreign currency exchange rates; failure to successfully integrate newly acquired businesses; inability to realize all of the anticipated benefits of the company's acquisitions; possible changes in the size of expected restructuring costs, charges, and savings; market acceptance of new products; continued economic uncertainty related to volatility of the global economy; inability to execute the company's strategy to become an end-to-end solutions provider; decreased supplies consumption; aggressive pricing from competitors and resellers; changes in the company's tax provisions or tax liabilities; excessive inventory for the company's reseller channel; failure to manage inventory levels or production capacity; periodic variations affecting revenue and profitability; the failure of information technology systems, including data breaches or cyberattacks; the inability to develop new products and enhance existing products to meet customer needs on a cost competitive basis; reliance on international production facilities, manufacturing partners and certain key suppliers; business disruptions; increased competition in the aftermarket supplies business; inability to obtain and protect the company's intellectual property rights and defend against claims of infringement and/or anticompetitive conduct; ineffective internal controls; customer demands and new regulations related to conflict-free minerals; fees on the company's products or litigation costs required to protect the company's rights; inability to perform under managed print services contracts; the inability to attract, retain and motivate key employees; terrorist acts; acts of war or other political conflicts; increased investment to support product development and marketing; the financial failure or loss of business with a key customer or reseller; credit risk associated with the company's customers, channel partners, and investment portfolio; the outcome of litigation or regulatory proceedings to which the company may be a party; unforeseen cost impacts as a result of new legislation; changes in a country's political or economic conditions; disruptions at important points of exit and entry and distribution centers; and other risks described in the company's Securities and Exchange Commission filings. The company undertakes no obligation to update any forward-looking statement.",1,388,data breach,LXK - Lexmark reports second quarter results - 21-Jul-15 - PRN.pdf
"Lexmark International, Inc.","Conference Call Announcements, Earnings, Dividends & Forecasts","""Safe Harbor"" Statement under the Private Securities Litigation Reform Act of 1995: Statements in this release which are not historical facts are forward-looking and involve risks and uncertainties which may cause the company's actual results or performance to be materially different from the results or performance expressed or implied by the forward-looking statements. Factors that may impact such forward-looking statements include, but are not limited to, continued economic uncertainty related to volatility of the global economy; inability to execute the company's strategy to become an end-to-end solutions provider; uncertainty as a result of a slowdown in government spending; decreased supplies consumption; failure to successfully integrate newly acquired businesses; fluctuations in foreign currency exchange rates; inability to realize all of the anticipated benefits of the company's acquisitions; possible changes in the size of expected restructuring costs, charges, and savings; market acceptance of new products; aggressive pricing from competitors and resellers; changes in the company's tax provisions or tax liabilities; the inability to develop new products and enhance existing products to meet customer needs on a cost competitive basis; reliance on international production facilities, manufacturing partners and certain key suppliers; increased investment to support product development and marketing; the financial failure or loss of business with a key customer or reseller; periodic variations affecting revenue and profitability; excessive inventory for the company's reseller channel; failure to manage inventory levels or production capacity; credit risk associated with the company's customers, channel partners, and investment portfolio; entrance into the market of additional competitors focused on office printing and imaging and software solutions, including enterprise content management, business process management, document output management, intelligent data capture and search; inability to perform under managed print services contracts; increased competition in the aftermarket supplies business; fees on the company's products or litigation costs required to protect the company's rights; inability to obtain and protect the company's intellectual property rights and defend against claims of infringement and/or anticompetitive conduct; the outcome of litigation or regulatory proceedings to which the company may be a party; unforeseen cost impacts as a result of new legislation; the inability to attract, retain and motivate key employees; changes in a country's political or economic conditions; the failure of information technology systems, including data breaches or cyber attacks; disruptions at important points of exit and entry and distribution centers; business disruptions; terrorist acts; acts of war or other political conflicts; or the outbreak of a communicable disease; and other risks described in the company's Securities and Exchange Commission filings. The company undertakes no obligation to update any forward- looking statement.",1,426,data breach,LXK - Lexmark reports second quarter results - 22-Jul-14 - PRN.pdf
"Lexmark International, Inc.","Conference Call Announcements, Earnings, Dividends & Forecasts","under managed print services contracts; increased competition in the aftermarket supplies business; fees on the company's products or litigation costs required to protect the company's rights; inability to obtain and protect the company's intellectual property rights and defend against claims of infringement and/or anticompetitive conduct; the outcome of litigation or regulatory proceedings to which the company may be a party; unforeseen cost impacts as a result of new legislation; the inability to attract, retain and motivate key employees; changes in a country's political or economic conditions; the failure of information technology systems, including data breaches or cyber attacks; disruptions at important points of exit and entry and distribution centers; business disruptions; terrorist acts; acts of war or other political conflicts; or the outbreak of a communicable disease; and other risks described in the company's Securities and Exchange Commission filings. The company undertakes no obligation to update any forward-looking statement.",1,149,data breach,LXK - Lexmark reports second quarter results - 23-Jul-13 - PRN.pdf
"Lexmark International, Inc.","Earnings, Dividends & Forecasts","Safe Harbor  Statements in this release which are not historical facts are forward-looking and involve risks and uncertainties which may cause the company's actual results or performance to be materially different from the results or performance expressed or implied by the forward-looking statements. Factors that may impact such forward-looking statements include, but are not limited to, Lexmark may not be able to complete the proposed transaction on the terms described herein or other acceptable terms or at all because of a number of factors, including without limitation (i) the occurrence of any event, change or other circumstances that could give rise to the expected timing of completion or termination of the Merger Agreement, (ii) failure to satisfy the other closing conditions, (iii) risks related to disruption of management's attention from Lexmark's ongoing business operations due to the pending transaction and (iv) the effect of the announcement of the pending transaction on the ability of Lexmark to retain and hire key personnel, maintain relationships with its customers and suppliers, and maintain its operating results and business generally; fluctuations in foreign currency exchange rates; decreased supplies consumption; excessive inventory for the company's reseller channel; aggressive pricing from competitors and resellers; failure to successfully integrate newly acquired businesses; inability to realize all of the anticipated benefits of the company's acquisitions; failure to manage inventory levels or production capacity; possible changes in the size of expected restructuring costs, charges, and savings; market acceptance of new products; continued economic uncertainty related to volatility of the global economy; inability to execute the company's strategy to become an end-to-end solutions provider; changes in the company's tax provisions or tax liabilities; periodic variations affecting revenue and profitability; the failure of information technology systems, including data breaches or cyberattacks; the inability to develop new products and enhance existing products to meet customer needs on a cost competitive basis; reliance on international production facilities, manufacturing partners and certain key suppliers; business disruptions; increased competition in the aftermarket supplies business; inability to obtain and protect the company's intellectual property rights and defend against claims of infringement and/or anticompetitive conduct; ineffective internal controls; customer demands and new regulations related to conflict-free minerals; fees on the company's products or litigation costs required to protect the company's rights; inability to perform under managed print services contracts; terrorist acts; acts of war or other political conflicts; increased investment to support product development and marketing; the financial failure or loss of business with a key customer or reseller; credit risk associated with the company's customers, channel partners, and investment portfolio; the outcome of litigation or regulatory proceedings to which the company may be a party; unforeseen cost impacts as a result of new legislation; changes in a country's political or economic conditions; disruptions at important points of exit and entry and distribution centers; and other risks described in the company's Securities and Exchange Commission filings. The company undertakes no obligation to update any forward-looking statement.",1,489,data breach,LXK - Lexmark reports second quarter results - 29-Jul-16 - PRN.pdf
