who_wrote_the_piece,subject,relevant_text,paragraphs,words,keywords,path
"Domino's Pizza, Inc.","Conference Call Announcements, Earnings, Dividends & Forecasts","initiatives; the strength of our brand, including our ability to compete in the U.S. and internationally in our intensely competitive industry, including the food service and food delivery markets; our ability to manage difficulties associated with or related to the COVID-19 pandemic and the effects of COVID-19 on our business and supply chain; the impact of social media and other consumer-oriented technologies on our business, brand and reputation; new product, digital ordering and concept developments by us, and other food-industry competitors; the impact of new or improved technologies and alternative methods of delivery on consumer behavior; our ability to maintain good relationships with and attract new franchisees, and franchisees' ability to profitably manage their operations without negatively impacting our brand's reputation; our ability to successfully implement cost-saving strategies; our ability and that of our franchisees to successfully operate in the current and future credit environment; changes in the level of consumer spending given general economic conditions, including interest rates, energy prices and consumer confidence; our ability and that of our franchisees to open new restaurants and keep existing restaurants in operation; changes in operating expenses resulting from changes in prices of food (particularly cheese), fuel and other commodity costs, labor, utilities, insurance, employee benefits and other operating costs; the impact that widespread illness, health epidemics or general health concerns, severe weather conditions and natural disasters may have on our business and the economies of the countries where we operate; changes in foreign currency exchange rates; our ability to retain or replace our executive officers and other key members of management and our ability to adequately staff our stores and supply chain centers with qualified personnel; our ability to find and/or retain suitable real estate for our stores and supply chain centers; changes in government legislation and regulations, including changes in laws and regulations regarding information privacy, payment methods consumer protection and social media; adverse legal judgments or settlements; food-borne illness or contamination of products; data breaches, power loss, technological failures, user error or other cyber risks threatening us or our franchisees; the effect of war, terrorism, catastrophic events or climate change; our ability to pay dividends and repurchase shares; changes in consumer preferences, spending and traffic patterns and demographic trends; actions by activist investors; changes in accounting policies; and adequacy of our insurance coverage. In light of these risks, uncertainties and assumptions, the forward-looking events discussed in this press release might not occur. All forward-looking statements speak only as of the date of this press release and should be evaluated with an understanding of their inherent uncertainty. Except as required under federal securities laws and the rules and regulations of the Securities and Exchange Commission, or other applicable law, we will not undertake, and specifically disclaim, any obligation to publicly update or revise any forward-looking statements to reflect events or circumstances arising after the date of this press release, whether as a result of new information, future events or otherwise. You are cautioned not to place undue reliance on the forward-looking statements included in this press release or that may be made elsewhere from time to time by, or on behalf of, us. All forward-looking statements attributable to us are expressly qualified by these cautionary statements.",1,536,data breach,DPZ - Domino's Pizza® Announces First Quarter 2020 Financial Results and Business Update - 23-Apr-20 - PRN.pdf
Domino's Pizza,"Conference Call Announcements, Earnings, Dividends & Forecasts","This press release contains various forward-looking statements about the Company within the meaning of the Private Securities Litigation Reform Act of 1995 (the ""Act"") that are based on current management expectations that involve substantial risks and uncertainties which could cause actual results to differ materially from the results expressed in, or implied by, these forward-looking statements. The following cautionary statements are being made pursuant to the provisions of the Act and with the intention of obtaining the benefits of the ""safe harbor"" provisions of the Act. You can identify forward-looking statements by the use of words such as ""anticipates,"" ""believes,"" ""could,"" ""should,"" ""estimates,"" ""expects,"" ""intends,"" ""may,"" ""will,"" ""plans,"" ""predicts,"" ""projects,"" ""seeks,"" ""approximately,"" ""potential,"" ""outlook"" and similar terms and phrases that concern our strategy, plans or intentions, including references to assumptions. These forward-looking statements address various matters including information concerning future results of operations and business strategy, our anticipated profitability, estimates in same store sales growth, the growth of our domestic and international business, ability to service our indebtedness, our future cash flows, our operating performance, trends in our business and other descriptions of future events reflect the Company's expectations based upon currently available information and data. While we believe these expectations and projections are based on reasonable assumptions, such forward-looking statements are inherently subject to risks, uncertainties and assumptions. Important factors that could cause actual results to differ materially from our expectations are more fully described in our other filings with the Securities and Exchange Commission, including under the section headed ""Risk Factors"" in our annual report on Form 10- K. Actual results may differ materially from those expressed or implied in the forward-looking statements as a result of various factors, including but not limited to: our substantial increased indebtedness as a result of the 2015 Recapitalization and the 2017 Recapitalization and our ability to incur additional indebtedness or refinance that indebtedness in the future; our future financial performance and our ability to pay principal and interest on our indebtedness; the effectiveness of our advertising, operations and promotional initiatives; the strength of our brand, including our ability to compete domestically and internationally in our intensely competitive industry; new product, digital ordering and concept developments by us, and other food-industry competitors; our ability to maintain good relationships with our franchisees and their ongoing level of profitability; our ability to successfully implement cost-saving strategies; our ability and that of our franchisees to successfully operate in the current and future credit environment; changes in the level of consumer spending given general economic conditions, including interest rates, energy prices and consumer confidence; our ability and that of our franchisees to open new restaurants and keep existing restaurants in operation; changes in operating expenses resulting from changes in prices of food (particularly cheese), fuel and other commodity costs, labor, utilities, insurance, employee benefits and other operating costs; the impact that widespread illness or general health concerns, severe weather conditions and natural disasters may have on our business and the economies of the countries where we operate; changes in foreign currency exchange rates; our ability to retain or replace our executive officers and other key members of management and our ability to adequately staff our stores and supply chain centers with qualified personnel; our ability to find and/or retain suitable real estate for our stores and supply chain centers; changes in government legislation and regulations, including changes in our effective tax rate; adverse legal judgments or settlements; food-borne illness or contamination of products; data breaches or other cyber risks; the effect of war, terrorism or catastrophic events; our ability to pay dividends and repurchase shares; changes in consumer preferences, spending and traffic patterns and demographic trends; changes in accounting policies; and adequacy of our insurance coverage. In light of these risks, uncertainties and assumptions, the forward-looking events discussed in this press release might not occur.  All forward-looking statements speak only as of the date of this press release and should be evaluated with an understanding of their inherent uncertainty. Except as required under federal securities laws and the rules and regulations of the Securities and Exchange Commission, we will not undertake and specifically decline any obligation to publicly update or revise any forward-looking statements to reflect events or circumstances arising after the date of this press release, whether as a result of new information, future events or otherwise.  You are cautioned not to place undue reliance on the forward-looking statements included in this press release or that may be made elsewhere from time to time by, or on behalf of, us. All forward-looking statements attributable to us are expressly qualified by these cautionary statements.",1,768,data breach,DPZ - Domino's Pizza® Announces Fourth Quarter and Fiscal 2017 Financial Results - 20-Feb-18 - PRN.pdf
"Domino's Pizza, Inc.","Conference Call Announcements, Earnings, Dividends & Forecasts","impact that widespread illness or general health concerns, severe weather conditions and natural disasters may have on our business and the economies of the countries where we operate; changes in foreign currency exchange rates; our ability to retain or replace our executive officers and other key members of management and our ability to adequately staff our stores and supply chain centers with qualified personnel; our ability to find and/or retain suitable real estate for our stores and supply chain centers; changes in government legislation and regulations, including changes in laws and regulations regarding information privacy and consumer protection; adverse legal judgments or settlements; food-borne illness or contamination of products; data breaches, power loss, technological failures, user error or other cyber risks; the effect of war, terrorism or catastrophic events; our ability to pay dividends and repurchase shares; changes in consumer preferences, spending and traffic patterns and demographic trends; changes in accounting policies; and adequacy of our insurance coverage. In light of these risks, uncertainties and assumptions, the forward-looking events discussed in this press release might not occur.  All forward-looking statements speak only as of the date of this press release and should be evaluated with an understanding of their inherent uncertainty. Except as required under federal securities laws and the rules and regulations of the Securities and Exchange Commission, or other applicable law, we will not undertake, and specifically disclaim, any obligation to publicly update or revise any forward-looking statements to reflect events or circumstances arising after the date of this press release, whether as a result of new information, future events or otherwise.  You are cautioned not to place undue reliance on the forward-looking statements included in this press release or that may be made elsewhere from time to time by, or on behalf of, us. All forward-looking statements attributable to us are expressly qualified by these cautionary statements.",1,310,data breach,DPZ - Domino's Pizza® Announces Fourth Quarter and Fiscal 2018 Financial Results - 21-Feb-19 - PRN.pdf
"Domino's Pizza, Inc.","Conference Call Announcements, Earnings, Dividends & Forecasts, Restructurings & Recapitalizations","the Private Securities Litigation Reform Act of 1995 (the ""Act"") that are based on current management expectations that involve substantial risks and uncertainties which could cause actual results to differ materially from the results expressed in, or implied by, these forward-looking statements. The following cautionary statements are being made pursuant to the provisions of the Act and with the intention of obtaining the benefits of the ""safe harbor"" provisions of the Act. You can identify forward-looking statements by the use of words such as ""anticipates,"" ""believes,"" ""could,"" ""should,"" ""estimates,"" ""expects,"" ""intends,"" ""may,"" ""will,"" ""plans,"" ""predicts,"" ""projects,"" ""seeks,"" ""approximately,"" ""potential,"" ""outlook"" and similar terms and phrases that concern our strategy, plans or intentions, including references to assumptions. These forward-looking statements address various matters including information concerning future results of operations and business strategy, our anticipated profitability, estimates in same store sales growth, the growth of our U.S. and international business, ability to service our indebtedness, our future cash flows, our operating performance, trends in our business and other descriptions of future events reflect the Company's expectations based upon currently available information and data. While we believe these expectations and projections are based on reasonable assumptions, such forward-looking statements are inherently subject to risks, uncertainties and assumptions. Important factors that could cause actual results to differ materially from our expectations are more fully described in our filings with the Securities and Exchange Commission, including under the section headed ""Risk Factors"" in our Annual Report on Form 10-K. Actual results may differ materially from those expressed or implied in the forward-looking statements as a result of various factors, including but not limited to: our substantial increased indebtedness as a result of our recapitalization transactions and our ability to incur additional indebtedness or refinance or renegotiate key terms of that indebtedness in the future; the impact a downgrade in our credit rating may have on our business, financial condition and results of operations; our future financial performance and our ability to pay principal and interest on our indebtedness; the effectiveness of our advertising, operations and promotional initiatives; the strength of our brand, including our ability to compete in the U.S. and internationally in our intensely competitive industry, including the food service and food delivery markets; the impact of social media and other consumer-oriented technologies on our business, brand and reputation; new product, digital ordering and concept developments by us, and other food-industry competitors; the impact of new or improved technologies and alternative methods of delivery on consumer behavior; our ability to maintain good relationships with and attract new franchisees, and franchisees' ability to successfully manage their operations without negatively impacting our royalty payments and fees or our brand's reputation; our ability to successfully implement cost-saving strategies; our ability and that of our franchisees to successfully operate in the current and future credit environment; changes in the level of consumer spending given general economic conditions, including interest rates, energy prices and consumer confidence; our ability and that of our franchisees to open new restaurants and keep existing restaurants in operation; changes in operating expenses resulting from changes in prices of food (particularly cheese), fuel and other commodity costs, labor, utilities, insurance, employee benefits and other operating costs; the impact that widespread illness, health epidemics or general health concerns, severe weather conditions and natural disasters may have on our business and the economies of the countries where we operate; changes in foreign currency exchange rates; our ability to retain or replace our executive officers and other key members of management and our ability to adequately staff our stores and supply chain centers with qualified personnel; our ability to find and/or retain suitable real estate for our stores and supply chain centers; changes in government legislation and regulations, including changes in laws and regulations regarding information privacy, payment methods consumer protection and social media; adverse legal judgments or settlements; food-borne illness or contamination of products; data breaches, power loss, technological failures, user error or other cyber risks threatening us or our franchisees; the effect of war, terrorism, catastrophic events or climate change; our ability to pay dividends and repurchase shares; changes in consumer preferences, spending and traffic patterns and demographic trends; actions by activist investors; changes in accounting policies; and adequacy of our insurance coverage. In light of these risks, uncertainties and assumptions, the forward-looking events discussed in this press release might not occur. All forward-looking statements speak only as of the date of this press release and should be evaluated with an understanding of their inherent uncertainty. Except as required under federal securities laws and the rules and regulations of the Securities and Exchange Commission, or other applicable law, we will not undertake, and specifically disclaim, any obligation to publicly update or revise any forward-looking statements to reflect events or circumstances arising after the date of this press release, whether as a result of new information, future events or otherwise. You are cautioned not to place undue reliance on the forward-looking statements included in this press release or that may be made elsewhere from time to time by, or on behalf of, us. All forward-looking statements attributable to us are expressly qualified by these cautionary statements.",1,860,data breach,DPZ - Domino's Pizza® Announces Fourth Quarter and Fiscal 2019 Financial Results - 20-Feb-20 - PRN.pdf
Domino's Pizza,"Conference Call Announcements, Earnings, Dividends & Forecasts","obtaining the benefits of the ""safe harbor"" provisions of the Act. You can identify forward-looking statements by the use of words such as ""anticipates,"" ""believes,"" ""could,"" ""should,"" ""estimates,"" ""expects,"" ""intends,"" ""may,"" ""will,"" ""plans,"" ""predicts,"" ""projects,"" ""seeks,"" ""approximately,"" ""potential,"" ""outlook"" and similar terms and phrases that concern our strategy, plans or intentions, including references to assumptions. These forward-looking statements address various matters including information concerning future results of operations and business strategy, our anticipated profitability, estimates in same store sales growth, the growth of our domestic and international business, ability to service our indebtedness, our future cash flows, our operating performance, trends in our business and other descriptions of future events reflect the Company's expectations based upon currently available information and data. While we believe these expectations and projections are based on reasonable assumptions, such forward-looking statements are inherently subject to risks, uncertainties and assumptions. Important factors that could cause actual results to differ materially from our expectations are more fully described in our other filings with the Securities and Exchange Commission, including under the section headed ""Risk Factors"" in our annual report on Form 10- K. Actual results may differ materially from those expressed or implied in the forward-looking statements as a result of various factors, including but not limited to: our substantial increased indebtedness as a result of our recapitalization transactions and our ability to incur additional indebtedness or refinance that indebtedness in the future; our future financial performance and our ability to pay principal and interest on our indebtedness; the effectiveness of our advertising, operations and promotional initiatives; the strength of our brand, including our ability to compete domestically and internationally in our intensely competitive industry; new product, digital ordering and concept developments by us, and other food-industry competitors; our ability to maintain good relationships with our franchisees and their ongoing level of profitability; our ability to successfully implement cost-saving strategies; our ability and that of our franchisees to successfully operate in the current and future credit environment; changes in the level of consumer spending given general economic conditions, including interest rates, energy prices and consumer confidence; our ability and that of our franchisees to open new restaurants and keep existing restaurants in operation; changes in operating expenses resulting from changes in prices of food (particularly cheese), fuel and other commodity costs, labor, utilities, insurance, employee benefits and other operating costs; the impact that widespread illness or general health concerns, severe weather conditions and natural disasters may have on our business and the economies of the countries where we operate; changes in foreign currency exchange rates; our ability to retain or replace our executive officers and other key members of management and our ability to adequately staff our stores and supply chain centers with qualified personnel; our ability to find and/or retain suitable real estate for our stores and supply chain centers; changes in government legislation and regulations, including changes in our effective tax rate; adverse legal judgments or settlements; food- borne illness or contamination of products; data breaches or other cyber risks; the effect of war, terrorism or catastrophic events; our ability to pay dividends and repurchase shares; changes in consumer preferences, spending and traffic patterns and demographic trends; changes in accounting policies; and adequacy of our insurance coverage. In light of these risks, uncertainties and assumptions, the forward-looking events discussed in this press release might not occur.  All forward-looking statements speak only as of the date of this press release and should be evaluated with an understanding of their inherent uncertainty. Except as required under federal securities laws and the rules and regulations of the Securities and Exchange Commission, or other applicable law, we will not undertake, and specifically disclaim, any obligation to publicly update or revise any forward-looking statements to reflect events or circumstances arising after the date of this press release, whether as a result of new information, future events or otherwise.  You are cautioned not to place undue reliance on the forward-looking statements included in this press release or that may be made elsewhere from time to time by, or on behalf of, us. All forward-looking statements attributable to us are expressly qualified by these cautionary statements.",1,694,data breach,DPZ - Domino's Pizza® Announces Second Quarter 2018 Financial Results - 19-Jul-18 - PRN.pdf
Domino's Pizza,"Earnings, Dividends & Forecasts","projections are based on reasonable assumptions, such forward-looking statements are inherently subject to risks, uncertainties and assumptions. Important factors that could cause actual results to differ materially from our expectations are more fully described in our filings with the Securities and Exchange Commission, including under the section headed ""Risk Factors"" in our Annual Report on Form 10-K. Actual results may differ materially from those expressed or implied in the forward-looking statements as a result of various factors, including but not limited to: our substantial increased indebtedness as a result of our recapitalization transactions and our ability to incur additional indebtedness or refinance or renegotiate key terms of that indebtedness in the future; the impact a downgrade in our credit rating may have on our business, financial condition and results of operations; our future financial performance and our ability to pay principal and interest on our indebtedness; the effectiveness of our advertising, operations and promotional initiatives; the strength of our brand, including our ability to compete in the U.S. and internationally in our intensely competitive industry; the impact of social media and other consumer-oriented technologies on our business, brand and reputation; new product, digital ordering and concept developments by us, and other food-industry competitors; our ability to maintain good relationships with our franchisees and their ongoing level of profitability; our ability to successfully implement cost-saving strategies; our ability and that of our franchisees to successfully operate in the current and future credit environment; changes in the level of consumer spending given general economic conditions, including interest rates, energy prices and consumer confidence; our ability and that of our franchisees to open new restaurants and keep existing restaurants in operation; changes in operating expenses resulting from changes in prices of food (particularly cheese), fuel and other commodity costs, labor, utilities, insurance, employee benefits and other operating costs; the impact that widespread illness or general health concerns, severe weather conditions and natural disasters may have on our business and the economies of the countries where we operate; changes in foreign currency exchange rates; our ability to retain or replace our executive officers and other key members of management and our ability to adequately staff our stores and supply chain centers with qualified personnel; our ability to find and/or retain suitable real estate for our stores and supply chain centers; changes in government legislation and regulations, including changes in laws and regulations regarding information privacy and consumer protection; adverse legal judgments or settlements; food-borne illness or contamination of products; data breaches, power loss, technological failures, user error or other cyber risks; the effect of war, terrorism or catastrophic events; our ability to pay dividends and repurchase shares; changes in consumer preferences, spending and traffic patterns and demographic trends; changes in accounting policies; and adequacy of our insurance coverage. In light of these risks, uncertainties and assumptions, the forward-looking events discussed in this press release might not occur.  All forward-looking statements speak only as of the date of this press release and should be evaluated with an understanding of their inherent uncertainty. Except as required under federal securities laws and the rules and regulations of the Securities and Exchange Commission, or other applicable law, we will not undertake, and specifically disclaim, any obligation to publicly update or revise any forward-looking statements to reflect events or circumstances arising after the date of this press release, whether as a result of new information, future events or otherwise.  You are cautioned not to place undue reliance on the forward-looking statements included in this press release or that may be made elsewhere from time to time by, or on behalf of, us. All forward-looking statements attributable to us are expressly qualified by these cautionary statements.",1,616,data breach,DPZ - Domino's Pizza® Announces Second Quarter 2019 Financial Results - 16-Jul-19 - PRN.pdf
Domino's Pizza,"Conference Call Announcements, Earnings, Dividends & Forecasts","This press release contains various forward-looking statements about the Company within the meaning of the Private Securities Litigation Reform Act of 1995 (the ""Act"") that are based on current management expectations that involve substantial risks and uncertainties which could cause actual results to differ materially from the results expressed in, or implied by, these forward-looking statements. The following cautionary statements are being made pursuant to the provisions of the Act and with the intention of obtaining the benefits of the ""safe harbor"" provisions of the Act. You can identify forward-looking statements by the use of words such as ""anticipates,"" ""believes,"" ""could,"" ""should,"" ""estimates,"" ""expects,"" ""intends,"" ""may,"" ""will,"" ""plans,"" ""predicts,"" ""projects,"" ""seeks,"" ""approximately,"" ""potential,"" ""outlook"" and similar terms and phrases that concern our strategy, plans or intentions, including references to assumptions. These forward-looking statements address various matters including information concerning future results of operations and business strategy, our anticipated profitability, estimates in same store sales growth, the growth of our domestic and international business, ability to service our indebtedness, our future cash flows, our operating performance, trends in our business and other descriptions of future events reflect the Company's expectations based upon currently available information and data. While we believe these expectations and projections are based on reasonable assumptions, such forward-looking statements are inherently subject to risks, uncertainties and assumptions. Important factors that could cause actual results to differ materially from our expectations are more fully described in our other filings with the Securities and Exchange Commission, including under the section headed ""Risk Factors"" in our annual report on Form 10- K. Actual results may differ materially from those expressed or implied in the forward-looking statements as a result of various factors, including but not limited to: our substantial increased indebtedness as a result of our recapitalization transactions and our ability to incur additional indebtedness or refinance that indebtedness in the future; our future financial performance and our ability to pay principal and interest on our indebtedness; the effectiveness of our advertising, operations and promotional initiatives; the strength of our brand, including our ability to compete domestically and internationally in our intensely competitive industry; new product, digital ordering and concept developments by us, and other food-industry competitors; our ability to maintain good relationships with our franchisees and their ongoing level of profitability; our ability to successfully implement cost-saving strategies; our ability and that of our franchisees to successfully operate in the current and future credit environment; changes in the level of consumer spending given general economic conditions, including interest rates, energy prices and consumer confidence; our ability and that of our franchisees to open new restaurants and keep existing restaurants in operation; changes in operating expenses resulting from changes in prices of food (particularly cheese), fuel and other commodity costs, labor, utilities, insurance, employee benefits and other operating costs; the impact that widespread illness or general health concerns, severe weather conditions and natural disasters may have on our business and the economies of the countries where we operate; changes in foreign currency exchange rates; our ability to retain or replace our executive officers and other key members of management and our ability to adequately staff our stores and supply chain centers with qualified personnel; our ability to find and/or retain suitable real estate for our stores and supply chain centers; changes in government legislation and regulations, including changes in our effective tax rate; adverse legal judgments or settlements; food- borne illness or contamination of products; data breaches or other cyber risks; the effect of war, terrorism or catastrophic events; our ability to pay dividends and repurchase shares; changes in consumer preferences,",1,600,data breach,DPZ - Domino's Pizza® Announces Third Quarter 2018 Financial Results - 16-Oct-18 - PRN.pdf
"Domino's Pizza, Inc.","Conference Call Announcements, Earnings, Dividends & Forecasts","confidence; our ability and that of our franchisees to open new restaurants and keep existing restaurants in operation; changes in operating expenses resulting from changes in prices of food (particularly cheese), fuel and other commodity costs, labor, utilities, insurance, employee benefits and other operating costs; the impact that widespread illness or general health concerns, severe weather conditions and natural disasters may have on our business and the economies of the countries where we operate; changes in foreign currency exchange rates; our ability to retain or replace our executive officers and other key members of management and our ability to adequately staff our stores and supply chain centers with qualified personnel; our ability to find and/or retain suitable real estate for our stores and supply chain centers; changes in government legislation and regulations, including changes in laws and regulations regarding information privacy and consumer protection; adverse legal judgments or settlements; food-borne illness or contamination of products; data breaches, power loss, technological failures, user error or other cyber risks; the effect of war, terrorism or catastrophic events; our ability to pay dividends and repurchase shares; changes in consumer preferences, spending and traffic patterns and demographic trends; changes in accounting policies; and adequacy of our insurance coverage. In light of these risks, uncertainties and assumptions, the forward-looking events discussed in this press release might not occur. All forward-looking statements speak only as of the date of this press release and should be evaluated with an understanding of their inherent uncertainty. Except as required under federal securities laws and the rules and regulations of the Securities and Exchange Commission, or other applicable law, we will not undertake, and specifically disclaim, any obligation to publicly update or revise any forward-looking statements to reflect events or circumstances arising after the date of this press release, whether as a result of new information, future events or otherwise. You are cautioned not to place undue reliance on the forward-looking statements included in this press release or that may be made elsewhere from time to time by, or on behalf of, us. All forward-looking statements attributable to us are expressly qualified by these cautionary statements.",1,356,data breach,DPZ - Domino's Pizza® Announces Third Quarter 2019 Financial Results - 08-Oct-19 - PRN.pdf
Domino's Pizza,,"""Whether its via online, our iPhone app, Android app or any of our AnyWare ordering platforms, one thing is for sure: Domino's makes planning and ordering your game day feast simple,"" said Dennis Maloney, Domino's senior vice president and chief digital officer.",1,42,Chief digital officer,DPZ - Domino's Winning Game Day Strategy Includes 15 Digital Ordering Options - 01-Feb-18 - PRN.pdf
Domino's Pizza,New Products & Services,"""Ordering via Amazon Echo marks Domino's eighth platform in the suite of AnyWare technology,"" said Dennis Maloney, Domino's vice president and chief digital officer. ""We want to continue making ordering pizza as convenient as possible, and this is no exception. Customers can order from anywhere they are, including from the comfort of their couch while watching Sunday's football game.""",1,59,Chief digital officer,DPZ - Domino's® Adds Amazon Echo Ordering Capability in Time for Big Game - 03-Feb-16 - PRN.pdf
Domino's Pizza,,"Dennis Maloney, 48, has been named vice president – chief digital officer. Maloney, who is from  Queens, New York, has been with the company since 2010 as the vice president of multimedia marketing. Maloney has been instrumental in growing Domino's digital sales to approximately 50 percent of its total U.S. sales. He has led the development and launch of Pizza Profiles, Easy Ordering, the iPad, iPhone and Android ordering apps, voice ordering with Dom, and most recently, ordering on smartwatches and via Twitter. Maloney's previous experience includes more than 14 years in marketing and e-commerce at the Coca-Cola Co. and Procter & Gamble Co. In his new role, he will have the expanded responsibility of spreading Domino's digital marketing expertise across the globe.",1,123,Chief digital officer,DPZ - Domino's® Announces Key Leadership Appointments and Promotions - 27-May-15 - PRN.pdf
Domino's Pizza,New Products & Services,"""We understand how much people love using Domino's Tracker, not only to know where their order is in the preparation and delivery process, but also to plan around that much-anticipated pizza arrival,"" said Dennis Maloney, Domino's senior vice president – chief digital officer. ""And now we're empowering customers to unleash their imagination as they create new ways to integrate some of our favorite innovations, like Domino's Tracker, into their everyday lives. Thanks to the endless possibilities of IFTTT Applets, customers will be more connected than ever.""",1,86,Chief digital officer,DPZ - Domino's® Delivers Life Hacks with IFTTT Applets - 01-May-17 - PRN.pdf
Domino's Pizza,New Products & Services,"""We're excited to give our customers a more advanced and easy-to-use ordering process through Amazon Alexa,"" said Dennis Maloney, Domino's senior vice president – chief digital officer. ""Now it's as simple as asking Alexa to order a pizza from Domino's and from there, customizing it to one of our millions of possible combinations – no Pizza Profile needed!""",1,58,Chief digital officer,DPZ - Domino's® Enhances Ordering Capabilities for Amazon Alexa Skill - 01-Aug-17 - PRN.pdf
Domino's Pizza,"New Products & Services, Human Interest Groups","""We know that customers love Domino's Tracker ® and the ability to monitor their orders in the store. Now they will also be able to watch their orders on the way to their house with our delivery tracker,"" said Dennis Maloney, Domino's senior vice president and chief digital officer. ""Customers are not the only ones who love the technology – store managers and delivery experts do as well because of the transparency it provides and how it improves the delivery experience for everyone.""",1,83,Chief digital officer,DPZ - Domino's® GPS Delivery Tracking Technology Expanding into Stores Across the U.S. - 09-Dec-19 - PRN.pdf
Domino's Pizza,"New Products & Services, Human Interest Groups","""We know that customers spend a great deal of time messaging, so we knew the next place we needed to add ordering was via Messenger,"" said Dennis Maloney, Domino's vice president - chief digital officer. ""Messenger allows customers to order conversationally with the help of Domino's bot. We hope this new option will continue to make ordering as simple and as convenient as possible.""",1,64,Chief digital officer,DPZ - Domino's® Launches Messenger Ordering in the U.S. - 15-Sep-16 - PRN.pdf
Domino's Pizza,New Products & Services,"""The Google Assistant on Google Home is the second full-ordering platform to launch on Domino's lineup of AnyWare ordering capabilities this year,"" said Dennis Maloney, Domino's senior vice president – chief digital officer. ""Our in-house technology team has created a simple and convenient ordering experience that is now open to everyone, not just those who have a saved account.""",1,59,Chief digital officer,DPZ - Domino's® Makes Ordering from Google Home Even Easier - 02-Mar-17 - PRN.pdf
Domino's Pizza,,"""Let's face it, sometimes yelling at everyone that pizza is here just doesn't work,"" said  Dennis Maloney, Domino's chief digital officer. ""Domino's virtual dinner bell makes that job easier, as it rings right on everyone's phones, no matter where they are, so that everyone is ready to enjoy their piping-hot pizza together.""",1,52,Chief digital officer,DPZ - Domino's® New Dinner Bell Brings Everyone Together for Pizza Night - 25-Sep-18 - PRN.pdf
Domino's Pizza,New Products & Services,"""Thanks to the AnyWare suite of technology, customers can place their favorite order via text, tweet, TV, smartwatch and more,"" said Dennis Maloney, Domino's vice president – chief digital officer. ""Domino's newest TV commercials showcase celebrities placing orders on their favorite devices, proving that, for every type of personality and in any situation, there's a perfect way to order.""",1,59,Chief digital officer,DPZ - Domino's® Newest TV Campaign Celebrates the Convenience of Ordering from AnyWare - 17-Aug-15 - PRN.pdf
Domino's Pizza,"New Products & Services, Human Interest Groups","""This is the first time Domino's is using AI technology like this,"" said  Dennis Maloney, Domino's chief digital officer. ""It will be running the pizza identification process and is already smart enough to identify all pizza, even if it is a homemade English muffin pizza, a pizza with a hotdog stuffed crust, or a high-end artisan pizza. It can even identify if it's a dog's squeaky pizza toy.""",1,68,Chief digital officer,DPZ - For the Love of Pizza Domino's to Offer Rewards Points for Any Pizza - Even Competitors' - 30-Jan-19 - PRN.pdf
Domino's Pizza,New Products & Services,"""Collaboration on a big project can now carry over to collaborating on a team lunch order,"" said  Dennis Maloney, Domino's senior vice president and chief digital officer. ""We love to make ordering as easy and convenient as possible, and that includes ordering for the workplace. Now you can organize a group lunch with your coworkers down the hall, all from the comfort of your cubicle.""",1,65,Chief digital officer,DPZ - Hungry at Work Now You Can Order Domino's® via Slack - 06-Nov-17 - PRN.pdf
Domino's Pizza,New Products & Services,"""Prior to today, customers with a Pizza Profile were limited to placing their most recent order or Easy Order via Messenger,"" said Dennis Maloney, Domino's senior vice president and chief digital officer. ""Now anyone, especially those watching the big football game, can place any order for any menu item they want – no Pizza Profile needed – thanks to Dom, our enhanced ordering assistant bot.""",1,65,Chief digital officer,DPZ - The Ultimate Game Changer Domino's® Adds Full Ordering on Messenger - 01-Feb-17 - PRN.pdf
Domino's Pizza,New Products & Services,"""We think about how to make digital ordering better all day and all night,"" said  Dennis Maloney, chief digital officer at Domino's. ""Zero-click ordering is a dream come true for us. I'm not saying the idea came to me in a dream (and I'm not saying it didn't), but I challenge someone to dream up an easier way to order.""",1,60,Chief digital officer,DPZ - Zero-Click Ordering from Domino's® -- When One Click Is One Too Many - 06-Apr-16 - PRN.pdf
Domino's Pizza,New Products & Services,"""Ordering via Apple Watch is the latest addition to a growing list of technology that customers can use to place and track their Easy Order from anywhere, at any time, using any device they want,"" said Dennis Maloney, Domino's vice president – chief digital officer. ""Apple Watch marks Domino's ninth platform in the suite of AnyWare™ technology.""",1,57,Chief digital officer,"DPZ, AAPL - Apple Watch Marks Domino's® Newest Way to Order - 17-Feb-16 - PRN.pdf"
