who_wrote_the_piece,subject,relevant_text,paragraphs,words,keywords,path
IBM,New Products & Services,1.   Verizon 2013 Data Breach Investigations Report,1,7,data breach,"IBM - IBM Delivers Disaster Recovery, Security Services to SoftLayer Clients - 14-Apr-14 - PRN.pdf"
IBM,,"""IBM has helped to create an innovative technology architecture solution for our Atlanta United soccer franchise,"" says Jared Miller, chief digital officer, AMB Sports and Entertainment. ""We are proud to have them as our partners for both our Children's Healthcare of Atlanta Training Ground as well as Mercedes- Benz Stadium.""",1,50,Chief digital officer,IBM - IBM Elevates Team Experience at Children's Healthcare of Atlanta Training Ground Home of Atlanta United Football Club - 21-Sep-17 - PRN.pdf
IBM,Corporate Development,"London, England: The two new cloud data centers that opened in  London, England, bring IBM's footprint to five data centers in the country. One additional data center is set to launch this year to keep pace with growing client demand. The new facilities are part of the investment IBM announced in 2016 to triple the company's cloud data center capacity in the UK and reinforces its commitment to the country where clients are continuing to move to the cloud to transform their business operations. To help clients as they prepare for implementation of the General Data Protection Regulations (GDPR), IBM's cloud data centers are designed to be state of the art in terms of privacy and security, providing greater flexibility, transparency and control.",1,123,General data protection regulation,IBM - IBM Expands Global Cloud Data Center Presence with Four New Facilities - 19-Jul-17 - PRN.pdf
IBM Corporation,,"With mobile adoption on the rise, and expected to surpass the human population, data regulations and requirements create complex business scenarios.  For example, requirements for handling mobile data vary by country and region, sometimes creating complex governance scenarios for corporate data moving across borders including the processing of personal data for remote access and storage. One recent example is the new General Data Protection Regulation (GDPR) adopted by the European Union which is expected to be applicable as of May 2018.",1,81,General data protection regulation,IBM - IBM Expands Global Footprint for Mobile Security and Management via the Cloud - 14-Sep-16 - PRN.pdf
IBM,New Products & Services,"""We are always looking for new ways to gain a more holistic view of our clients' campaign data, and design tailored approaches for each ad and marketing tactic,"" said Michael Kaushansky, Chief Data Officer at Havas, a global advertising and marketing consultancy. ""The Watson Data Platform is helping us do just that by quickly connecting offline and online marketing data. For example, we recently kicked off a test for one of our automotive clients, aiming to connect customer data, advertising information in existing systems, and online engagement metrics to better target the right audiences at the right time.""",1,98,chief data officer,IBM - IBM Expands Watson Data Platform to Help Unleash AI for Professionals - 02-Nov-17 - PRN.pdf
IBM,,"The evolving threat and technology landscape has created widely-known challenges with traditional log-in methods that rely heavily on passwords and personal information to authenticate our identities online. In 2017, data breaches exposed personal information, passwords, and even social security numbers for millions of consumers. Additionally, the average internet user in America is managing over 150 online accounts that require a password, which is expected to rise to over 300 accounts in coming years. 5 | ""In the wake of countless data breaches of highly sensitive personal data, there's no longer any doubt that the very information we've used to prove our identities online in the past is now a shared secret in the hands of hackers,"" said Limor Kessem, Executive Security Advisor, IBM Security. ""As consumers are acknowledging the inadequacy of passwords and placing increased priority on security, the time is ripe to adopt more advanced methods that prove identity on multiple levels and can be adapted based on behavior and risk.""",2,"74, 87",data breach,IBM - IBM Future of Identity Study Millennials Poised to Disrupt Authentication Landscape - 29-Jan-18 - PRN.pdf
IBM,,"""Nedbank has a long tradition of using analytics on internal, structured data,"" Patricia Maqetuka, Chief Data Officer, Nedbank Ltd. ""More data is available now than has ever been available before and analytical tooling has undergone rapid evolution in order to keep up. Nedbank has embarked on a journey to start leveraging both internal and external data, creating new data driven business models and new sources of revenue. Thanks to the first IBM Analytics University Live we were exposed to the guidance and counsel of IBM's Elite team. This team helped us to unlock new paradigms about how we think about our analytics and change the way we look at use cases to unlock business value.""",1,115,chief data officer,"IBM - IBM Helps Accelerate AI with Fast New Data Platform, Elite Team - 16-Mar-18 - PRN.pdf"
IBM,Human Interest Groups,"In addition to ranking the most trusted companies, the Ponemon study reported that only 41 percent of consumers feel they have control over their personal information, down from 45 last year and an overall drop from 56 percent in 2006.  The survey also noted that identity theft is a top area of concern among consumers with fifty-nine percent of the respondents indicating that fear of identity theft was a major factor in brand trust diminishment, while 50 percent said notice of a data breach was a factor. | ""IBM is honored to be recognized by consumers as a company that can be trusted to protect the security and privacy of their personal information,"" said Christina Peters , chief privacy officer at IBM. ""As individuals embrace advances in technology and social media, they are increasingly concerned with exposing and sharing their sensitive information. IBMers around the world are committed to developing and applying new techniques and best practices that protect privacy while enabling organizations to derive insight and value from their data."" | IBM has pioneered many privacy advancements, including being the first company to adopt a global privacy code of conduct; first to adopt a genetic non-discrimination policy; and first major corporation to appoint a Chief Privacy Officer. IBM has long been a leading supporter of balanced commercial privacy policy frameworks that enable organizations to analyze and share information responsibly.",3,"87, 83, 58","data breach, Chief Privacy Officer",IBM - IBM Honored Among Most Trusted Companies for Privacy According to Consumer Survey - 28-Jan-13 - PRN.pdf
IBM Corporation,,"A new Ponemon Institute study on Cyber Resilience, sponsored by IBM and also  announced today, found 75 percent of IT and security professionals surveyed say their organization does not have a modern incident response plan applied across the entire enterprise. This lack of planning and coordination can make it difficult to respond quickly and contain the costs of an incident. For example, in 2018, companies in the UK must report data breaches to regulators within 72 hours or face fines up to 4 percent of their global annual turnover.",1,89,data breach,IBM - IBM Invests $200M to Help Clients Respond to Cybersecurity Incidents - 16-Nov-16 - PRN.pdf
IBM,"New Products & Services, Small Business Services","""As a founder of security and privacy solutions addressing the cost and complexity of complying with regulatory requirements such as the EU's new General Data Protection Regulation, the guidance and support that IBM provided us in bringing DataPassports to market was invaluable in accelerating the development and delivery of our blockchain based services,"" said Kevin Ellison, CEO, Schedule1.",1,58,General data protection regulation,IBM - IBM Launches Accelerator Program to Kickstart Blockchain Adoption for Enterprises - 18-May-17 - PRN.pdf
IBM,,"As blockchain grows in influence and organizations begin to evaluate cloud-based production environments for their first blockchain projects, they are exploring ways to maximize the security and compliance of the technology for business-critical applications. The average total cost of a data breach for enterprises reached $4 million last year, and with security incidents up by 64 percent in 2015, the risks are higher than ever.2 Security is critical – not just within the blockchain itself but with all the technology touching the ledger. | 2 Based on ""2016 Ponemon Cost of Data Breach Study """,2,"83, 11",data breach,IBM - IBM Launches Cloud Services for Blockchain on Industry's Most Secure Server - 14-Jul-16 - PRN.pdf
IBM,New Products & Services,"IBM is partnering with more than 1,000 universities across the globe to develop curriculum that reflects the mix of business, technical and problem-solving skills necessary to prepare students for Big Data and analytics careers, across all industries. The goal: prepare students for jobs ranging from front-line analytics contributors to leadership roles such as Chief Data Officers. Through these collaborations, which span a variety of majors from business to health services, IBM provides schools with access to IBM Big Data and analytics software, curriculum materials, case study projects, IBM data scientists who visit classes as guest lecturers, and faculty grants that fuel new curriculum.",1,103,chief data officer,IBM - IBM Launches Talent Assessment to Help Aspiring Data Crunchers and Academia Gauge and Enhance Skills - 12-Nov-13 - PRN.pdf
IBM,New Products & Services,"""At IBM, we harness the power of technologies like AI, blockchain, IoT and cloud to address some of the biggest opportunities and challenges in business,"" said Bob Lord, IBM chief digital officer. ""Now, with Call for Code, we are calling on all developers to join us and use these same leading edge technologies to help people, their communities and society.""",1,60,Chief digital officer,"IBM - IBM Leads 'Call for Code' to Use Cloud, Data, AI, Blockchain for Natural Disaster Relief - 24-May-18 - PRN.pdf"
"""Pervasive Encryption: A New Paradigm for Protection,""  K. R. E. Lind, Chief Systems",New Products & Services,"-- Addresses global data breach epidemic; helps automate compliance for EU General Data Protection Regulation, Federal Reserve and other emerging regulations | IBM Z's new data encryption capabilities are designed to address the global epidemic of data breaches, a major factor in the $8 trillion cybercrime impact on the global economy by 2022. Of the more than nine billion data records lost or stolen since 2013, only four percent were encrypted, making the vast majority of such data vulnerable to organized cybercrime rings, state actors and employees misusing access to sensitive information. | Technology Breakthrough:  Industry-First Pervasive Encryption for the Cloud Era A recent  study found that extensive use of encryption is a top factor in reducing the business impact and cost of a data breach. To put that in context, the IBM X-Force Threat Intelligence Index reported that more than four billion records were leaked in 2016 (a 556 percent increase from 2015).  | Designed for Tough New Data Protection Regulations  The IBM Z also helps clients build trust with consumers and comply with new standards such as the EU's General Data Protection Regulation (GDPR) that will increase data protection requirements for organizations doing business in Europe starting next year. GDPR will require organizations to report data breaches to the",4,"21, 70, 61, 56",data breach,IBM - IBM Mainframe Ushers in New Era of Data Protection - 17-Jul-17 - PRN.pdf
IBM,New Products & Services,"built into them: today's apps require more than static IDs and passwords. aPersona is an app security start- up providing multi-factor authentication to websites, e-commerce, cloud portals, utility networks and more. Deploying their products onto Bluemix in just two days, aPersona's developers were able to quickly create multiple development and test environments, and built a tokenless, invisible authentication solution which scales and supports apps of all sizes.",1,67,Multi-factor authentication,"IBM - IBM Makes it Easier for Clients to Develop Software in the Cloud with Bluemix, DevOps - 02-Jun-14 - PRN.pdf"
IBM,,"institutions from deploying a cloud-based infrastructure, encryption capabilities offset the concerns that come with relinquishing data control in light of the high data breach response and notification costs. | key enabler for banks looking to simplify and accelerate the discovery of actionable insights. 4.  Access management. Improved user experience via multi-factor authentication and enhanced",2,"28, 25","data breach, Multi-factor authentication",IBM - IBM Names Top Security Elements for Hybrid Cloud Adoption in Banks - 10-May-17 - PRN.pdf
IBM,Corporate Development,"The key areas of focus for the IBM X-Force Command Center in  Poland are supporting clients in responding to cybersecurity incidents and serving as the hub in the company's global network for GDPR expertise and specialized services. Through the center, IBM will be able to offer clients the option of managing their security data via IBM staff and infrastructure in Europe. IBM X-Force analysts and experts will also help clients with expedited incident response reporting, which could aid clients with the data breach notification requirement of the GDPR. | According to the 2017 IBM X-Force Threat Intelligence Index, which surveys cyber security trends, 2016 saw a dramatic increase in records compromised, from 600 million to more than 4 billion  incidents of illegally acquired records, climbing 566% from 2015.  Analysts warn that the problem will be exacerbated, as the number of incidents within the next 5 years is expected to double. These statistics expose the companies to hefty potential losses, with the average total cost of a data breach amounting to $4 million.1 | 1 https://www.ibm.com/security/infographics/data-breach/",3,"88, 83, 2","data breach, data-breach",IBM - IBM Opens European X-Force Command Center in Poland - 19-Jun-17 - PRN.pdf
IBM,"Corporate Social Responsibility, Public Safety","""IBMers are committed to helping educate people on ways to safely and securely use the Internet,"" said Harriet Pearson, IBM Security Counsel and Chief Privacy Officer. ""The resources we are donating will help teachers and parents raise awareness that most Internet-based threats to individual and computer security can significantly be reduced by actions that informed users take themselves.""",1,58,Chief Privacy Officer,"IBM - IBM Releases Free Internet Security Training Tools to Educate Students, Teachers and Parents on Digital Responsibility - 07-Feb-12 - PRN.pdf"
"comScore MMX, December 2012, Worldwide 15+",New Products & Services,"""Identity Mixer enables users to choose precisely which data to share, and with whom,"" said  Christina Peters, IBM's Chief Privacy Officer. ""Now web service providers can improve their risk profile and enhance trust with customers, and it's all in the cloud, making it easy for developers to program.""",1,48,Chief Privacy Officer,IBM - IBM Research Announces Cloud Breakthrough For Protecting Personal Data - 28-Jan-15 - PRN.pdf
"Gartner, ""Forecast: Information Security, Worldwide, 2016-2022, 2Q18 Update,"" Aug 2018",New Products & Services,"Historically, cybersecurity teams have been focused on detection and protection against cybersecurity incidents. However, as the threat landscape has evolved, organizations are now recognizing the need to plan and rehearse their response to security incidents as well. The 2018 Cost of a Data Breach Study 1 found that companies that are able to respond to incidents effectively and remediate the event within 30 days can save over $1 million on the total cost of a data breach – yet less than 25% of professionals  surveyed say their company has a coordinated incident response plan applied across the organization. | 1 2018 Cost of as Data Breach Study, sponsored by IBM and conducted by Ponemon Institute 2 Source: Gartner, ""Forecast: Information Security, Worldwide, 2016-2022, 2Q18 Update,"" Aug 2018 3 Global Information Security Workforce Study 2017, ISC2 / Frost & Sullivan",2,"98, 40",data breach,IBM - IBM Rolls Out Industry's First Cybersecurity Operations Center on Wheels - 15-Oct-18 - PRN.pdf
IBM,,"Session: GDPR & Personal Data Stewardship: Implications on the Future of Self-Sovereign Identity When: Thursday, May 11, 2017 at 3:30pm   Speaker: Dr. Sridhar Muppidi, IBM Fellow and CTO for IAM, IBM Security",1,32,Data Stewardship,IBM - IBM Security Executives to Present at KuppingerCole European Identity & Cloud Conference - 06-May-17 - PRN.pdf
IBM,,"Who owns Security in the Cloud?  A survey from IBM Institute for Business Value found that responding organizations that relied heavily on cloud providers to own security in the cloud, despite the fact that configuration issues – which are typically users' responsibility – were most often to blame for data breaches (accounting for more than 85% of all breached records in 2019 for surveyed organizations).4 | The survey from IBM Institute for Business Value found that responding organizations who ranked high maturity in both Cloud and Security evolution were able to identify and contain data breaches faster than colleagues who were still in early phases of their cloud adoption journey. In terms of data breach response time, the most mature organizations surveyed were able to identify and contain data breaches twice as fast as the least mature organizations (average threat lifecycle of 125 days vs. 250 days).",2,"65, 81",data breach,IBM - IBM Security in the Cloud Remains Challenged by Complexity and Shadow IT - 10-Jun-20 - PRN.pdf
IBM,New Products & Services,"GDPR may require significant changes to the way organizations respond to consumer data breaches. For example, any organization that does business in Europe will have 72 hours to notify the supervising authority and data subject of a breach, or risk being fined €20 million or up to 4 percent of their global annual turnover.  A recent Ponemon Institute study found that 75 percent of organizations admit they lack a formal cyber security incident response plan (CSIRP) applied consistently across the organization, meaning that GDPR response could prove to be challenging. [1] | ""GDPR is ushering in some of the most important changes to European data privacy regulations in twenty years, much of it involving policies and documentation that are difficult to improve with technology,"" said IBM Resilient CEO John Bruce. ""The Resilient Incident Response Platform is designed to help businesses comply with GDPR. It prescribes and can orchestrate people, process and technology in specific responses to data breaches.""  | Founder of the Ponemon Institute. ""Our research shows that most companies globally do not feel confident in their ability to comply with data breach notification requirements. To get ahead of these challenges, organizations should be proactive about establishing processes and owners for ensuring compliance with the new requirements."" | The GDPR-enhanced Privacy Module is designed to reduce the time and complexity of responding to a data breach under the new regulation. For example, a US-based company with customers in Europe and the US could experience a breach that affects customers in Germany and in Massachusetts, California, and New York. Without access to the Resilient IRP, the company would have to know what to do – and who to contact – to comply with GDPR for their German customers, as well as knowing the people and processes involved in complying with the relevant and varying US federal and state laws for MA, CA, and NY. | View IBM Resilient's Responding to a Data Breach Post-GDPR Response Solution Brief and other GDPR assets on the IBM Resilient website, or learn more about IBM Security GDPR offerings  here. | IBM Security Launches New Capabilities to Help Clients with Impending EU General Data Protection Regulation  Thursday, May 25, 2017 04:01:00 AM (GMT) | CAMBRIDGE, Mass., May 25, 2017 /PRNewswire/ -- IBM (NYSE: IBM) today announced new incident response capabilities, from its IBM Resilient security portfolio, to help companies address the new General Data Protection Regulation (GDPR). These capabilities are designed to help clients rehearse, prepare for and manage the new regulations. GDPR is one of the biggest changes in data privacy law in decades which goes into effect on May 25, 2018. | To view the original version on PR Newswire, visit: http://www.prnewswire.com/news-releases/ibm-security- launches-new-capabilities-to-help-clients-with-impending-eu-general-data-protection-regulation- 300463540.html",8,"91, 66, 48, 105, 30, 22, 69, 12","data breach, General-data-protection-regulation, General data protection regulation",IBM - IBM Security Launches New Capabilities to Help Clients with Impending EU General Data Protection Regulation - 25-May-17 - PRN.pdf
IBM,,"Remote Work Adversary Simulation:  leverage X-Force Red's Adversary Simulation services with expanded remote work scenarios designed to test the detection and response effectiveness of remote blue teams and incident response playbooks not originally designed with a dispersed workforce in mind. These simulations can include advanced attacks targeting multi-factor authentication (MFA), VPN, and Single-Sign On (SSO) portals, compromised employee laptops or remote access credentials, ransomware on employee or BYOD devices, or the robustness of remote access controls. WFH Application Penetration Testing: building on the existing X-Force Red Penetration Testing program, this expanded offering will focus on testing the security and business controls of remote access applications, collaboration tools, and call center management applications for organizations new to work from home models. This includes testing all remote collaboration tools and practices, which will consist of reviewing video conference policies and practices, file sharing controls and default settings, policies to secure sensitive meetings, procedures to help remediate meeting breaches and ensuring that applications that use PII are being deployed securely. This expansion will also include increased remote delivery of these services to address new business demands in today's climate as well as future scenarios that arise. Phishing Exercises: these exercises will focus on phishing and social engineering to pinpoint remote employees' weaknesses. X-Force Red Social Engineering testing will simulate phishing attacks on employees, conduct social engineering and open source intelligence (OSINT) activities and provide training and recommendations based on the outcomes. Employees will be trained on how to detect and respond to a range of tactics, including email and voice phishing, the use of OSINT data and more.",1,265,Multi-factor authentication,IBM - IBM Security Study Finds Employees New to Working from Home Pose Security Risk - 22-Jun-20 - PRN.pdf
IBM,"Acquisitions, Mergers & Takeovers, New Products & Services","""By adding Resilient Systems' technology and expertise, IBM will have an industry-leading range of capabilities to help clients respond to cyber breaches, across consulting, services, and products,"" said Marc van Zadelhoff, General Manager, IBM Security. ""IBM is the world's fastest-growing enterprise security company3, and we lead the industry in the detection and prevention of cyber attacks. With our intent to acquire Resilient Systems, and our other announcements today, we are doubling down on the incident response market.  Cybersecurity needs to function like an immune system, both in preventing breaches, but also in quickly eradicating those that do occur."" | IBM today also launched new X-Force Incident Response Services, which include consulting and managed security services to help clients manage all aspects of responding to a cyber breach. IBM X-Force security experts will help clients develop response strategies, including Computer Incident Response Team playbooks, and a means to more effectively discover, track, respond to and report on security incidents.  These new capabilities will be further enhanced through the planned acquisition of Resilient Systems. | Preparing for and responding to cyber attacks has proven to be a major challenge for organizations.  According to a recent Ponemon Institute study1, 70 percent of U.S. security executives do not have a cyber security incident response plan in place. This has proven to be costly for business, with the average cost of a data breach rising to $3.8 million in 2015 – a 23 percent rise since 2013 according to a  separate Ponemon study2 . | 2 2015 Cost of Data Breach Study: Global Analysis , by Ponemon Institute, published May 27, 2015",4,"98, 73, 76, 17","data breach, cyber breach",IBM - IBM Security To Expand Incident Response Capabilities With Plans To Acquire Resilient Systems - 29-Feb-16 - PRN.pdf
IBM,,"Leading French retailer Casino Group is already using Intelligent Automation in their operations.  Cyril Bourgois, Chief Digital Officer, Groupe Casino, commented that ""as the gap between brick-and-mortar and digital stores closes, physical and digital distribution channels will not only need to adapt to tastes and trends but also to anticipate them. This requires an entirely new mindset based on constant adaptation, with a view to more effectively anticipating and meeting consumer expectations while maintaining close, trusting relationships with the customers.""",1,80,Chief digital officer,IBM - IBM Showcases New AI Innovations at NRF 2019 to Help Retail Industry Accelerate Customer Experience - 15-Jan-19 - PRN.pdf
IBM,,"Make room for cognitive solutions in your businesses' Digital Reinvention ™ strategy— companies across multiple industries are in the midst of reinventing the customer experience with a variety of digital technologies, from mobile apps to Internet of Things (IoT) to virtual reality. These digital customer touchpoints are producing new sources of structured and unstructured data well suited for cognitive to inform companies about customers' individual preferences, behaviors and attitudes. In fact, marketing executives listed ""customer insights"" as the primary way they could use cognitive to enhance their customer experience. Instead of seeing cognitive as a wholly separate initiative, CMOs and heads of sales should consider it a component of their Digital Reinvention™ strategy. Enhance employees' business skills, not just their data analytics skills— people with analytical skill sets are in high demand. But because cognitive technologies do the analytical heavy lifting, what marketing and sales may need the most are people with a broad perspective of both company strategy and the nuts and bolts of the business. These employees can more easily discern business implications from cognitive insights and need strong decision-making skills, as well as an empathetic understanding of their customers to consistently deliver their companies' brand promise.   Make cognitive your golden opportunity for collaboration and innovation— implementing cognitive solutions for marketing and sales calls for close alignment among the CMO, head of sales, Chief Information Officer (CIO), Chief Technology Officer (CTO), Chief Data Officer or Chief Digital Officer. This will ensure that the necessary technical requirements are met and the implications for cognitive maps to the business's strategic goals. Cognitive used by marketing and sales professionals could also align to customer service, supply chain, product development, human resources and training, as well as operations and finance.  This could help introduce new processes in traditionally siloed organizations for data sharing and ideation. Start small, if necessary — but do start —  many marketing and sales executives fear the shift to cognitive will require them to ""rip and replace"" the tools and processes they use to analyze customer data and create customer experiences. Instead, there are numerous types of cognitive solutions — from improved capabilities for personalization to content tagging — that marketers and sellers can implement in stages to target specific challenges and often can be integrated into companies' existing cloud platforms and data management systems. By starting small, companies can begin to enjoy the benefits of cognitive computing and determine how best to expand over time. More than half of Outperformers have already started their shift to cognitive. The real risk would be to wait too long on the sidelines while the competition forges ahead.",1,437,chief data officer,IBM - IBM Study 61 Percent of Surveyed CMOs and Sales Leaders Say Cognitive Computing Will Be a Disruptive Force in Their Industries -- But Are ... - 08-Aug-17 - PRN.pdf
IBM,,"IBM Study: Hidden Costs of Data Breaches Increase Expenses for Businesses   Wednesday, July 11, 2018 04:01:00 AM (GMT) | CAMBRIDGE, Mass., July 11, 2018 /PRNewswire/ -- IBM (NYSE: IBM) Security today announced the results of a global study examining the full financial impact of a data breach on a company's bottom line. Overall, the study found that hidden costs in data breaches – such as lost business, negative impact on reputation and employee time spent on recovery – are difficult and expensive to manage. For example, the study found that one-third of the cost of ""mega breaches"" (over 1 million lost records) were derived from lost business. | Sponsored by IBM Security and conducted by Ponemon Institute, the 2018 Cost of a Data Breach Study 1 found that the average cost of a data breach globally is $3.86 million,2 a 6.4 percent increase from the 2017 report. Based on in-depth interviews with nearly 500 companies that experienced a data breach, the study analyzes hundreds of cost factors surrounding a breach, from technical investigations and recovery, to notifications, legal and regulatory activities, and cost of lost business and reputation. | ""While highly publicized data breaches often report losses in the millions, these numbers are highly variable and often focused on a few specific costs which are easily quantified,"" said Wendi Whitmore, Global Lead for IBM X-Force Incident Response and Intelligence Services (IRIS). ""The truth is there are many hidden expenses which must be taken into account, such as reputational damage, customer turnover, and operational costs. Knowing where the costs lie, and how to reduce them, can help companies invest their resources more strategically and lower the huge financial risks at stake."" | Hidden Figures – Calculating the Cost of a  Mega Breach In the past five years, the amount of mega breaches (breaches of more than 1 million records) has nearly doubled - from just nine mega breaches in 2013, to 16 mega breaches in 2017.3 Due to the small amount of mega breaches in the past, the Cost of a Data Breach study historically analyzed data breaches of around 2,500 to 100,000 lost records. | Average cost of a data breach of 1 million compromised records is nearly  $40 million dollars At 50 million records, estimated total cost of a breach is  $350 million dollars The vast majority of these breaches (10 out of 11) stemmed from malicious and criminal attacks (as opposed to system glitches or human error) The average time to detect and contain a mega breach was 365 days – almost 100 days longer than a smaller scale breach (266 days) | What Impacts the Average Cost of a Data Breach? For the past 13 years, the Ponemon Institute has examined the cost associated with data breaches of less than 100,000 records, finding that the costs have steadily risen over the course of the study.  The average cost of a data breach was $3.86 million in the 2018 study, compared to $3.50 million in 2014 – representing nearly 10 percent net increase over the past 5 years of the study. | The study also examines factors which increase or decrease the cost of the breach, finding that costs are heavily impacted by the amount of time spent containing a data breach, as well as investments in technologies that speed response time. | The average time to identify a data breach in the study was 197 days, and the average time to contain a data breach once identified was 69 days. Companies who contained a breach in less than 30 days saved over  $1 million compared to those that took more than 30 days ($3.09 million vs. $4.25 million average total) | Regional and Industry  Differences The study also compared the cost of data breaches in different industries and regions, finding that data breaches are the costliest in the U.S. and the Middle East, and least costly in Brazil and India.  | One major factor impacting the cost of a data breach in the U.S. was the reported cost of lost business, which was $4.2 million – more than the total average cost of a breach globally, and more than double the amount of ""lost business costs"" compared to any other region surveyed. One major factor impacting lost business costs is customer turnover in the aftermath of a breach; in fact a recent IBM / Harris poll report found that 75 percent of consumers in the U.S. say that they will not do business with companies that they do not trust to protect their data. | For the 8th year in a row, Healthcare organizations had the highest costs associated with data breaches – costing them $408 per lost or stolen record – nearly three times higher than the cross-industry average ($148). | ""The goal of our research is to demonstrate the value of good data protection practices, and the factors that make a tangible difference in what a company pays to resolve a data breach,"" said Dr. Larry Ponemon, chairman and founder of Ponemon Institute. ""While data breach costs have been rising steadily over the history of the study, we see positive signs of cost savings through the use of newer technologies as well as proper planning for incident response, which can significantly reduce these costs."" | Download Full Reports & Register for the Webinar To download the 2018 Cost of a Data Breach Study: Global Overview, visit https://www.ibm.com/security/data-breach/ | 1 Data collection began  February 2017 and interviews were completed in April 2018 2 Average cost for data breaches of 2,500-100,000 lost or stolen records  3 Source: IBM analysis of Privacy Rights Clearinghouse's Chronology of Data Breaches   4 Equifax data breach  reported to cost company $275 million; Target 2016 financial report estimated $292 million loss as a result of 2013 data breach; Ruby Corp (the parent company of  Ashley Madison) reportedly paid $11.2 million for the settlement of its 2015 breach. | of-data-breaches-increase-expenses-for-businesses-300679124.html",16,"18, 88, 80, 91, 73, 79, 78, 40, 58, 39, 103, 36, 84, 22, 81, 1","data breach, data-breach",IBM - IBM Study Hidden Costs of Data Breaches Increase Expenses for Businesses - 11-Jul-18 - PRN.pdf
IBM,,"One key element of GDPR includes the requirement for companies to report data breaches to regulators within 72 hours. However, the IBV study found that only 31 percent of companies have reexamined or modified their incident response plans to prepare for this requirement, representing a blindspot in companies' overall approach to GDPR. | Methodology   To better understand how organizations were preparing for GDPR and potentially using it as a transformational opportunity, the IBM Institute for Business Value (IBV) and Oxford Economics surveyed 1,500 GDPR leaders in 34 countries, representing 15 industries, between February and April of 2018. Chief Privacy Officers, Chief Data Officers, General Counsels, Chief Information Security Officers and Data Protection Officers were surveyed. To determine the GDPR leader group, respondents were classified using specific criteria (how they answered a select set of questions) and the GDPR leaders who met the criteria comprised 22 percent of the total sample. | In the weeks leading up to the May 25th enforcement date, IBM's Institute for Business Value (IBV) surveyed over 1,500 business leaders responsible for GDPR compliance for organizations around the world. The results reveal how companies are approaching GDPR as an opportunity to build further trust with customers and help drive innovation: | 84 percent believe that proof of GDPR compliance will be seen as a positive differentiator to the public 76 percent said that GDPR will enable more trusted relationships with data subjects that will create new business opportunities Despite this opportunity, only 36 percent believe they will be fully compliant with GDPR by the May 25 deadline | GDPR Challenges, Blind Spots, and Transformational Business Opportunities    The study found that the top challenges organizations are currently facing when it comes to GDPR compliance are finding personal data within their organizations (data discovery), ensuring the accuracy of the data they collect and store, as well as complying with rules for how data is analyzed and shared (data processing principals). | ARMONK, N.Y., May 16, 2018 /PRNewswire/ -- A new study from IBM (NYSE:  IBM) reveals that nearly 60 percent of organizations surveyed are embracing the General Data Protection Regulation (GDPR) as an opportunity to improve privacy, security, data management or as catalyst for new business models, rather than simply a compliance issue or impediment. | Clients are responsible for ensuring their own compliance with various laws and regulations, including the European Union General Data Protection Regulation. Clients are solely responsible for obtaining advice of competent legal counsel as to the identification and interpretation of any relevant laws and regulations that may affect the clients' business and any actions the clients may need to take to comply with such laws and regulations.  The products, services, and other capabilities described herein are not suitable for all client situations and may have restricted availability. IBM does not provide legal, accounting or auditing advice or represent or warrant that its services or products will ensure that clients are in compliance with any law or regulation. | 93 percent have modified their incident response processes 79 percent said they were prepared for performing data discovery and ensuring data accuracy 74 percent said they were fully implementing security and privacy by design for new products and services",8,"52, 97, 52, 56, 60, 54, 116, 39","data breach, General data protection regulation, privacy by design, chief data officer, GDPR compliance",IBM - IBM Study Majority of Businesses View GDPR as Opportunity to Improve Data Privacy and Security - 16-May-18 - PRN.pdf
IBM/Ponemon Institute Cost of a Data Breach Study,,"While studies show that companies who can respond quickly and efficiently to contain a cyberattack within 30 days save over $1 million on the total cost of a data breach on average, 1 shortfalls in proper cybersecurity incident response planning have remained consistent over the past four years of the study. Of the organizations surveyed that do have a plan in place, more than half (54%) do not test their plans regularly, which can leave them less prepared to effectively manage the complex processes and coordination that must take place in the wake of an attack. | According to the 2018 Cost of a Data Breach Study , the use of automation is a missed opportunity to | strengthen cyber resilience, as organizations that fully deployed security automation saved $1.5 million on the total cost of a data breach, contrasted with organizations that did not leverage automation and realized a much higher total cost of a data breach. | 1 Source: IBM/Ponemon Institute Cost of a Data Breach Study | In addition, most respondents also reported having a privacy leader employed, with 73% stating they have a Chief Privacy Officer, further proving that data privacy has become a top priority in organizations. | The difficulty cybersecurity teams are facing in implementing a cyber security incident response plan has also impacted businesses' compliance with the General Data Protection Regulation (GDPR). Nearly half of respondents (46%) say their organization has yet to realize full compliance with GDPR, even as the one- year anniversary of the legislation quickly approaches.",6,"96, 20, 40, 10, 32, 53","data breach, General data protection regulation, Chief Privacy Officer",IBM - IBM Study More Than Half of Organizations with Cybersecurity Incident Response Plans Fail to Test Them - 11-Apr-19 - PRN.pdf
