identifier,headline,date,source,who_wrote_the_piece,subject,relevant_text,paragraphs,words,keywords
VOYA,Research with Voya Finds Small Changes to Retirement Enrollment Website Can Drive Positive Outcomes,1-Nov-18,BW,"Voya Financial, Inc.",Survey,"Voya Financial, Inc. (NYSE: VOYA), helps Americans plan, invest and protect their savings — to get ready to retire better. Serving the financial needs of approximately 14.3 million individual and institutional customers in the United States, Voya is a Fortune 500 company that had $8.6 billion in revenue in 2017. The company had $543 billion in total assets under management and administration as of September 30, 2018. With a clear mission to make a secure financial future possible — one person, one family, one institution at a time — Voya’s vision is to be America’s Retirement Company®. Certified as a “Great Place to Work” by the Great Place to Work® Institute, Voya is equally committed to conducting business in a way that is socially, environmentally, economically and ethically responsible. Voya has been recognized as one of the 2018 World’s Most Ethical Companies® by the Ethisphere Institute; one of the 2018 World’s Most Admired Companies by Fortune magazine; as a member of the Bloomberg Gender Equality Index; and as a “Best Place to Work for Disability Inclusion” on the Disability Equality Index by Disability:IN. For more information, visit voya.com. Follow Voya Financial on Facebook, LinkedIn and Twitter @Voya.",1,197,gender equality
"VZ, VOD, VOD",Richmond Police Department Helps to Honor Mothers Who Don't Often Get Praise Through Phone Recycling Drive,24-May-12,PRN,Verizon Wireless,"Environmental Conservation, Corporate Social Responsibility, Human Interest Groups","About The James House  Founded in 1989 on the belief that all people deserve a life free of interpersonal violence, The James House provides support, advocacy, and education for people in the Tri-Cities area of Virginia affected by sexual violence, domestic violence, and stalking to empower them to become healthy, safe and self-sufficient.  | RICHMOND, Va., May 24, 2012 /PRNewswire/ -- Families in the Tri-Cities of Hopewell, Petersburg and Colonial Heights, Virginia, gathered earlier this month to pay tribute to moms on  Mother's Day, with wrapped gifts, flowers, and breakfast-in-bed.  The Richmond Police Department found a way to make sure that local moms who are living at The James House emergency shelter for domestic violence victims also received the recognition, praise and support they deserve.  | Under the leadership of Sergeant  Carol Adams , a dedicated 15-year member of the  Richmond Police force, officers conducted a HopeLine wireless phone recycling drive between Earth Day and Mother's Day 2012, and encouraged local residents to do something good for the environment and good for mothers affected by abuse by dropping off used wireless equipment at police headquarters on Grace Street.  Hundreds of cellphones, chargers, batteries and cases were collected and are being packed up for shipment to be recycled by HopeLine, Verizon Wireless' nationwide phone recycling program which refurbishes for sale or recycles no-longer-used wireless equipment, and then uses the proceeds to provide free wireless phones with airtime and cash grants to support domestic violence prevention programs and shelters.  In return for this installment of phones, Verizon Wireless is providing a HopeLine grant to The James House in the amount of $1,500. The funds will be used by mothers living at the organization's confidential shelter to purchase clothing and personal items which got left behind when they had to flee their homes due to abuse.   | A longtime domestic violence prevention advocate,  Sergeant Adams  has collected upwards of 20,000 no- longer-used wireless phones and accessories for HopeLine over the past eight years, making her Verizon Wireless' most prolific collector nationally. Verizon Wireless, in turn, established the ""Carol Adams Community Outreach Program,"" which has awarded nearly $40,000 to Virginia non-profit domestic violence service providers in Adams' honor, including a $10,000 donation to the Richmond YWCA to refurbish a playground at the Y's confidential domestic violence shelter; the donation was made in memory of Adams' mother, Orine, who died in 1980 at age 34 in a domestic violence incident.",4,"53, 71, 177, 101","domestic violence, sexual violence"
"0FKPTT, FRGA","Robbins Arroyo LLP is Investigating the Officers and Directors of Liberty Tax, Inc. (TAX) on Behalf of Shareholders",3-Jan-18,BW,Robbins Arroyo LLP,Lawsuit,"A shareholder derivative complaint was filed on behalf of Liberty Tax, Inc. against Liberty Tax director and former Chief Executive Officer John Hewitt for breach of fiduciary duties. The complaint outlines the internal dysfunction of the company at the hands of Hewitt, who was terminated on September 5, 2017, after an independent investigation deemed allegations of sexual misconduct valid. Rather than accepting the consequences of his actions, Hewitt used his power as controlling stockholder to maintain control of the company. In light of Hewitt's actions, several board members resigned or refused to stand for reelection, and the company's Chief Financial Officer resigned on November 7, 2017. Liberty Tax's turmoil resulted in its cancelled earnings release and investor conference call scheduled for December 7, 2017. Then, on December 11, 2017, Liberty Tax reported that its independent auditor, KPMG, had resigned – making it impossible for the company to issue audited financial statements on time – because of ""Hewitt's past and continued involvement in the Company's business and operations,"" which ""has led [KPMG] to no longer be able to rely on management's representations."" Since Hewitt's actions have come to light, Liberty Tax has faced reputational damage and loss to its stock's value.",1,200,sexual misconduct
CBS,Robbins Geller Rudman & Dowd LLP Files Class Action Suit against CBS Corporation,2-Oct-18,BW,Robbins Geller Rudman & Dowd LLP,Lawsuit,"Then on July 27, 2018, media outlets began reporting that The New Yorker would shortly publish an article describing a pattern of sexual harassment alleged by six women against Moonves. The article would also outline allegations of sexual harassment against several CBS News executives, including Jeffrey Fager, the long-time head of 60 Minutes. On this news, CBS’s stock price fell over 6% on unusually heavy volume. | On August 6, 2018, The New Yorker  published the online exposé by Ronan Farrow detailing allegations of years of sexual assault against Moonves by his co-workers at CBS and describing how, under his leadership, CBS had facilitated the sexual harassment of scores more women, including company- sanctioned retaliation against victims who spoke up. | Subsequently, on September 9, 2018, The New Yorker  published a second exposé by Farrow outlining, in even more harrowing detail, additional sexual harassment and assault allegations against Moonves and further describing CBS’s widespread culture of sexual harassment. Within hours of the story’s publication, CBS announced that Moonves would be stepping down as the Company’s Chairman and CEO, causing CBS’s stock price to decline further. Three days later, on September 12, 2018, CBS ousted 60 Minutes  head Jeffrey Fager for sending a threatening text message to a CBS reporter investigating allegations that he had fostered a culture of harassment at the Company.",3,"66, 53, 101",sexual harassment
"CBS, CBS, 92556H20",SHAREHOLDER ALERT,"Bronstein, Gewirtz & Grossman, LLC Notifies Investors of Class Action Against CBS Corporation (CBS) and ... - 20-Sep",18,,"Class Action, Law & Legal Issues","The Complaint alleges that throughout the Class Period, Defendants made materially false and/or misleading statements and/or failed to disclose that: (1) CBS executives, including the Company’s Chairman and Chief Executive Officer, Leslie “Les” Moonves, had engaged in widespread workplace sexual harassment at CBS; (2) CBS’s enforcement of its own purported policies was inadequate to prevent the foregoing conduct; (3) the foregoing conduct, when revealed, would foreseeably subject CBS to heightened legal liability and impede the ability of key CBS personnel to execute the Company’s business strategy; and (4) as a result, CBS’s public statements were materially false and misleading at all relevant times. | On July 27, 2018, various media outlets reported that  The New Yorker  would shortly publish an article, discussing an investigative report detailing allegations of sexual misconduct by Moonves and other executives at the Company. Following this news, CBS’s stock price fell $3.52, or 6.12%, to close at $54.01 on July 27, 2018.",2,"103, 52","sexual misconduct, sexual harassment"
"CBS, CBS.A",SHAREHOLDER ALERT  Pomerantz Law Firm Reminds Shareholders with Losses on their Investment in CBS Corporation of Class Action Lawsu...,31-Aug-18,PRN,Pomerantz LLP,,"The Complaint alleges that throughout the Class Period, Defendants made materially false and misleading statements regarding the Company's business, operational and compliance policies. Specifically, Defendants made false and/or misleading statements and/or failed to disclose that:  (i) CBS executives, including the Company's Chairman and Chief Executive Officer, Leslie ""Les"" Moonves, had engaged in widespread workplace sexual harassment at CBS; (ii) CBS's enforcement of its own purported policies was inadequate to prevent the foregoing conduct; (iii) the foregoing conduct, when revealed, would foreseeably subject CBS to heightened legal liability and impede the ability of key CBS personnel to execute the Company's business strategy; and (iv) as a result, CBS's public statements were materially false and misleading at all relevant times. | On July 27, 2018, various media outlets reported that  The New Yorker  would shortly publish an article, discussing an investigative report detailing allegations of sexual misconduct by Moonves and other executives at the Company.",2,"118, 34","sexual misconduct, sexual harassment"
"CBS, CBS, CBS...",SHAREHOLDER ALERT  Pomerantz Law Firm Reminds Shareholders with Losses on their Investment in CBS Corporation of Class Action...,7-Sep-18,PMZ,,"Class Action, Law & Legal Issues",,0,0,
"CBS, CBS, CBS...",SHAREHOLDER ALERT  Pomerantz Law Firm Reminds Shareholders with Losses on their Investment in CBS Corporation of Class Action...,12-Oct-18,PMZ,,"Class Action, Law & Legal Issues",,0,0,
"CBS, CBS, CBS...",SHAREHOLDER ALERT  Pomerantz Law Firm Reminds Shareholders with Losses on their Investment in CBS Corporation of Class Action...,14-Sep-18,PMZ,,"Class Action, Law & Legal Issues",,0,0,
"CBS, CBS, 92556H20",SHAREHOLDER ALERT Pomerantz Law Firm Investigates Claims On Behalf of Investors of CBS Corporation,CBS - 27-Jul,18,,"Class Action, Company Announcement",,0,0,
"CBS, CBS, CBS...",SHAREHOLDER ALERT Pomerantz Law Firm Reminds Shareholders with Losses on their Investment in CBS Corporation of Class Action ...,19-Oct-18,PMZ,,"Class Action, Law & Legal Issues",,0,0,
"CBS, CBS, CBS...",SHAREHOLDER ALERT Pomerantz Law Firm Reminds Shareholders with Losses on their Investment in CBS Corporation of Class Action ...,21-Sep-18,PMZ,,"Class Action, Law & Legal Issues",,0,0,
"CBS, CBS, 92556H20...",SHAREHOLDER ALERT  Pomerantz Law Firm Reminds Shareholders with Losses on their Investment in CBS Corporation of Class A...,5-Oct-18,PMZ,,"Class Action, Law & Legal Issues",,0,0,
CBS,Street Takeaways,CBS Corp Q2 earnings - 03-Aug,18,,"Street Takeaways, Street Takeaways - Earnings  Related Stories:","Views the increase in the company's subscriber guidance for its All Access and Showtime OTT services as the key bull point for the quarter Believes the allegations of sexual misconduct against CEO and Chairman Les Moonves will be the issue which dominates the stock's performance and overshadow a decent report Feels that investing in CBS is difficult at the moment with Moonves issues combined with the ongoing battle with NAI, but view CBS as a solid company with a depressed multiple and an attractive M&A partner Target $67 Maintain Overweight",1,90,sexual misconduct
"175, BABA, BATS...",StreetAccount Summary The Economist print edition,13-Sep-18,SA,,"Media Summaries, Economist Summary","On 9-Sep Les Moonves was ousted as chairman and CEO of CBS (CBS) after the  New Yorker reported allegations that he sexually assaulted or harassed six women in incidents dating from the 1980s to the early 2000s. Moonves had been feuding with Shari Redstone over her desire to recombine CBS with Viacom (VIAB), and now Redstone's grip on the company could hardly be more secure. On 9-Sep the CBS board named six new directors, tilting the majority in favor of Redstone. While Redstone agreed not to initiate a merger for two years in order to drop litigation seeking to dilute her family's control, nothing prevents the new board from initiating a merger with Viacom.",1,114,sexually assaulted
"07W9NT, WMT, 06ZYX4...",Tavis Smiley Profiles Four Exonerated Men,27-Jun-11,PRN,"TS Media, Inc.",Legal Issues,Gordon Steidl spent 12 years on death row for murders he did not commit before winning a motion for a new trial in 2003.  Ken Berry was convicted and sentenced to 35 years for kidnapping and sexual assault.  He won a new trial because his lawyer failed to call witnesses who could have exonerated him.,1,55,sexual assault
"ACAD, AMPE, CBS...","The Klein Law Firm Reminds Investors of Class Actions on Behalf of Shareholders of ACAD, RMTI, ORCL, AMPE and CBS",4-Sep-18,PMZ,,"Class Action, Law & Legal Issues","The  lawsuit  alleges  CBS  Corporation  made  materially  false  and/or  misleading  statements  and/or  failed  to disclose  during  the  class  period  that:  (1)  CBS  executives,  including  the  company’s  Chairman  and  Chief Executive Officer, Leslie “Les” Moonves, had engaged in widespread workplace sexual harassment at CBS; (2) CBS’s enforcement of its own purported policies was inadequate to prevent the foregoing conduct; (3) the foregoing  conduct,  when  revealed,  would  foreseeably  subject  CBS  to  heightened  legal  liability  and  impede the  ability  of  key  CBS  personnel  to  execute  the  company’s  business  strategy;  and  (4)  as  a  result,  CBS’s public  statements  were  materially  false  and  misleading  at  all  relevant  times.  When  the  true  details  entered the market, the lawsuit claims that investors suffered damages.",1,117,sexual harassment
"AMPE, CBS, CRON...","The Klein Law Firm Reminds Investors of Class Actions on Behalf of Shareholders of AMPE, NVRO, LCI, CBS, PZZA, SKX, CRON, PM...",20-Sep-18,PMZ,,"Class Action, Law & Legal Issues","Throughout the class period, CBS Corporation allegedly made materially false and/or misleading statements and/or  failed  to  disclose  that:  (1)  CBS  executives,  including  the  company’s  Chairman  and  Chief  Executive Officer, Leslie “Les” Moonves, had engaged in widespread workplace sexual harassment at CBS; (2) CBS’s enforcement of its own purported policies was inadequate to prevent the foregoing conduct; (3) the foregoing",1,59,sexual harassment
"AMPE, CBS, NVRO...","The Klein Law Firm Reminds Investors of Class Actions on Behalf of Shareholders of TSLA, AMPE, NVRO, CBS and SKX",30-Sep-18,PMZ,,"Class Action, Law & Legal Issues","The  lawsuit  alleges  CBS  Corporation  made  materially  false  and/or  misleading  statements  and/or  failed  to disclose  during  the  class  period  that:  (1)  CBS  executives,  including  the  company’s  Chairman  and  Chief Executive Officer, Leslie “Les” Moonves, had engaged in widespread workplace sexual harassment at CBS; (2) CBS’s enforcement of its own purported policies was inadequate to prevent the foregoing conduct; (3) the foregoing  conduct,  when  revealed,  would  foreseeably  subject  CBS  to  heightened  legal  liability  and  impede the  ability  of  key  CBS  personnel  to  execute  the  company’s  business  strategy;  and  (4)  as  a  result,  CBS’s public  statements  were  materially  false  and  misleading  at  all  relevant  times.  When  the  true  details  entered the market, the lawsuit claims that investors suffered damages.",1,117,sexual harassment
"VZ, 0B0D8Z, 06Q6PN...","The NFL, Houston Texans, United Way of Greater Houston, United Way Worldwide and Verizon Launch Character Education Initi...",3-Feb-17,PRN,EverFi,"Not For Profit Organizations, Human Interest Groups","About EverFi, Inc. EverFi, Inc. is the education technology innovator that empowers K-12, higher education, and adult learners with the skills needed to be successful in life. Its comprehensive critical skills platform is focused on Financial Education, Digital Citizenship, STEM Career Readiness, Diversity and Inclusion, Entrepreneurship, Character Education, and Health and Wellness. The EverFi Education Network is powered by more than 3,300 partner organizations across all 50 states and Canada and annually reaches 6 million learners. Learn more at everfi.com | Character Playbook uses evidence-based strategies to educate students on how to cultivate and maintain healthy relationships during their critical middle school years. The course is comprised of six interactive, digital modules that cover key concepts around positive character development, social-emotional learning, and building healthy relationships. Designed for 7th – 9th graders, the digital learning experience enables students to engage with true-to-life scenarios that include bystander intervention strategies and positive relationship examples.",2,"80, 71","bystander intervention, Diversity and Inclusion"
VZ,The South Dakota Network Against Family Violence and Sexual Assault and The Compass Center Partner With Verizon to Educate Youth on Domestic...,19-Dec-11,PRN,Verizon Wireless,"Corporate Social Responsibility, Not For Profit Organizations, Human Interest Groups","The South Dakota Network Against Family Violence and Sexual Assault and The Compass Center Partner With Verizon to Educate Youth on Domestic Violence, Bullying  Monday, December 19, 2011 05:00:00 PM (GMT) | PIERRE, S.D., Dec. 19, 2011 /PRNewswire/ -- According to a national survey, 57% of teens know someone who has been physically, sexually or verbally abusive in a dating relationship.* Now, South Dakota school children will receive information and resources on what to do if they or a friend is experiencing domestic violence, dating violence and bullying thanks to the partnership between Verizon and the South Dakota Network Against Family Violence and Sexual Assault (The Network) and The Compass Center in Sioux Falls. Attorney General  Marty J. Jackley announced the grants of $20,000 to The Network and $10,000 to The Compass Center from the Verizon Foundation, the philanthropic arm of Verizon, at a ceremony today. | **Partner agencies for The South Dakota Network Against Family Violence and Sexual Assault Grant implementation: | About The South Dakota Network Against Family Violence and Sexual Assault | The Network's vision is for collaborating with allies across the state to eliminate family violence and sexual assault in South Dakota. Since 1991, the Network has partnered with shelters and crisis centers in the state to provide valuable services and funding for victim services. In 2010, the Network member agencies provided crisis counseling, shelter services, advocacy and support, and other resources and assistance for 11,734 females, 3,439 males; 5,405 were children. Many children accompany their mothers to stay in shelter to flee violence in their home. For more information, visit www.sdnafvsa.com. | The Compass Center, formerly known as The Rape and Domestic Abuse Center, and first known as Citizens Against Rape, was established in the Sioux Falls Community in 1976 as part of a grassroots effort to address the problem of rape and domestic violence. The goal of the organization is to reduce the incidence of rape and domestic violence in our rapidly growing region. The Compass Center is a non profit 501(c) 3 organization that offers many programs to help individuals with counseling and advocacy related to rape, sexual assault and domestic violence in their lives. For more information, visit www.thecompasscenter.org. | The grant to The Network builds upon a  $13,750 grant from the Verizon Foundation in 2010 for a teen education campaign in South Dakota. The Network has 20 partner agencies** that work in their communities in collaboration with local law enforcement, and school districts both public, private and tribal to reach teen and pre-teen school children. The curriculum covers teen dating violence, bullying and domestic violence. | Domestic violence prevention and education are a corporate cause of Verizon. ""One of the best ways to prevent teen dating violence, bullying and ultimately domestic violence, is to educate our youth about healthy relationships and what resources are available to help address any problems they, or their friends, may be having,"" said Seamus Hyland, president–Great Plains Region, Verizon Wireless. ""These educational efforts are important for the communities we serve, for our customers, employees and their families."" | The Verizon Foundation uses its technology, financial resources and partnerships to address critical social issues, with a focus on education and domestic violence prevention. In 2010, the foundation awarded nearly $67 million to nonprofit agencies in the U.S. and abroad. Through Verizon Volunteers, one of the nation's largest employee volunteer programs, Verizon employees and retirees have volunteered nearly 6 million hours million hours of community service since 2000. For more information on the foundation, visit www.verizonfoundation.org. | In addition, Verizon Wireless supports domestic violence agencies around the country through the HopeLine® phone recycling and reuse program. Since 2001, HopeLine has collected more than 8 million phones; awarded more than $10 million in cash grants to prevention and awareness programs nationwide; and donated more than 106,000 HopeLine phones with 319 million minutes of airtime to victims, survivors and domestic violence organizations. For more information on how to donate no-longer-used devices, visit www.verizonwireless.com/hopeline. | Artemis House in Spearfish Brookings Domestic Abuse Shelter in  Brookings Children's Inn in Sioux Falls Communication Services for the Deaf in  Sioux Falls Communities Against Violence and Abuse in  Lemmon Compass Center in  Sioux Falls Domestic Violence Network of the Lakes Region in Madison Domestic Violence SOS in Vermillion Family Crisis Center in  Redfield Jan Manolis Family Safe Center in  Huron Missouri Shores Domestic Violence Center in  Pierre Missouri Valley Crisis Center in  Chamberlain Mitchell Area Safehouse in  Mitchell Safe Harbor in  Aberdeen Wholeness Center in  Flandreau Winner Resource Center for Families in  Winner Women's Resource Center in  Watertown Working Against Violence, Inc. in  Rapid City Yankton Women's Center/Shelter in  Yankton YWCA Family Violence Program in  Huron",11,"31, 114, 15, 11, 91, 100, 66, 76, 76, 74, 117","domestic violence, sexual assault"
WEN,The Wendy's Company Reports on 2017 Corporate Social Responsibility Progress,15-Dec-17,PRN,The Wendy's Company,Corporate Social Responsibility,"Improved Equal Employment Opportunity policy, which includes sexual orientation and gender identity. Having equivalent medical benefits for employees with different-sex spouses and same- sex partners or spouses Having an LGBTQ employee network, WeQual Participating in LGBTQ public engagement efforts, which include Pride events and a partnership with the Kaleidoscope Youth Center.  | DEVELOPS AND EXPANDS EMPLOYEE NETWORKS.  Women of Wendy's (WOW) began in 2014 to develop female leadership within The Wendy's Company. Since then, Wendy's has expanded its employee networks, with the goal of promoting a safe, inclusive and supportive workplace environment. Wendy's supports its young professionals, the LGBT community and military personnel and families through WenGen, WeQual and the Wendy's Military Support Network (WMSN). New in 2017, Wendy's launched a Cultural Diversity group, which aims to serve as an authentic community for company employees to showcase themselves in ways that reflect their unique backgrounds. The Company will continue to partner with these networks to support employee connection, personal and professional development and community engagement.",2,"51, 113","diversity, Equal Employment Opportunity"
WMT,Top WBENC Consumer Companies Join Together for the First Time in Collective Initiative to Source from Women,Owned Businesses - 29-Mar,17,"Wal-Mart Stores, Inc.","Corporate Social Responsibility, Product/Service","""P&G is committed to Gender Equality,” said Carolyn Tastad, group president of P&G's North America business. ""Supplier Diversity has been an important business strategy at P&G in the United States for more than 40 years. We are proud to join this initiative to empower women-owned businesses, as we believe in the power of economic inclusion. When the ownership of our supply base reflects the diversity of our employees, consumers, and stakeholders, our business grows and our community thrives."" | This announcement comes on the heels of the culmination of Walmart’s five-year Global WEE Initiative, which included a set of goals to help empower women around the world through sourcing, training and supporting diversity and inclusion. As part of the WEE Initiative, Walmart sourced $20 billion from women- owned businesses in the U.S. and increased sourcing from women-owned businesses internationally. Additionally, in 2014, working with WBENC and WEConnect International, a global network that connects women-owned businesses to qualified buyers around the world, Walmart helped fund the creation of the “Women-Owned” logo which can be used by any woman-owned supplier certified by those organizations at any retailer to highlight their products to consumers. Today, Walmart has more than 1,500 suppliers who identify as women-owned businesses, producing everything from apparel to produce. | “Campbell is proud to join this collaborative effort in order to raise awareness and foster more opportunities for female business owners,” said Denise Morrison, president and CEO, Campbell Soup Company. “One of the core values of our company is to ‘seek the power of different’ and we are committed to assemble a supplier base that reflects the diversity of the consumers and communities we serve.” | “Women and minority-owned businesses are critical to both their communities and our company as they spur economic development and drive growth,” said Irene Rosenfeld, Chairman and CEO of Mondelēz International. “We are proud to support this important initiative, as we continue to strive for inclusion and diversity in our company and women’s empowerment around the world.” | ""Supporting women-owned businesses and diversity across our suppliers is central to who we are at PepsiCo,” said Indra K. Nooyi, Chairman and CEO of PepsiCo. “Our commitment to diversity is not only a source of pride, it is a source of strength. And it’s part of our broader commitment to what we call Performance with Purpose, our approach to building a healthier, sustainable future for all our stakeholders — from our suppliers to our shareholders to our consumers, customers, employees, and the communities we serve.”",5,"78, 130, 65, 56, 85","diversity, gender equality, Diversity and Inclusion"
USM,U.S. Cellular Announces The Future of Good 16 Under 16 Recipients,19-Feb-19,BW,U.S. Cellular,"Award, Nonprofit","Aela (age 14) in Portland, Maine:  Aela is an activist who's built a team of student leaders to create an entirely student-led conference focusing on sexual assault prevention in her community and the state of Maine.",1,36,sexual assault
VOYA,Unique Dining Experience at Atlanta History Center Serves Up Awareness for Disability Employment,10-Oct-18,BW,"Voya Financial, Inc.","Contract/Agreement, Product/Service, Photo/Multimedia","Voya Financial, Inc. (NYSE: VOYA), helps Americans plan, invest and protect their savings — to get ready to retire better. Serving the financial needs of approximately 14.3 million individual and institutional customers in the United States, Voya is a Fortune 500 company that had $8.6 billion in revenue in 2017. The company had $528 billion in total assets under management and administration as of June 30, 2018. With a clear mission to make a secure financial future possible — one person, one family, one institution at a time — Voya’s vision is to be America’s Retirement Company®. Certified as a “Great Place to Work” by the Great Place to Work® Institute, Voya is equally committed to conducting business in a way that is socially, environmentally, economically and ethically responsible. Voya has been recognized as one of the 2018 World’s Most Ethical Companies® by the Ethisphere Institute; one of the 2018 World’s Most Admired Companies by Fortune magazine; as a member of the Bloomberg Gender Equality Index; and as a “Best Place to Work for Disability Inclusion” on the Disability Equality Index by Disability:IN. For more information, visit voya.com. Follow Voya Financial on Facebook, LinkedIn and Twitter @Voya.",1,197,gender equality
VOYA,Unique Dining Experience in Dallas Serves Up Awareness for Disability Employment,6-Dec-18,BW,"Voya Financial, Inc.","Product/Service, Photo/Multimedia, Event","Voya Financial, Inc. (NYSE: VOYA), helps Americans plan, invest and protect their savings — to get ready to retire better. Serving the financial needs of approximately 14.3 million individual and institutional customers in the United States, Voya is a Fortune 500 company that had $8.6 billion in revenue in 2017. The company had $543 billion in total assets under management and administration as of September 30, 2018. With a clear mission to make a secure financial future possible — one person, one family, one institution at a time — Voya’s vision is to be America’s Retirement Company®. Certified as a “Great Place to Work” by the Great Place to Work® Institute, Voya is equally committed to conducting business in a way that is socially, environmentally, economically and ethically responsible. Voya has been recognized as one of the 2018 World’s Most Ethical Companies® by the Ethisphere Institute; one of the 2018 World’s Most Admired Companies by Fortune magazine; as a member of the Bloomberg Gender Equality Index; and as a “Best Place to Work for Disability Inclusion” on the Disability Equality Index by Disability:IN. For more information, visit voya.com. Follow Voya Financial on Facebook, LinkedIn and Twitter @Voya.",1,197,gender equality
VZ,UNI's Center for Violence Prevention receives support from Verizon to end gender violence,16-Aug-12,PRN,Verizon Wireless,"Not For Profit Organizations, Human Interest Groups, Public Safety","UNI's CVP has been actively involved in developing best practices for  Iowa's state universities in sexual misconduct policies, as well as implementing bystander education on college campuses and K through 12 schools through its Mentors in Violence Prevention (MVP) program. | For more information about the Verizon Foundation, visit  www.verizonfoundation.org. For more information about HopeLine® from Verizon that turns no-longer used cell phones into support for domestic violence victims and survivors or to donate no-longer-used devices, visit www.verizonwireless.com/hopeline.",2,"40, 37","sexual misconduct, domestic violence"
UNH,"United Health Foundation Donates $500,000 to University of Chicago Medicine to Support Expanded COVID",19 Testing in Underserved Communities - 28-Apr,20,UnitedHealth Group,Product/Service,"“We are grateful to the United Health Foundation for its support of our efforts to provide much needed care to communities disproportionately impacted by the COVID-19 emergency,” said Brenda Battle, vice president of UChicago Medicine’s Urban Health Initiative and chief diversity and inclusion officer. “The financial support will allow South Side health care providers to ramp up staff and supplies needed to make testing more widely available to those most at risk in the community, which is critical to our efforts to prevent further spread of COVID-19.”",1,87,Diversity and Inclusion
UNH,UnitedHealth Group Announces Support for Twin Cities in Response to George Floyd Tragedy and Civil Unrest,1-Jun-20,BW,UnitedHealth Group,,"“George Floyd’s death is an unspeakable tragedy. Communities all across America are struggling to make sense of what’s happened and how we as a society pull together to move forward, heal, learn and grow,” said David S. Wichmann, chief executive officer of UnitedHealth Group. “The 325,000 people of UnitedHealth Group remain steadfast in our commitment to not only build a culture of inclusivity and diversity within our own organization, but to ensure our actions help create a more equitable society for the people we serve.”",1,85,diversity
UNH,UnitedHealthcare Employees Donate Thousands of Pounds of Food to Support Victims of Domestic Violence,5-Oct-16,BW,UnitedHealthcare,"Corporate Social Responsibility, Product/Service, Photo/Multimedia","UnitedHealthcare Employees Donate Thousands of Pounds of Food to Support Victims of Domestic Violence  Wednesday, October 05, 2016 09:36:00 PM (GMT) | Community leaders and UnitedHealthcare employees announced donation to help Catalyst Domestic Violence Services as part of Domestic Violence Awareness Month | UnitedHealthcare employees, volunteers and staff from Catalyst Domestic Violence Services load food, children’s books and everyday items into a truck for Catalyst’s emergency shelter | UnitedHealthcare employees in Chico today donated more than 3,000 pounds of food and dozens of boxes filled with everyday necessities to Catalyst Domestic Violence Services’ emergency shelter in Butte County. | Joined by representatives from the Chico Chamber of Commerce and other community leaders, UnitedHealthcare employees announced the beginning of a month-long public service campaign in partnership with Catalyst Domestic Violence Services to raise awareness throughout October for Domestic Violence Awareness Month. | Over the past seven years, UnitedHealthcare employees have donated more than 17,000 pounds of food to Catalyst Domestic Violence Services to help the men, women and children fleeing a violent home and in | Two-year-old Brinlee and her five-year-old brother, Eli, test out the new UnitedHealthcare Children’s Foundation reading station donated by UnitedHealthcare along with 100 books to support Catalyst’s Children’s Program. The donation was made as UnitedHealthcare employees in Chico, Calif., donated more than 3,000 pounds of food and everyday necessities to Catalyst Domestic Violence Services’ emergency shelter in Butte County (Photo: Brian Peterson). | Each year, an estimated 1.3 million women are victims of physical abuse by a partner in the United States, according to the National Coalition Against Domestic Violence (NCADV). About 1 in 15 children are exposed to intimate-partner violence each year, and 90 percent of these children are eyewitnesses to this violence. Throughout October, Catalyst Domestic Violence Service – the only domestic-violence emergency shelter for victims of domestic violence and their children in Butte County – will host a series of events as part of a public service campaign to raise awareness about domestic violence. | “Our employees know that their donations are making a lasting, positive impact in people’s lives,” said Deborah Domer, UnitedHealthcare Chico site director. “We are grateful for the opportunity to continue our partnership with Catalyst Domestic Violence Services and raise awareness of domestic violence in our communities.” | “We are thrilled by the support of the employees at UnitedHealthcare – what they are able to achieve is truly remarkable,” said Katie Simmons, president and CEO, the Chico Chamber of Commerce. “The business community in Chico is proud to support this annual food drive and help to heighten awareness of the resources available for people who are experiencing the damaging effects of domestic violence.” | “We need to shed light on this issue and the devastating impact it has in our community, our families and our workplace,” Supervisor Teeter said. “The employees of UnitedHealthcare are leading the way and showing us how to support each other and raise awareness to help end domestic violence.” | Catalyst Domestic Violence Service helps nearly 1,300 victims of domestic violence annually as they work to leave abusive situations. The not-for-profit organization offers safe housing for domestic violence victims as well as counseling and legal assistance with restraining orders. Established nearly 40 years ago, the nonprofit’s two drop centers provide services throughout Butte County in addition to its 28-bed confidential shelter and transitional housing program. Catalyst’s mission is to reduce the incidence of intimate-partner violence through crisis intervention services, community education and the promotion of healthy relationships. | About Catalyst Catalyst is a nonprofit organization committed to serving the needs of all domestic violence victims and their children regardless of ethnicity, citizenship, language, religion, physical disabilities, sexual orientation, gender identity or HIV status. Catalyst operates a 24-hour hotline for those in need at 800-895-8476. | UnitedHealthcare Matt Rodriguez, 714-252-0479 matt.rodriguez@uhc.com or Catalyst Domestic Violence Services Anastacia L. Snyder, 530-343-7711 als@catalystdvservices.org or Chico Chamber of Commerce Katie Simmons, 530-891-5556 katie@chicochamber.com",14,"21, 20, 24, 30, 41, 33, 61, 94, 46, 65, 49, 87, 46, 24",domestic violence
