identifier,headline,date,source,who_wrote_the_piece,subject,relevant_text,paragraphs,words,keywords
BRK.B,"Corporate Social Responsibility Related News Releases and Story Ideas for Reporters, Bloggers and Media Outlets",22-Jun-17,BW,Per,"Advisory, Corporate Social Responsibility, Photo/Multimedia",NEW YORK -- National Nonprofits Stand in Support of CEO Action for Diversity & Inclusion Pledge Source: Per Scholas,1,19,Diversity & Inclusion
BRK.B,"Corporate Social Responsibility Related News Releases and Story Ideas for Reporters, Bloggers and Media Outlets",29-Jun-17,BW,UnitedHealthcare,"Advisory, Corporate Social Responsibility, Photo/Multimedia",NEW YORK -- CORRECTING and REPLACING National Nonprofits Stand in Support of CEO Action for Diversity & Inclusion Pledge Source: Per Scholas,1,22,Diversity & Inclusion
"GEC.XX9, BRK.B",GEICO associates up for Women in Technology Leadership Awards,14-Feb-18,BW,GEICO,Award,"Last October, GEICO received a prestigious Top Companies for Women Technologists Award from AnitaB.org for creating a “corporate culture that revolves around promoting diversity and inclusion” and offering “several rotational programs for entry level technologists and management that provide ongoing training for continued professional growth.”",1,45,Diversity and Inclusion
"GEC.XX9, BRK.B",GEICO to Hire 400 IT Professionals at New Center of Excellence in Indy,24-Jul-18,BW,GEICO,"Product/Service, Event",GEICO IT received a prestigious 2017 Top Companies for Women Technologists Award from AnitaB.org for creating a “culture that revolves around promoting diversity and inclusion” and offering “programs for entry level technologists and management that provide ongoing training for continued professional growth.”,1,42,Diversity and Inclusion
"GEC.XX9, BRK.B",GEICO's Antonsen Named Women in Technology's 'Rising Star',7-Jun-18,BW,GEICO,"Award, Product/Service, Photo/Multimedia","Last October, GEICO received a prestigious Top Companies for Women Technologists Award from AnitaB.org for creating a “corporate culture that revolves around promoting diversity and inclusion” and offering “several rotational programs for entry level technologists and management that provide ongoing training for continued professional growth.”",1,45,Diversity and Inclusion
GIS,General Mills Honored for 10th Consecutive Year in Best Companies for Multicultural Women list from Working Mother,14-May-13,PRN,General Mills,"Corporate Social Responsibility, Human Interest Groups","""Each of us comes to work with a uniquely different perspective that is born from our experience,"" said  Ken Charles, vice president of Global Diversity and Inclusion for General Mills.  ""We find that a genuinely inclusive environment that acknowledges, respects and values those differences drives greater employee engagement and innovation. Supporting and valuing the talents and perspectives of working moms is critical to our workplace environment, contributing immensely to our success."" | ""The Best Companies for Multicultural Women know that a truly diverse workforce makes for an effective team, one that's plugged into the needs and desires of its customers,"" said Carol Evans, president of Working Mother Media. ""Grooming female leaders has become a crucial mandate, and great companies are simultaneously weaving diversity into their culture. However, many challenges lie ahead for all U.S. companies to build a pipeline of diverse talent to represent them at every level of decision-making and management.""",2,"71, 80","Diversity and Inclusion, diversity"
"GIS, GIS",General Mills Recognized as an Employer of Choice for Working Moms,18-Sep-12,BW,General Mills,"Award, Personnel, Product/Service","“We’re proud to receive this strong endorsement of our family-friendly culture,” said Ken Charles, vice president of Global Diversity and Inclusion at General Mills. “We work hard to create an inclusive workplace where all of our employees can thrive and contribute their best to the business. This commitment includes valuing and supporting the talents and perspectives of working moms.”",1,59,Diversity and Inclusion
BK,Girl Up Announces Partnership with BNY Mellon with Aim to Close the Gender Gap in STEM,6-Jul-18,PRN,Girl Up,Human Interest Groups,"Girl Up Announces Partnership with BNY Mellon with Aim to Close the Gender Gap in STEM  Friday, July 06, 2018 02:00:00 PM (GMT) | ""The gender gap in STEM starts early, with many girls not being encouraged to pursue STEM careers. Girl Up's partnership with BNY Mellon can help bridge this gap with an innovative approach that connects girls to how STEM can be used to make a difference in the world,"" said Girl Up Co-Executive Director Anna Blue. | About Girl Up  Girl Up is a global leadership development initiative, positioning girls to be leaders in the movement for gender equality. With resources in five languages and more than 2,200 Girl Up Clubs in over 100 countries, we've trained 40,000 girls of all backgrounds to create tangible change for girls everywhere. Girl Up provides leadership training and gives girls tools to become gender equality advocates and activists. Through our programs, girls broaden their social impact skill set, receive a platform to tell their stories, and apply STEM for social good. Our girl leaders create real policy change at local and national levels, raise millions of dollars to support United Nations programs that reach tens of thousands of girls around the world, and build community-based movements. Girl Up is an initiative of the UN Foundation, working across a global community of partners to achieve gender equality worldwide. Learn more at GirlUp.org.",3,"23, 55, 151","gender equality, gender gap"
"09VRDM, RIMM",Got a new BlackBerry for the holidays BBM for Safety!,16-Jan-12,PRN,YWCA Canada,"New Products & Services, Human Interest Groups","""What I love best about the Safety Siren for BlackBerry smartphones is that it focuses on making preventative choices about safety before heading out, ""says Corinne Rusch-Drutz, YWCA Canada Director of Communications & Membership Development.  ""It's really exciting to harness the safety potential of the BBM functionality, allowing young women who have downloaded the app to instantly connect with their networks. It also gives them access to sexual health information where, when and how they need it, which is an important part of being able to look out for yourself. The YWCA Safety Siren lives on your BlackBerry and goes where you go, answering some of the tough questions you might not be willing to ask your friends or family or look up on a shared computer.  It's your own private gateway to a library of women's resources, from sexual harassment to STIs."" | YWCA Canada is the country's oldest and largest women's multi-service organization. With 34 Member Associations operating in more than 400 districts and communities across the country, our Turning Point Programs for Women™ - which address personal safety, economic security and well-being - reach out to 1 million women, girls and their families. YWCA is the largest national provider of shelter to women, serving 25,000 women, children and teen girls including 6,000 fleeing domestic violence each year.  We are the largest provider of literacy, life skills, employment and counselling programs in the country, and the second largest provider of childcare services. YWCA Canada is a member association of the World YWCA which unites 25 million women and girls worldwide and spans 125 countries. For more information about YWCA Canada, visit www.ywcacanada.ca or find us on Facebook  www.facebook.com/ywcacanada and Twitter  @YWCA_Canada.",2,"143, 139","domestic violence, sexual harassment"
"GEC.XX9, BRK.B",HEIDI Award Goes to GEICO for Exemplary Diversity and Inclusion Practices in the Workplace,10-Nov-17,BW,GEICO,"Award, Product/Service, Photo/Multimedia","HEIDI Award Goes to GEICO for Exemplary Diversity and Inclusion Practices in the Workplace  Friday, November 10, 2017 04:33:00 PM (GMT) | GEICO’s Virginia Beach, Va., regional office recently earned the Hampton Roads Employer Inclusion and Diversity Initiative Award (HEIDI) at the annual conference of the Hampton Roads Diversity and Inclusion Consortium. | The Consortium presents HEIDI Awards to businesses and organizations that exemplify diversity and inclusion practices in their workforce, workplace and marketplace. HEIDI award winners set standards of excellence for Hampton Roads communities and the Eastern Shore of Virginia indicates the Consortium. | Beth Roberts (center), HR director of GEICO’s Virginia Beach regional office, accepts the company’s HEIDI Award from Hampton Roads Diversity and Inclusion Consortium’s Billy McIntyre and Frances Thompson. (Photo: Business Wire) | Last month, GEICO was also recognized for its diversity and inclusion efforts with AnitaB.org’s Top Companies for Women Technologists award. The award recognizes the company’s commitment to giving women in technology a place to thrive. | In accepting the honor, Beth Roberts, GEICO human resources director for the region, said, “Diversity plays a huge role in our success. At GEICO, | we strive to embrace all aspects of diversity.” | GEICO embraces diversity at every level, from recruiting and retention to the cultural diversity workshops and multicultural celebrations and events the company hosts throughout the year. | “We’re very pleased our workforce reflects the diversity of our customers,” said John Pham, vice president of GEICO’s Virginia Beach regional operations. “We rely on the inclusion of all points of view to help us improve our business and drive profitable growth. We’re so proud of what all our associates are doing for our customers and for our community!”",9,"21, 30, 41, 31, 35, 24, 8, 26, 59","Diversity and Inclusion, diversity"
"BRK.B, IPG, BRK.A",Helzberg Diamonds Is Primed For Shinier Things With New Chief Marketing Officer And New Agency Partner,2-Mar-18,PRN,Helzberg Diamonds,,"ABOUT CARMICHAEL LYNCH Carmichael Lynch is renowned for creating Unfair Ideas that give clients an unfair advantage against their competition. As a fully integrated creative agency, Carmichael Lynch offers a collaborative, holistic approach to marketing, leveraging paid, earned and owned media and creative strategies. The agency's work has been heralded by international award shows, and its company culture, and diversity and inclusion initiatives have won a multitude of honors.  The agency's client list includes famous brands such as Subaru, U.S. Bank, Phillips 66, Jack Link's Protein Snacks, Arla Foods, and Truvía. Carmichael Lynch Inc. is owned by the",1,98,Diversity and Inclusion
BBY,Houston's Best And Brightest Companies To Work For™ Winners Announced by the National Association For Business Resources,18-Sep-12,PRN,National Association for Business Resources,"Economic News, Trends & Analysis, Labor Issues, Human Interest Groups, Small Business Services","An independent research firm evaluates each company's entry based on key measures in various categories.  They include Compensation, Benefits and Employee Solutions; Employee Enrichment, Engagement and Retention; Employee Education and Development; Recruitment, Selection and Orientation; Employee Achievement and Recognition; Communication and Shared Vision; Diversity and Inclusion; Work- Life Balance; Community Initiatives and Strategic Company Performance.",1,55,Diversity and Inclusion
BK,Jolen Anderson Joins BNY Mellon as Global Head of Human Resources,11-Jul-19,PRN,BNY Mellon,,"Ms. Anderson joins BNY Mellon from Visa, where she most recently served as Senior Vice President, Chief Diversity Officer and Chief Counsel, Employment and Social Responsibility.  As Chief Diversity Officer, she was responsible for the strategic development and implementation of Visa's Global Diversity and Inclusion strategy, leading the implementation of enterprise-wide efforts to attract, develop and retain top performing talent in an inclusive work culture.  She also led a team providing legal support to the Global Human Resources organization, including counseling senior executives and the board of directors on employment, executive compensation and corporate governance matters.   | Ms. Anderson has been recognized as a top contributor and thought leader in her field, including being named one of the ""11 Women Who are Changing the Face of Finance"" by Forbes, ""Most Influential Women in Business"" by the San Francisco Business Times, ""Top Executive in Diversity"" by Black Enterprise, to name a few. ",2,"96, 54","Chief Diversity Officer, diversity"
"GEC.XX9, BRK.B",Mayor Jones Proclaims the 20th Anniversary of GEICO's Corporate Landing Location,1-Nov-18,BW,GEICO,"Product/Service, Photo/Multimedia","For three consecutive years, GEICO Virginia Beach was named a “best place to work in Virginia” by Virginia Business; the Best Companies Group bestowed the office with a similar honor. GEICO Virginia Beach, which surpassed one million policies-in-force in 2016, has also earned “best workplace” accolades from Coastal Virginia Magazine and recently received a Hampton Roads Employer Inclusion and Diversity Initiative (HEIDI) Award for exemplary diversity and inclusion practices.",1,69,Diversity and Inclusion
"001RD7, BRK.A",McLane Furthers Focus on Diversity with Expansion of SPARK Initiative,3-Oct-16,BW,"McLane Company, Inc.",Personnel,"McLane Furthers Focus on Diversity with Expansion of SPARK Initiative  Monday, October 03, 2016 03:30:00 PM (GMT) | McLane Company, Inc., a leading supply chain services company providing grocery and foodservice solutions, today announced the expansion of SPARK, a company-wide initiative focused on identifying workplace diversity opportunities through a variety of programs, community outreach and lending support to nationally recognized diversity-focused annual events. With the expansion, McLane furthers its commitment of creating and maintaining a diverse and inclusive workforce to foster creativity and innovation in order to better understand evolving trends and drive results for customers. | As part of this expansion, McLane has collaborated with Colorado Division of Vocational Rehab (DVR), Workforce Boulder County and Easter Seals on a Workplace Diversity Hiring pilot program that provides real world work experience to individuals with disabilities. | Participants of the Workplace Diversity Hiring program are referred by DVR and Workforce Boulder County to participate in a six-week training program that combines classroom and on-the-job training. The two weeks of classroom instruction includes soft-skills training, such as teamwork and problem solving taught by Easter Seals. The remaining four weeks of the program are located at the McLane Western Distribution Center, where participants will be exposed to real-world work experience as they integrate and work alongside McLane teammates. During the experiential training a job coach accompanies participants, ensuring they receive proper training based on their individual abilities. The second training session is scheduled to kick off in early October. | ""McLane recognizes the value of a diverse workforce to include people with disabilities from diverse backgrounds, and with highly-trained military expertise. The launch of SPARK deeply aligns with McLane's beliefs and values of honesty , integrity , and high Christian principles, and further demonstrates our commitment to diversity inclusion,” said Jennifer Rojas, EEO compliance, and inclusion manager at McLane. “It’s been a great experience working jointly with the many exceptional partners we’ve identified for each program, and we look forward to adding great talent to build out the McLane team and making people’s lives better.” | Looking ahead with SPARK, McLane plans to include additional disability training programs under the Workplace Diversity Hiring Program, as well as seek out opportunities that bring greater impact to the company, its teammates and the communities it serves.",6,"17, 78, 38, 110, 95, 38",diversity
"05MNVC, BRK.A","Rio 2016 Related News Releases and Story Ideas for Reporters, Bloggers and Media Outlets",8-Jul-16,BW,Visa Inc.,"Feature, Event","ORLANDO, Fla.--Weil Quaranta Law Firm Sues Amateur Athletic Union over Alleged Sexual Misconduct Source: Weil Quaranta",1,16,sexual misconduct
"05MNVC, BRK.A","Rio 2016 Related News Releases and Story Ideas for Reporters, Bloggers and Media Outlets",28-Jul-16,BW,Arcos Dorados,"Product/Service, Event, Feature","ORLANDO, Fla.--Weil Quaranta Law Firm Sues Amateur Athletic Union over Alleged Sexual Misconduct Source: Weil Quaranta",1,16,sexual misconduct
"AAPL, AMZN, BRK.B...",StreetAccount Summary The Economist print edition,1-Feb-18,SA,,"Media Summaries, Economist Summary","On 26-Jan WSJ published an investigation detailing several allegations that amount to a decades-long spree of sexual misconduct by Wynn Resorts (WYNN) CEO Steve Wynn. The company's board has appointed a special committee to investigate the reports, the accuracy of which Wynn denies. Wynn's control over Wynn Resorts is near-absolute, and the outcome of the inquiry may significantly impact the business.",1,61,sexual misconduct
BH,Texas Supreme Court Rejects Bid by Steak 'n Shake to Dismiss Employee Sexual Assault Lawsuit,27-Mar-20,PRN,Fears Nachawati Law Firm,Legal Issues,"This is the second time that the Supreme Court of Texas has rejected an appeal from Steak 'n Shake in this case. In 2017, the court made an important and closely watched finding that workplace sexual assault lawsuits can be treated differently than sexual harassment claims and are not required to be guided by an administrative process under the Texas Commission on Human Rights Act. | Texas Supreme Court Rejects Bid by Steak 'n Shake to Dismiss Employee Sexual Assault Lawsuit   Friday, March 27, 2020 10:21:00 PM (GMT) | The ruling stems from a lawsuit filed by a woman identified as B.C. who claims her manager at a  Frisco, Texas, Steak 'n Shake assaulted her during a late-night shift in 2011. She sued the  San Antonio-based casual restaurant chain for sexual assault. In Friday's ruling, the Supreme Court rejected Steak 'n Shake's argument that certain evidence could be excluded from consideration because of an alleged untimely filing. | Dallas-based Fears | Nachawati Law Firm represents individuals, businesses and governmental entities in litigation, including sex abuse and sexual assault claims, business interruption claims arising from Coronavirus (COVID-19) and other natural disasters, serious personal injury and wrongful death, and mass torts arising from environmental damage and water contamination, as well as defective drug and medical device litigation. For more information, visit: https://www.fnlawfirm.com/. | DALLAS, March 27, 2020 /PRNewswire/ -- For the second time, the Supreme Court of  Texas has rejected an attempt by Steak 'n Shake (NYSE: BH) to dismiss a lawsuit filed by a former employee who was allegedly sexually assaulted by her manager. | n-shake-to-dismiss-employee-sexual-assault-lawsuit-301031198.html",7,"65, 22, 68, 2, 59, 42, 1","sexual assault, sexual-assault, sexual harassment, sexually assaulted"
BK,The Bank of New York Mellon Corp.(BK,US) Schedules Annual General Meeting for 11-April-2017 900 AM ET,2,,,,0,0,
BK,The Bank of New York Mellon Corp.(BK,US) Schedules Annual General Meeting for 9-April-2019 900 AM ET,11,,,,0,0,
"BK, 0BHFZ1, 0B24JW...",The Times and 'Opportunity Now' Name BNY Mellon Among the UK's Top 50 Employers for Women,19-Apr-12,PRNE,,"Corporate Social Responsibility, Human Interest Groups","NEW YORK  and LONDON, April 19, 2012 /PRNewswire/ -- BNY Mellon, the global leader in investment management and investment services, announced that it has earned two key honours for gender equality in the workplace from The Times of London and 'Opportunity Now', the gender campaign from Business in the Community. The financial services powerhouse with more than 5,500 UK-based employees features prominently in The Times' annual list of the UK's Top 50 Employers for Women, as both a corporate entity and for the sustained and highly effective individual leadership efforts of Champion honoree Helena Morrissey. | About  The Times Top 50 process: Opportunity Now managed  The Times Top 50 Employers for Women list and judging process.  Entry was by self nomination and open to any employer with a UK presence. Employers supplied detailed information on what their organisation does internally as a top employer for women as well as what it does externally to promote gender equality, diversity and inclusion and to create opportunities for women in a wider context. Organisations were required to supply two case study stories of specific initiatives/programmes which demonstrated the work they were doing to create culture change. All entries were stringently marked against a framework of best practice and assessed on an anonymous basis by a team of gender experts within Opportunity Now. | Speaking about the awards, Sheena Wilson, BNY Mellon's global head of talent strategy, said: ""Our company aspires to be a top employer for women and an inclusive organisation for all people, so these honours from Opportunity Now are a pleasing reflection of the importance we place on diversity and inclusion as a business imperative. The growth of female talent throughout our company is strong, and continuously improving the diversity of our workforce remains a key priority."" | About Opportunity Now and Business in the Community:  Opportunity Now is the workplace gender campaign from Business in the Community. For information about Opportunity Now's work on diversity and inclusion, please see www.bitcdiversity.org.uk.  Business in the Community stands for responsible business. With a membership of over 850 companies, engagement in 10,700 organisations internationally and an employee reach of 14.7 million, Business in the Community is raising the benchmark for responsible business practice. We offer our members practical support to help them transform their businesses and integrate responsible practices into their operations.  And we ask our members to work in partnership with us to help transform communities and tackle serious social issues where business can make a real difference.  Business in the Community is one of the Prince's Charities, a group of not-for-profit organisations of which The Prince of Wales is President. www.bitc.org.uk. | Helen Wells, director of Opportunity Now said: ""Businesses are dependent on having a highly motivated and diverse workforce, and being included in The Times' Top 50 Employers for Women list demonstrates BNY Mellon's focus on creating and utilising the skills and talent of a diverse workforce. It is a clear to us that the organization's senior leaders see this as a commercial imperative, not a women's issue. Additionally, winning the Opportunity Now Excellence in Practice Champion Award is testament to the exceptional work Helena Morrissey has done in championing the commercial imperative of gender balance on boards across the financial services sector and beyond. With the 30% Club, Helena has demonstrated unbelievable drive and great success in securing commitment and galvanising action from senior business leaders to achieve gender diversity at the highest levels of business.""    | The Times commented: ""The Times, renowned for the diversity and equality of its coverage of local, national and international events, is proud to recognise the achievements of women in all walks of British life.""",6,"95, 123, 76, 142, 136, 34","Diversity and Inclusion, diversity, gender equality"
BK,Thomas P. (Todd) Gibbons Appointed Interim CEO of BNY Mellon and member of the Board of Directors,27-Sep-19,PRN,BNY Mellon,,,0,0,
"BRK.A, 000KXK",U.S. servicemen and servicewomen honored at GEICO's 2015 Military Service Awards,26-Apr-16,BW,GEICO,Award,"Master Sgt. Pearson has conducted multiple sexual assault prevention and response briefings, managed a unit Wingman Day event, lead over 100 DWI, relapse prevention and anger management classes, and facilitated two enlisted force structured forums with more than 130 Airmen.",1,40,sexual assault
"GIS, GIS",Working Mother Applauds General Mills' Family,Friendly Culture - 15-Sep,11,General Mills,Award,"“We’re thrilled to again be selected for this prestigious list of the most family-friendly companies in the U.S.,” said Ken Charles, vice president of Diversity and Inclusion for General Mills. “General Mills works hard to build a culture that is both performance driven and supportive. Offering all of our talented employees rewarding and engaging careers and the opportunity to make an impact on our business around the world is equally as important as having good benefits and a flexible workplace.” | The Working Mother 100 Best Companies are judged on answers to 650 questions, including data on the access and usage of flexible work arrangements, parental leave, child care, health and wellness support, and the advancement of women to all levels of management. All of this year’s winning companies offer flextime hours, telecommuting, paid maternity leave and employee assistance programs. | Methodology  General Mills was selected for the 2011 Working Mother 100 Best Companies list based on an extensive application with more than 650 questions that surveys the usage, availability and tracking of programs, as well as the accountability of managers who oversee them. Seven areas were measured and scored for the 2011 initiative: workforce profile, benefits, women’s issues and advancement, child care, flexible work, parental leave and company culture. For this year’s 100 Best, particular weight was given to benefits, flexibility and parental leave.",3,"80, 59, 84","Diversity and Inclusion, parental leave"
"GIS, GIS",Working Mother Praises General Mills for Its Multicultural Mom,Friendly Workplace - 24-May,11,General Mills,"Award, Product/Service","“We’re thrilled to receive this honor as an endorsement of our progress on creating an inclusive workplace for all employees,” said Ken Charles, vice president of Diversity and Inclusion for General Mills. “Not only are multicultural moms a growing and valuable part of our workforce, but they also make up an important and powerful consumer base for the company. We believe that an inclusive workplace where people are comfortable bringing 100 percent of themselves to work drives innovation and insights, and also brings us closer to consumers around the world.” | The complete 2011 Best Companies for Multicultural Women special report — including profiles of the winning companies and stories on diversity in corporate America — appears in the June/July issue.",2,"90, 30","Diversity and Inclusion, diversity"
GIS,"You Grow, Girl! blog series amplifies voice of female farmers",26-Oct-17,PRN,General Mills,Human Interest Groups,"The second post features fifth-generation grain farmer  Haley Ostberg, from Dominion City, Manitoba. Ostberg talks about her call to farm, gender equality in agriculture and what she believes can educate consumers about modern day farming, in this audio interview.",1,39,gender equality
