who_wrote_the_piece,subject,relevant_text,paragraphs,words,keywords,path
Macy's,"Contract/Agreement, Photo/Multimedia, Event, Nonprofit","As a pivotal component of Macy's Pride + Joy campaign, the national partnership with The Trevor Project, once again showcases Macy's steadfast value of diversity and inclusion in all areas of business. This commitment is evidenced by the company's consistent achievement of a 100 percent score on the Human Rights Commission's Corporate Equality Index, the national benchmarking tool on corporate policies and practices. | This June, Macy's (NYSE:M) will kick-off its annual Pride + Joy national LGBTQ Pride Month celebrations with its customers, colleagues and local communities in commemoration of Stonewall 50 and World Pride NYC. A key component of that celebration is its nationwide partnership with The Trevor Project. In mid-May, Macy's and The Trevor Project will begin the roll-out of a series of initiatives aimed at raising funds and awareness for Trevor's life-saving mission and services for at-risk LGBTQ young people, highlighting Macy's long-standing commitment to diversity, equality, inclusion and respect for all.",2,"63, 91","diversity, Diversity and Inclusion",M - Macy's and The Trevor Project Partner in Celebration of Pride Month - 18-Apr-19 - BW.pdf
Macy's,"Photo/Multimedia, Event","""Cuisine is a vital element of Asian- Pacific culture and heritage and we are honored to welcome Kristen Kish, a celebrated culinary master chef, as she helps Macy's celebrate Asian Pacific Heritage Month in stores nationwide this May,""ù said Dineen Garcia, Macy's vice president of Diversity & Inclusion Strategies.",1,49,Diversity & Inclusion,M - Macy's Celebrates Asian Culture and Flavors with Chef Kristen Kish for Asian Pacific American Heritage Month - 27-Apr-17 - BW.pdf
Macy's,"Photo/Multimedia, Event","""Macy's is thrilled to partner with Katie Chin to celebrate Asian Pacific American Heritage Month and honor its rich culture and heritage, in stores nationwide. Chin offers a unique and celebrated take on Asian Cuisine, and we are excited to share her story and expertise with Macy's customers,"" said Dineen Garcia, Macy's vice president of Diversity & Inclusion Strategies.",1,59,Diversity & Inclusion,M - Macy's Celebrates Asian Flavors and Culture with Chef Katie Chin for Asian Pacific American Heritage Month - 28-Apr-16 - BW.pdf
Macy's,"Photo/Multimedia, Event","""Macy's is once again thrilled to celebrate the contributions African Americans have made to our nation with special events in our stores. Macy's values the diversity of all of its customers and inclusion and respect are at the heart of our core values. We are happy to join with our associates and customers nationwide in honoring the legacy of African American achievement during Black History Month and beyond,""ù said Kristyn Doar-Page, Macy's vice president of Diversity & Inclusion Strategies.",1,79,Diversity & Inclusion,"M - Macy's Celebrates Black Art, Expression and Culture During Black History Month - 31-Jan-17 - BW.pdf"
Macy's,"Photo/Multimedia, Product/Service, Event","""Macy's mission is to embed diversity and inclusion into how we think, act, and operate. We are strongest when we are representative of the many communities we serve and we are thrilled to offer our customers engaging Black History Month events that honor and reflect the Black experience and its impact on global culture,""ù said Shawn Outler, Macy's chief diversity officer. | The month's events kick off at Macy's Baldwin Hills in Los Angeles with a make-up tutorial and discussion about diversity and inclusion in the beauty industry from influencer Monica Veloz. At Macy's State Street, Chicago native Matthew Cherry will screen his 2020 Oscar¬Æ-nominated short-film Hair Love and discuss how he used the power of family to tell a compelling story about real people. Comedian and co-star of podcast 2 Dope Queens , Phoebe Robinson, and 14-year-old activist and creator of #1000blackgirlbooks, Marley Dias, will appear at Macy's Herald Square in New York City for an evening of insightful dialogue. Three-time Super Bowl¬Æ champion and Hall of Famer Jerry Rice will appear at Macy's Union Square in San Francisco. At Macy's Lenox Square in Atlanta, customers can enjoy a demonstration and celebration of the diversity of Black hair from celebrity stylist Kim Kimble. At Macy's Aventura in Miami, representatives from Macy's Diversity and Inclusion team and The Workshop at Macy's will participate in a discussion on the diversity of Black people and Black culture as well as select a high potential Black-owned business to join The Workshop at Macy's class of 2020. | Macy's Celebrates Black History Month By Embracing and Expressing The Diversity Of Black People and Culture  Monday, January 27, 2020 02:00:00 PM (GMT) | This February, Macy's will celebrate Black History Month by embracing and expressing the diversity of Black people and culture. Luminaries such as influencer Monica Veloz, Oscar¬Æ nominee Matthew Cherry, comedian Phoebe Robinson, activist Marley Dias, NFL Hall of Famer Jerry Rice, and celebrity hair stylist Kim Kimble will headline events throughout the month.",4,"61, 191, 23, 53","Chief Diversity Officer, diversity, Diversity and Inclusion",M - Macy's Celebrates Black History Month By Embracing and Expressing The Diversity Of Black People and Culture - 27-Jan-20 - BW.pdf
Macy's,"Photo/Multimedia, Event","""Macy's stand on diversity and inclusion is a clear reflection of the rich cultures we serve in our marketplace. Macy's is committed to honoring and recognizing the significant contributions Hispanics have made in entertainment, music and beauty through this campaign,""ù said Dineen Garcia, Macy's vice president of Diversity Strategies. ""Diversity is at the heart of our business and we look forward to celebrating these achievements with our Hispanic Heritage Month events from coast-to-coast.""ù",1,73,Diversity and Inclusion,M - Macy's Celebrates Hispanic Heritage Month - 14-Sep-15 - BW.pdf
Macy's,"Photo/Multimedia, Event","""Macy's is thrilled to provide a platform for Latinx musicians, artists and designers, as well as our own colleagues, to shine at our stores nationwide,""ù said Shawn Outler, Macy's chief diversity officer. ""We are proud to support the work and influence of these leaders in the Hispanic community ""ì bringing individuals together to honor their culture with pride.""ù",1,58,Chief Diversity Officer,"M - Macy's Celebrates Hispanic Heritage Month by Embracing Unity Through the Art, Music, and Fashion of Latinx Creators - 10-Sep-19 - BW.pdf"
Macy's,"Photo/Multimedia, Event","""These upcoming Black History events serve as wonderful opportunities for Macy's to bring bold, ground- breaking Black innovators into our stores and to our communities,""ù said Kristyn Doar-Page, Macy's vice president of Diversity & Inclusion Strategies. ""As a retailer committed to celebrating trailblazers, Macy's is thrilled to open a space where our community can engage with these artists as they share their life stories and inspirations.""ù",1,66,Diversity & Inclusion,M - Macy's Celebrates Innovators and Visionaries During Black History Month - 01-Feb-18 - BW.pdf
"Macy's, Inc.","Photo/Multimedia, Event","Diversity and inclusion is a Macy's core value, essential to the brand's success and one that brings colleagues together as a united front. ""Macy's is extremely excited to host a series of Black History Month events at our stores nationwide that reflect on the Black experience and its extraordinary impact on our culture,""ù said Kristyn Doar-Page, Macy's vice president of Diversity & Inclusion Strategies. ""From art and music to food and the empowering role of the Historically Black Colleges and Universities in shaping generations of leaders, continuing the conversation of Black legacies and achievements is an honor that Macy's takes pride in each and every year.""ù",1,106,Diversity and Inclusion,M - Macy's Celebrates Lasting Legacies During Black History Month 2019 - 30-Jan-19 - BW.pdf
"Macy's, Inc.","Photo/Multimedia, Event","""We are proud to continue our long- standing commitment to diversity and inclusion by celebrating Lunar New Year with our customers, communities and colleagues,""ù said Jose Gamio, vice president of Diversity Strategies, Macy's, Inc. ""As part of our annual celebration, select stores will honor the 'Year of the Pig' with themed special events and specialized, limited-edition merchandise in beauty, home, women's, men's, kids and fashion accessories.""ù",1,66,Diversity and Inclusion,M - Macy's Celebrates Lunar New Year 2019 - 29-Jan-19 - BW.pdf
Macy's,"Photo/Multimedia, Product/Service","""At Macy's, we're proud of our commitment to diversity and inclusion,""ù said Jose Gamio, senior director of Multicultural Community Engagement. ""We are thrilled to highlight the diverse cultures of our customers, communities, and colleagues by celebrating Lunar New Year across the country.""ù",1,42,Diversity and Inclusion,M - Macy's Celebrates Lunar New Year 2020 - 13-Jan-20 - BW.pdf
"Macy's, Inc.","Photo/Multimedia, Event","This June, Macy's commemorates national LGBTQ Pride Month with its celebratory campaign, Pride + Joy, featuring a wide array of in-store events, parades, commemorative advertising and sponsorships. Pride + Joy, the company's annual LGBTQ campaign, continues to highlight Macy's long-standing commitment to diversity, inclusion and respect. | ""Inclusion is part of Macy's core values,""ù said William Hawthorne, senior vice president, Diversity Strategies and Legal Affairs, Macy's, Inc. ""We are happy to celebrate national Pride Month with our employees, customers and the LGBTQ community through festive celebrations, as well as by providing support to organizations like The Human Rights Campaign and The Trevor Project which are making a positive difference in the community.""ù",2,"46, 65",diversity,M - Macy's Celebrates Pride + Joy with the LGBTQ Community - 01-Jun-15 - BW.pdf
"Macy's, Inc.","Photo/Multimedia, Event","This June, Macy's (NYSE:M) celebrates national LGBTQ Pride Month with Pride + Joy, featuring in-store events, parades, sponsorships, and special merchandise nationwide. Pride + Joy, the company's annual LGBTQ campaign, continues to highlight Macy's long-standing commitment to diversity, inclusion and respect. | ""Macy's is committed to supporting the LGBTQ community and promoting an inclusive environment for our employees and customers during National Pride Month, and all year-round,""ù said William Hawthorne, Macy's senior vice president of Diversity Strategies and Inclusion. ""The Pride + Joy campaign is a true reflection of Macy's core values where we celebrate diversity and support community partners, such as The Trevor Project, which provides vital services and those that are making strides in the movement for equality.""ù | To honor this commitment to equality and celebrate the rich diversity of our society, Macy's employees and their families and friends are participating in 23 parades across the country. Special in-store Pride festivities will highlight the latest fashions, support local charities and feature personal appearances.",3,"41, 78, 45",diversity,M - Macy's Celebrates Pride + Joy with the LGBTQ Community - 05-Jun-17 - BW.pdf
Macy's,"Product/Service, Photo/Multimedia, Event, Nonprofit","""Macy's core value of acceptance is reflected in our commitment to supporting the LGBTQ community through the fostering of an inclusive culture and environment that inspires our colleagues and customers to be their authentic self, every day,""ù said Kristyn Doar-Page, Macy's vice president of Diversity and Inclusion. ""Through our annual Pride + Joy campaign, Macy's joins community equality celebrations nationwide with in- store special events and support for local charity partners.""ù | This June, Macy's (NYSE:M) celebrates national LGBTQ Pride Month with its customers, colleagues and local communities via in-store events, local Pride parade celebrations, organization sponsorships and special merchandise available at Macy's stores nationwide and on macys.com. Pride + Joy, the company's annual LGBTQ campaign, continues to highlight Macy's long-standing commitment to diversity, equality, inclusion and respect for all. | Macy's is committed to equality and diversity in all areas of business as evidenced by the company's consistent achievement of a 100 percent score on the Human Rights Commission's Corporate Equality Index, the national benchmarking tool on corporate policies and practices.",3,"71, 58, 41","diversity, Diversity and Inclusion",M - Macy's Celebrates Pride + Joy With the LGBTQ Community - 29-May-18 - BW.pdf
Macy's,"Product/Service, Photo/Multimedia, Event","""At Macy's, diversity is a foundational value and part of how we think, act and operate. It is reflected in our long-standing commitment to fostering an inclusive culture and environment that inspires, reflects and embraces our colleagues, customers and the communities we serve,""ù said Shawn Outler, Macy's chief diversity officer. ""Through our annual Pride + Joy campaign, Macy's celebrates National Pride Month as a testament to the power of community to make all of our lives shine brighter.""ù | Macy's is committed to diversity and inclusion in all areas of business as evidenced by the company's consistent achievement of a 100 percent score on the Human Rights Commission's Corporate Equality Index, the national benchmarking tool on corporate policies and practices. It is also a core value that guides how the company and its leadership operate. From LGBTQ representation in national advertising and a diverse set of suppliers including women, minority and LGBTQ-owned businesses to active and engaged LGBTQ employee resource groups, and an inclusive customer bill of rights that welcomes and protects all consumers, Macy's reflects the communities it serves. | Sharing insights with the community, Macy's diversity leadership will be highlighted via a special presentation during the WorldPride Human Rights Conference taking place at New York Law School on June 24. There, Macy's will share its best practices on how brands can embed diversity and inclusion into the way they think, act and operate to consistently and genuinely reflect all consumers. | Macy's (NYSE:M) long-standing commitment to diversity, equality, and inclusion is punctuated this June by its nationwide celebration of National Pride Month. In support of its colleagues, customers and communities, Macy's 10th annual national Pride + Joy campaign will celebrate WorldPride 2019 and the 50th anniversary of the Stonewall uprising. Macy's Pride + Joy campaign features special partnerships with The Trevor Project and NYC Pride, participation in Pride parades across the country, in-store special events, and exclusive Pride-themed merchandise available at more than 150 Macy's stores and on macys.com.",4,"78, 101, 61, 88","Chief Diversity Officer, diversity, Diversity and Inclusion",M - Macy's Celebrates Pride + Joy With the LGBTQ+ Community for WorldPride 2019 and Stonewall 50 - 21-May-19 - BW.pdf
Macy's,"Photo/Multimedia, Event","""Macy's is thrilled to host this talented array of special guests for our upcoming celebration of Asian Pacific American Heritage Month,""ù said Jose Gamio, Macy's vice president of Diversity & Inclusion Strategies. ""They are important, fresh voices who bring unique and relevant perspectives to these discussions and celebrations. We are honored to share their important stories, foods and expertise in conversations about Asian and Pacific American culture with our",1,69,Diversity & Inclusion,M - Macy's Honors Generations of Cultural Tradition During Asian Pacific American Heritage Month - 30-Apr-18 - BW.pdf
Macy's,"Photo/Multimedia, Event","""Macy's is honored to celebrate Hispanic Heritage Month with our customers and colleagues across the country,""ù said Jose Gamio, vice president of Diversity and Inclusion, Macy's, Inc. ""At Macy's, diversity and inclusion are a core tenet of every aspect of our business, as different perspectives help drive creativity and innovation.""ù",1,50,Diversity and Inclusion,M - Macy's Honors Hispanic Heritage With A Month-Long Celebration Of Latin Culture - 13-Sep-18 - BW.pdf
"Macy's, Inc.",Product/Service,"""Macy's is proud to continue our long-standing commitment to diversity, inclusion and respect,""ù said William Hawthorne, senior vice president of Diversity Strategies, Macy's, Inc. ""Whether it's through specialized product assortment, in-store events or community partnerships, we strive to celebrate the diverse cultures of our customers and employees in a bigger and better way each year. I am so excited for our Lunar New Year 2017 festivities to begin.""ù",1,68,diversity,M - Macy's Honors Lunar New Year 2017 - 24-Jan-17 - BW.pdf
Macy's,"Conference, Product/Service, Trade Show","Five of Macy's, Inc.'s top female executives took the stage at Shoptalk in Las Vegas to share key insights and their unique business perspectives at the annual gathering of technology and retail brands and executives. Paula A. Price, chief financial officer, highlighted new economic models and store formats Macy's is exploring to build lifetime customer value and bring new customers into the brand. Jill Ramsey, chief digital officer and Rachel Shechtman, brand experience officer and founder of STORY, shared new technology enhancements and collaborations that will reinvigorate the customer experience and transform the way Macy's works. Nata Dvir, general business manager of beauty, discussed how Macy's is using technology to evolve its beauty experience both in-store and online. Shawn Outler, chief diversity officer, is set to discuss today The Workshop at Macy's, the first retail vendor development program of its kind, geared towards minority and women-owned businesses. | A lineup of Macy's, Inc.'s senior female leaders discussed Macy's upcoming omnichannel experiences, vendor diversity initiatives, technology enhanced customer product experiences and next-generation retail formats at the annual Shoptalk conference in Las Vegas",2,"147, 33","Chief Diversity Officer, diversity",M - Macy's Latest Collaborations and Technology Enhancements Are Set to Bring New Consumer Experiences to Its Best-in-Class App and In-Store - 04-Mar-19 - BW.pdf
"Macy's, Inc.",Corporate Social Responsibility,"""We are proud of the work we've done over the last 10 years to become a more inclusive organization. Today's announcement marks the next step on our journey as we continue to challenge ourselves to do more,""ù said Shawn Outler, chief diversity officer of Macy's, Inc. ""The strategy and goals we've set put us on a clear path to becoming best-in-class, and we hope to be the beacon of change that motivates other retailers and companies outside of our industry to do the same.""ù | Macy's, Inc. Creates Bold Vision To Advance Diversity and Inclusion and Ensure The Company Reflects The Diversity Of The Customers and Communities Served  Tuesday, September 10, 2019 02:00:00 PM (GMT) | ""At Macy's, diversity and inclusion are essential to our culture and core values. Our mission is to embed D&I into how we think, act, and operate by fostering an inclusive culture and an environment that inspires, reflects, and embraces everyone,""ù said Jeff Gennette, chairman and chief executive officer of Macy's, Inc. ""We hope the steps we are taking will encourage others to reaffirm their commitments to inclusion for all.""ù | For more information on diversity and inclusion at Macy's, Inc., visit macysinc.com/social- responsibility/diversity-inclusion. | Macy's, Inc. (NYSE: M) today announced a five-point approach to further ensure the company reflects the diversity of the customers and communities it serves. As part of this effort, the company has set goals and outlined specific strategies to increase its impact. | 3.  Reflect the full spectrum of diversity at all levels of our workforce:  Achieve more ethnic diversity by 2025 at senior director level and above, with a goal of 30 percent. There is a direct correlation between diverse and inclusive workplaces and strong business outcomes. For this reason, Macy's, Inc. has established MOSAIC, a 12-month program designed to strengthen leadership skills for a | percent by 2021. Macy's aims to increase expenditures with suppliers who bring unique merchandise and perspectives, contribute to the economic health of local communities, and help grow the number of diverse suppliers in the retail industry. Our Supplier Diversity Program is designed to connect suppliers that are more ethnically diverse, women-, veteran- and LGBTQ-owned businesses to opportunities within Macy's, Inc. by ensuring they are integrated into merchandising and business development strategies.  | Macy's, Inc. today also published its fiscal 2018 corporate sustainability report and 2025 Sustainable Stewardship Goals. The company has taken concrete steps to refine its sustainability strategy and has set clear goals for a more sustainable future, while strengthening the policies and programs that support its efforts. Macy's, Inc. is committed to creating a more sustainable future by achieving meaningful progress against Sustainable Stewardship Goals in critical areas including energy, waste & recycling, materials & fibers, chemical management, products, sourcing, transparency and diversity.",8,"84, 30, 69, 13, 42, 63, 71, 83","Chief Diversity Officer, diversity, Diversity and Inclusion","M - Macy's, Inc. Creates Bold Vision To Advance Diversity and Inclusion and Ensure The Company Reflects The Diversity Of The Customers and Communi... - 10-Sep-19 - BW.pdf"
,,,0,0,,"M - Macy's, Inc.(M-US) Schedules Cowen Department Store Summit - Cowen and Company for 9-June-2020 1100 AM ET - 12-May-20 - FCSTEV.pdf"
Outten & Golden LLP,"Legal Issues, Not For Profit Organizations",,0,0,,M - Outten & Golden LLP Discrimination Charge Filed by the Fortune Society Against Macy's in Background Check Dispute - 17-May-17 - PRN.pdf
"Macy's, Inc.",Personnel,"""Torrence's multigenerational knowledge and global view of the consumer will be essential to Macy's, Inc. during a time when we're hyper focused on strengthening our customer base. His expertise in advertising, marketing and technology will add value as we continue to balance the art and science in our marketing strategies. In addition, his work as an advocate for ethnic diversity and inclusion also make him a great fit for the Macy's, Inc. board of directors,""ù said Jeff Gennette, chairman and chief executive officer of Macy's, Inc.",1,86,Diversity and Inclusion,"M - Torrence Boone Joins Macy's, Inc. Board of Directors - 12-Dec-19 - BW.pdf"
"Macy's, Inc.","Conference, Trade Show, Photo/Multimedia, Event","Outler, Macy's, Inc.'s executive vice-president, chief diversity officer, will present at a panel discussion focused on New Approaches to Sourcing and Merchandising. Shawn is also the founder of The Workshop at Macy's, the first retail vendor development program of its kind, geared towards minority and women-owned businesses. | ""With a customer base that is largely female, it is imperative to our business that our executive ranks reflect the communities we serve. Diversity and Inclusion are core to our success, and I am so proud to have this incredible lineup represent us at this year's Shoptalk conference,""ù said Jeff Gennette, Macy's, Inc. chairman & chief executive officer. ""Macy's storied history of strong female leadership dates back to 1860, two years after our founding, when Margaret Getchell became the company's first female executive, working directly with R.H. Macy. It's a legacy we are very proud of and track record we intend to continue.""ù | Macy's strong line-up of female executives presenting at Shoptalk is yet another reflection of the company's commitment to diversity and inclusion across all aspects of the business. | Building on a long history of women in leadership roles at Macy's, Inc. (NYSE: M), the rich diversity of Macy's, Inc.'s senior management will be in focus at the Shoptalk 2019 conference this March. Five of the company's top female executives will take the stage to share key insights and their unique business perspectives at the annual gathering of technology and retail brands and executives. | The Shoptalk conference will be held at The Venetian in Las Vegas from March 3-6, 2019, with Macy's, Inc. executives slated to discuss the breadth of the brand's omnichannel customer experiences, vendor diversity, technology enhanced customer product experiences and next-generation retail formats.",5,"47, 103, 27, 65, 42","Chief Diversity Officer, diversity, Diversity and Inclusion",M - Women at Macy's Lead The Way - 16-Jan-19 - BW.pdf
Macy's,"Photo/Multimedia, Product/Service","For holiday shoppers, the fresh female-first lens brings diversity to Macy's gifting mix, further reinforcing Macy's newly established diversity and inclusion goals, which include increasing representation and advancing the growth of under-represented suppliers. Empowered offerings like TomboyX , a size and gender inclusive line of underwear and pajamas and Blume, a range of safe and sustainable feminine care solutions, | About SoGal Ventures  SoGal Ventures is the first female-led millennial venture capital firm. Elizabeth Galbut and Pocket Sun started this fund after experience as entrepreneurs and venture capitalists. They believe in the power of diversity, borderless business, and human-centric design. SoGal invests in early stage diverse founding teams in the U.S. and Asia, aiming to be the strongest ally for their portfolio companies. Powered by the SoGal Ecosystem across 40+ cities around the world, they are galvanizing a brand-new demographic - millennial & Gen Z women and minorities - to take center stage in entrepreneurship and creation.",2,"59, 97","diversity, Diversity and Inclusion","M, 0GL3QL, FDS.XX9 - Macy's Launches SoGifted, a Female Entrepreneur-Focused Destination for Gifts  - 05-Dec-19 - BW.pdf"
"Macy's, Inc.","Event, Photo/Multimedia, Product/Service","It's about Pride + Joy at Macy's this June, as the retailer joins millions in celebration of LGBT Pride Month. As a proud supporter of diversity, inclusion in the workforce and support of all consumers, Macy's marks Pride Month with a host of special initiatives nationwide. | ""Macy's is proud to recognize and honor our LGBT employees and customers during Pride Month with our nationwide Pride + Joy campaign. These festive celebrations and community initiatives showcase our steadfast commitment to inclusiveness in all aspects of our business,""ù said Corliss Fong, Macy's vice president of diversity strategies. ""During Pride Month and throughout the year, we will remain committed to supporting the LGBT community through a variety of initiatives including our long-standing partnership with the Human Rights Campaign.""ù",2,"46, 79",diversity,"M, M - Macy's Celebrates Pride + Joy - 02-Jun-11 - BW.pdf"
"Macy's, Inc.",Photo/Multimedia,"Pride + Joy is something to celebrate at Macy's (NYSE:M) this June as the retailer joins millions in commemoration of National LGBT Pride Month. From joyful marches in a 29-city parade of Pride to in-store celebrations and merchandise, Macy's Pride Month events are a highlight of the company's long-standing commitment to diversity. | ""Macy's is once again proud to recognize and honor our LGBT employees and customers during National Pride Month with our Pride + Joy campaign,""ù said Dineen Garcia, Macy's vice president of diversity strategies. ""These festive celebrations and community initiatives showcase our steadfast commitment to inclusiveness in all aspects of our business. From our welcoming Wedding & Gift Registry to our long- standing support of national and local LGBT community organizations, Macy's remains dedicated to the fundamentals of diversity, inclusion and respect for all.""ù",2,"52, 83",diversity,"M, M - Macy's Celebrates Pride + Joy - 05-Jun-12 - BW.pdf"
Macy's,"Contract/Agreement, Product/Service, Photo/Multimedia, Event","This June, Macy's (NYSE:M) commemorates National LGBTQ Pride Month with its celebratory campaign, Pride + Joy, featuring a wide array of in-store events, specialty merchandise, commemorative advertising and sponsorships. Pride + Joy, the company's annual LGBTQ campaign continues to highlight Macy's long- standing commitment to diversity, inclusion and respect. | ""We are happy to celebrate National Pride Month with our employees, customers and the LGBTQ community through our annual Pride + Joy campaign,""ù said William Hawthorne, senior vice president, Diversity Strategies and Legal Affairs, Macy's, Inc. ""Not only are we able to support the LGBTQ community through festive celebrations and community initiatives, but we are also giving back through our long-standing support of the Human Rights Campaign, as well as the support we provide to local organizations that are making a difference in this community.""ù | With special events featuring the latest fashions, personal appearances, commemorative advertising and window treatments, as well as exclusive Human Rights Campaign (HRC) merchandise, Macy's acknowledges and celebrates the rich diversity of our society. Inclusion is Macy's core value and to honor this commitment to equality, Macy's employees and their friends and family will take to the streets, once again marching in local festivities in a 23-city parade of Pride.",3,"49, 85, 69",diversity,"M, M - Macy's Celebrates Pride + Joy with the LGBTQ Community - 03-Jun-14 - BW.pdf"
"Macy's, Inc.","Event, Photo/Multimedia","""Diversity and inclusion is at the core of our success in growing relationships with our customers and partners. Macy's is proud to recognize and honor our LGBTQ employees and customers during Pride Month with our nationwide Pride + Joy campaign. These festive celebrations and community initiatives showcase our steadfast commitment to inclusiveness in all aspects of our business,""ù said William Hawthorne, senior vice president, Diversity Strategies and Legal Affairs, Macy's, Inc. ""During Pride Month and throughout the year, we will remain committed to supporting the LGBTQ community through a variety of initiatives including our long-standing partnership with the Human Rights Campaign.""ù | This June, Macy's (NYSE:M) celebrates Family + Friends , Love + Life, Equality + Respect , Pride + Joy with millions in commemoration of National LGBTQ Pride Month. Highlighting Macy's long-standing commitment to diversity, inclusion and respect, the company and its employees join in a parade of pride across the nation with special sponsorships and participation in 23 Pride parades, in-store events nationwide and special merchandise that helps support the fight for LGBTQ equality.",2,"101, 74","diversity, Diversity and Inclusion","M, M - Macy's Celebrates Pride + Joy with the LGBTQ Community - 04-Jun-13 - BW.pdf"
,,"""It would be impossible to recount all of Rob's many contributions and accomplishments over the past two  decades. He's pushed us to be at the cutting edge of operational efficiency and accuracy. Rob brought that   same passion and caring to our culture and our people, being a tireless advocate for diversity and inclusion  initiatives. We wish Rob and his family every happiness in this next chapter.""",1,66,Diversity and Inclusion,MA - Blog Coverage Changes in Top Tier of MasterCard as Ed McLaughlin Promoted as President of Operations and Technology - 01-May-17 - NEWS_ACW.pdf
Mastercard Investor Relations,"Product/Service, Photo/Multimedia","To help narrow the gender gap, Mastercard has been cultivating young technology enthusiasts as part of its signature education platform, Girls4Tech. Currently in its fifth year, this hands-on, inquiry-based STEM program has reached more than 400,000 girls (ages 8-12) in 25 countries, more than doubling its established 2017 goal. Today, as Mastercard marks the 5th anniversary of the program, the company builds on a successful track record of impact with an even more ambitious commitment to reach one million girls by 2025. | New Partnerships to Expand Reach and Narrow the Gender Gap in STEM Education | In partnership with American Airlines, Mastercard will host its first Girls4Tech Takes Flight  brainathon. The two-day event will challenge 50 girls to innovate solutions to humanitarian challenges outlined by the United Nations on gender equality; smart cities and sustainability; health and wellbeing; and quality education.",3,"82, 13, 45","gender gap, gender equality",MA - Five Years and Growing...Mastercard Commits to Reaching 1M Girls Globally by 2025 With Signature STEM Education Platform - 23-Apr-19 - BW.pdf
MasterCard Incorporated,"Contract/Agreement, Product/Service, Trade Show","With the mission of creating a world beyond cash and a world beyond hunger, this bold new initiative is Mastercard's first global commitment with WFP focused on helping reverse the spiral of poverty ""ì supporting four of the United Nations Sustainability Development Goals; No Poverty, Zero Hunger, Quality Education and Gender Equality. As part of the commitment Mastercard and WFP have set an aggressive target of fulfilling as many meals as possible within the next twelve months.",1,77,gender equality,MA - Mastercard and the World Food Programme Announce 100 Million Meals Commitment - 06-Jul-17 - BW.pdf
http://newsroom.mastercard.com/press-releases/mastercard-and-un-womens-project-inspire-seek-,Company Announcements and Releases,"Trina Liang-Lin President, Singapore Committee for UN Women, ""Project Inspire showcases youth around the region taking the lead and being the agents of change in achieving gender equality and women empowerment. We believe that engaging the next generation will greatly contribute to our mission. More importantly, youth will inspire their peers to take action and support the betterment of women and girls. We are proud to partner with MasterCard for the third year in championing this cause.""ù",1,77,gender equality,MA - MasterCard and UN Women's Project Inspire Seek Women's Empowerment Projects for 2013 Edition - 05-Mar-13 - NEWS_CR.pdf
http://newsroom.mastercard.com/press-releases/mastercard-chief-diversity-officer-recognized-,Company Announcements and Releases,"MasterCard Chief Diversity Officer Recognized among Influential Black Women in Business   Thursday, March 21, 2013 02:51:10 PM (GMT) | NEW YORK, N.Y. (March 2013)  ""î MasterCard announced today, that Donna Johnson, Senior Vice President, Chief Diversity Officer, was honored at the Network Journal's 15th Annual 25 Influential Black Women in Business Awards Luncheon. TNJ will honor these 25 exceptional women during Women's History Month at its 15th Anniversary Luncheon on March 21 at the renowned New York Marriott Marquis Hotel, located at 1535 Broadway (between 45th & 46th streets) in the business capital of the world, New York City, from 11:00 a.m. to 2:00 p.m. In addition, each honoree will be profiled in the March issue of the magazine. Donna Johnson is one of four honorees featured on the cover of this issue, and will be dressed by renowned African-American designer B Michael of b michael America. | Countries: United States of America  Industries: Financial Services  Languages: English  Primary Identifiers:  MA-US  Regions: North America  Related Identifiers: MA-US  Source: http://newsroom.mastercard.com/press-releases/mastercard-chief-diversity-officer-recognized- among-influential-black-women-in-business/  Subjects: Company Announcements and Releases",3,"18, 128, 27","Chief Diversity Officer, diversity",MA - MasterCard Chief Diversity Officer Recognized among Influential Black Women in Business - 21-Mar-13 - NEWS_CR.pdf
Mastercard Investor Relations,,"Mastercard, one of the world's most active sponsors of major sporting events, is strengthening its commitment to women's football. The move sends a powerful signal for gender equality in sports and demonstrates a continued focus on gender balanced marketing. Mastercard has been a long-standing advocate of the importance of diversity, inclusion and partnering to promote good governance and integrity in sport.",1,61,gender equality,MA - Mastercard Continues Focus to Champion Women with New Additions to Global Sponsorship Portfolio - 21-May-19 - BW.pdf
MasterCard Incorporated,"Personnel, Photo/Multimedia","""It would be impossible to recount all of Rob's many contributions and accomplishments over the past two decades,""ù said Banga. ""He's pushed us to be at the cutting edge of operational efficiency and accuracy. Rob brought that same passion and caring to our culture and our people, being a tireless advocate for diversity and inclusion initiatives. We wish Rob and his family every happiness in this next chapter.""ù",1,68,Diversity and Inclusion,MA - Mastercard Names Ed McLaughlin President of Operations and Technology - 28-Apr-17 - BW.pdf
